NL_iteration       Ham error [%]       Mom error [%]
0                   1.000000e+02        1.000000e+02        
1                   2.502074e+01        2.432064e+01        
2                   8.707066e+00        8.345214e+00        
3                   3.311434e+00        3.152502e+00        
4                   1.299314e+00        1.232000e+00        
5                   5.159256e-01        4.878076e-01        
6                   2.058289e-01        1.941749e-01        
7                   8.227553e-02        7.746993e-02        
