# time  core_x_canon  core_y_canon  core_z_canon  peak_canon  core_x_phantom  core_y_phantom  core_z_phantom  peak_phantom  coord_sep  proper_sep  px_canon  px_phantom  px_total  shift_x_canon  shift_x_phantom  max_abs_shift
0.0000000000000000e+00  6.8003023473131023e+01  6.3999076322346767e+01  6.3999076267873896e+01  2.2547536049181166e-02  6.0006027444251458e+01  6.4000944213512497e+01  6.4000944203497752e+01  2.2281953323585877e-02  7.9969960288795647e+00  7.0002685201927193e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00
4.0000000000000002e-01  6.8003645250086990e+01  6.3998983033631625e+01  6.3998983290138170e+01  2.2546231259251009e-02  6.0007052351736327e+01  6.4001041307573729e+01  6.4001041312216458e+01  2.2291881978167775e-02  7.9965928983506629e+00  7.0002889925215719e+00  2.3920793647279109e-05  3.9425933572617151e-05  -1.5505139925338041e-05  5.9883892448580559e-06  -9.5975941663824341e-07  2.4182014705930419e-05
8.0000000000000004e-01  6.8005293555915785e+01  6.3998750664633739e+01  6.3998751698838277e+01  2.2537462245032804e-02  6.0009642859396273e+01  6.4001278761359998e+01  6.4001278788146351e+01  2.2307089953423558e-02  7.9956506965195118e+00  7.0004253009137276e+00  4.7454327306289022e-05  7.8018317276670184e-05  -3.0563989970381162e-05  8.4685842513151143e-06  -3.6022010020809967e-06  1.1276146479653848e-04
1.2000000000000000e+00  6.8007381949974288e+01  6.3998508695549695e+01  6.3998510870189101e+01  2.2530340181479310e-02  6.0012599106154433e+01  6.4001520603786560e+01  6.4001520638141628e+01  2.2316081236995477e-02  7.9947828438198556e+00  7.0006914184899447e+00  7.0341677298390085e-05  1.1505569917582978e-04  -4.4714021877439699e-05  1.3090518583803939e-05  1.5141232840265543e-05  1.9684491177296683e-04
1.6000000000000001e+00  6.8009008678244356e+01  6.3998367555503243e+01  6.3998371200683167e+01  2.2530044751047158e-02  6.0014766494664222e+01  6.4001649817470849e+01  6.4001649747162247e+01  2.2312828663371743e-02  7.9942421835801341e+00  7.0010669128069285e+00  9.2461684043490330e-05  1.5003929272920348e-04  -5.7577608685713155e-05  5.0500313404893218e-05  6.7826555260133551e-05  2.8186829108783738e-04
2.0000000000000000e+00  6.8009776730703749e+01  6.3998357445869367e+01  6.3998362828994843e+01  2.2531827182962091e-02  6.0015637923108358e+01  6.4001640753401517e+01  6.4001640364916568e+01  2.2302113780461284e-02  7.9941388075953910e+00  7.0015225148870774e+00  1.1366533855843494e-04  1.8271965729227020e-04  -6.9054318733835257e-05  9.7708710029465297e-05  1.5757873803851809e-04  4.3298996973799438e-04
2.3999999999999901e+00  6.8009966666621622e+01  6.3998422453183089e+01  6.3998429639258077e+01  2.2565752643479646e-02  6.0015480332899145e+01  6.4001556761526444e+01  6.4001555939600749e+01  2.2297382563161515e-02  7.9944863337224774e+00  6.4906719576597922e+00  1.3366492978479958e-04  2.1295783808426616e-04  -7.9292908299466577e-05  -1.5493224325832823e-04  2.6512907843005755e-04  6.1219758383557698e-04
2.7999999999999798e+00  6.8009822480217025e+01  6.3998482130262829e+01  6.3998490847113302e+01  2.2599532941472093e-02  6.0014980013050192e+01  6.4001488616257490e+01  6.4001487439693918e+01  2.2306644293674519e-02  7.9948424671668334e+00  5.9879046296732668e+00  1.5207890312777671e-04  2.4056069382715102e-04  -8.8481790699374311e-05  -6.2500279699170499e-04  2.8419744630679976e-04  7.7421186838510863e-04
3.1999999999999802e+00  6.8009707301235665e+01  6.3998488027422589e+01  6.3998497760026794e+01  2.2636499053625109e-02  6.0014747594232936e+01  6.4001486493072392e+01  6.4001485133563662e+01  2.2321924119863942e-02  7.9949597070027281e+00  7.4810321764849350e+00  1.6856147537222662e-04  2.6526941626155528e-04  -9.6707940889328655e-05  -8.2077816882172513e-04  4.6635030461425703e-04  9.7280925684210590e-04
3.5999999999999699e+00  6.8009825454414553e+01  6.3998439895909002e+01  6.3998450169014816e+01  2.2692909974938211e-02  6.0014955068195036e+01  6.4001547904894210e+01  6.4001546548402160e+01  2.2350986659158151e-02  7.9948703862195174e+00  7.9837969493308387e+00  1.8289104082256334e-04  2.8694220850049491e-04  -1.0405116767793157e-04  -6.2321365670082779e-04  7.4817478398851603e-04  1.0484265286874054e-03
