cell,t,x_canon,x_phantom,separation,drift_canon,drift_phantom,rms_canon,rms_phantom,peak_amplitude,confined_frac,min_chi
pair_pm_sep16,4.0,39.99962538131548,24.002066727363193,15.99755865395229,-0.000715238185698297,0.0012264001970869742,5.051787767077662,5.424809770082781,0.0226531202120337,0.07710904869260024,0.9723558722319209
pair_pm_sep16,8.0,39.99995763332325,24.009494073710055,15.990463559613193,-0.0003829861779323096,0.008653746543949126,5.061931584762104,5.4389263220740585,0.022529531750853538,0.07839735501731732,0.9745918267251186
pair_pm_sep16,12.0,39.999051289254886,24.026204536019392,15.972846753235494,-0.0012893302462941847,0.025364208853286385,5.11125077326864,5.550001125418781,0.02265831803609063,0.07927696498312499,0.9723431616843967
pair_pm_sep16,16.0,39.98825863624519,24.038461576567407,15.949797059677785,-0.01208198325598886,0.03762124940130107,5.299252568378348,5.684394163044721,0.022712880237040465,0.08027042855996225,0.9655832801961912
pair_pm_sep16,20.0,39.97386227472528,24.056198871447283,15.917663403277995,-0.02647834477590294,0.05535854428117659,5.541314885350636,5.86080138874362,0.022728617851676996,0.08307388008153745,0.9528663749886811
pair_pm_sep16,24.0,39.95734535267323,24.079089827458116,15.878255525215113,-0.042995266827951184,0.07824950029201005,5.875434664375314,6.1591370079993855,0.022748821948243958,0.08533490383968712,0.9357742246422908
pair_pm_sep16,28.0,39.927213211551546,24.11213682186805,15.815076389683497,-0.07312740794963446,0.1112964947019428,6.346769454447406,6.4781371890514405,0.022760392719935657,0.08921108536978833,0.9141352623500756
pair_pm_sep16,32.0,39.8849501677845,24.15842092204036,15.726529245744143,-0.11539045171667794,0.15758059487425413,6.851643343594969,6.811758633907893,0.02291482615923916,0.09370980160974633,0.8875721009178885
pair_pm_sep16,36.0,39.834696682153584,24.219714455100558,15.614982227053027,-0.1656439373475962,0.21887412793445193,7.35218068529672,7.12902522885217,0.023106173649839024,0.09978526795077743,0.8548388100574211
pair_pm_sep16,40.0,39.778096993223876,24.29681547001352,15.481281523210356,-0.22224362627730443,0.2959751428474142,7.83543769847369,7.376817577766357,0.023287594453647815,0.1067676094502343,0.8137905989102374
pair_pm_sep16,44.0,39.728258352171395,24.380068622135706,15.348189730035688,-0.272082267329786,0.3792282949696002,8.211407201934755,7.53251601652973,0.02350294450050739,0.1167386197865433,0.7610512669029605
pair_pm_sep16,48.0,39.69593355942793,24.4614243847368,15.234509174691127,-0.30440706007325247,0.46058405757069565,8.512178817329627,7.593714876641689,0.02395715237459572,0.13045826628373774,0.6892734824120152
pair_pm_sep16,52.0,39.69125529617737,24.54008264566491,15.151172650512457,-0.30908532332381355,0.539242318498804,8.804253569320839,7.554658091981728,0.024705644534736903,0.1493573498681333,0.5909208811765235
pair_pm_sep16,56.0,39.70335361372269,24.624006444328867,15.079347169393824,-0.29698700577849024,0.6231661171627607,9.181038760181455,7.457020474038689,0.02619421973972909,0.1787630124398835,0.4488693159737618
pair_pm_sep16,60.0,39.662263053436554,24.737248144526077,14.925014908910477,-0.33807756606462647,0.7364078173599715,10.04615394080397,7.351124235322949,0.029471927783762307,0.2273258383441277,0.2544871100075794
