   0.0050000    7.5306898107e-03    5.0831730368e-05
   0.0100000    7.5320919660e-03    1.0076110096e-04
   0.0150000    7.5344365496e-03    1.4981066886e-04
   0.0200000    7.5377285145e-03    1.9800336595e-04
   0.0250000    7.5419738142e-03    2.4536263236e-04
   0.0300000    7.5471792072e-03    2.9191249342e-04
   0.0350000    7.5533518808e-03    3.3767928524e-04
   0.0400000    7.5604919258e-03    3.8268798246e-04
   0.0450000    7.5685937869e-03    4.2696134613e-04
   0.0500000    7.5776667466e-03    4.7052567594e-04
   0.0550000    7.5877275654e-03    5.1340775366e-04
   0.0600000    7.5987922905e-03    5.5563469108e-04
   0.0650000    7.6108729929e-03    5.9723396204e-04
   0.0700000    7.6239771810e-03    6.3823319723e-04
   0.0750000    7.6381087591e-03    6.7866020957e-04
   0.0800000    7.6532692833e-03    7.1854273838e-04
   0.0850000    7.6694589228e-03    7.5790846596e-04
   0.0900000    7.6866765932e-03    7.9678471521e-04
   0.0950000    7.7049196334e-03    8.3519846968e-04
   0.1000000    7.7241832016e-03    8.7317603826e-04
   0.1050000    7.7444599399e-03    9.1074310092e-04
   0.1100000    7.7657397762e-03    9.4792436201e-04
   0.1150000    7.7880100344e-03    9.8474364064e-04
   0.1200000    7.8112555026e-03    1.0212235217e-03
   0.1250000    7.8354586450e-03    1.0573855008e-03
   0.1300000    7.8605996816e-03    1.0932496376e-03
   0.1350000    7.8866567986e-03    1.1288347640e-03
   0.1400000    7.9136062180e-03    1.1641581440e-03
   0.1450000    7.9414223920e-03    1.1992357482e-03
   0.1500000    7.9700780448e-03    1.2340819185e-03
   0.1550000    7.9995443543e-03    1.2687097130e-03
   0.1600000    8.0297909998e-03    1.3031305750e-03
   0.1650000    8.0607863796e-03    1.3373547464e-03
   0.1700000    8.0924977087e-03    1.3713909327e-03
   0.1750000    8.1248912903e-03    1.4052467766e-03
   0.1800000    8.1579326515e-03    1.4389285110e-03
   0.1850000    8.1915868352e-03    1.4724414938e-03
   0.1900000    8.2258185292e-03    1.5057898457e-03
   0.1950000    8.2605923362e-03    1.5389770389e-03
   0.2000000    8.2958728691e-03    1.5720054997e-03
   0.2050000    8.3316249865e-03    1.6048772317e-03
   0.2100000    8.3678138558e-03    1.6375933693e-03
   0.2150000    8.4044051553e-03    1.6701549795e-03
   0.2200000    8.4413651311e-03    1.7025621675e-03
   0.2250000    8.4786607763e-03    1.7348149837e-03
   0.2300000    8.5162598797e-03    1.7669134117e-03
   0.2350000    8.5541311341e-03    1.7988572091e-03
   0.2400000    8.5922442331e-03    1.8306461119e-03
   0.2450000    8.6305699283e-03    1.8622798709e-03
   0.2500000    8.6690800740e-03    1.8937583737e-03
   0.2550000    8.7077476521e-03    1.9250814036e-03
   0.2600000    8.7465467554e-03    1.9562491380e-03
   0.2650000    8.7854525006e-03    1.9872616253e-03
   0.2700000    8.8244409603e-03    2.0181199515e-03
   0.2750000    8.8634891495e-03    2.0488245545e-03
   0.2800000    8.9025748610e-03    2.0793769477e-03
   0.2850000    8.9416766982e-03    2.1097785325e-03
   0.2900000    8.9807739792e-03    2.1400315316e-03
   0.2950000    9.0198467661e-03    2.1701379677e-03
   0.3000000    9.0588757617e-03    2.2001006800e-03
   0.3050000    9.0978422866e-03    2.2299222084e-03
   0.3100000    9.1367281188e-03    2.2596058220e-03
   0.3150000    9.1755153842e-03    2.2891543252e-03
   0.3200000    9.2141863876e-03    2.3185714250e-03
   0.3250000    9.2527234465e-03    2.3478600424e-03
   0.3300000    9.2911087390e-03    2.3770241173e-03
   0.3350000    9.3293241793e-03    2.4060667700e-03
   0.3400000    9.3673513202e-03    2.4349919426e-03
   0.3450000    9.4051712775e-03    2.4638034440e-03
   0.3500000    9.4427646565e-03    2.4925048962e-03
   0.3550000    9.4801114984e-03    2.5210997435e-03
   0.3600000    9.5171912625e-03    2.5495920084e-03
   0.3650000    9.5539827033e-03    2.5779841152e-03
   0.3700000    9.5904639223e-03    2.6062795011e-03
   0.3750000    9.6266122591e-03    2.6344809694e-03
   0.3800000    9.6624042138e-03    2.6625911057e-03
   0.3850000    9.6978154843e-03    2.6906122049e-03
   0.3900000    9.7328209196e-03    2.7185459513e-03
   0.3950000    9.7673945297e-03    2.7463936467e-03
   0.4000000    9.8015095230e-03    2.7741561634e-03
   0.4050000    9.8351383776e-03    2.8018342090e-03
   0.4100000    9.8682528160e-03    2.8294269942e-03
   0.4150000    9.9008239501e-03    2.8569339142e-03
   0.4200000    9.9328222783e-03    2.8843536447e-03
   0.4250000    9.9642177578e-03    2.9116839621e-03
   0.4300000    9.9949797585e-03    2.9389224917e-03
   0.4350000    1.0025077225e-02    2.9660658657e-03
   0.4400000    1.0054478676e-02    2.9931101277e-03
   0.4450000    1.0083152289e-02    3.0200509035e-03
   0.4500000    1.0111065990e-02    3.0468833043e-03
   0.4550000    1.0138187563e-02    3.0736019425e-03
   0.4600000    1.0164484767e-02    3.1002009290e-03
   0.4650000    1.0189925451e-02    3.1266738628e-03
   0.4700000    1.0214477672e-02    3.1530138309e-03
   0.4750000    1.0238109798e-02    3.1792134323e-03
   0.4800000    1.0260790601e-02    3.2052648139e-03
   0.4850000    1.0282489332e-02    3.2311596989e-03
   0.4900000    1.0303175778e-02    3.2568894024e-03
   0.4950000    1.0322820264e-02    3.2824448427e-03
   0.5000000    1.0341393602e-02    3.3078165652e-03
   0.5050000    1.0358866912e-02    3.3329947854e-03
   0.5100000    1.0375211233e-02    3.3579694542e-03
   0.5150000    1.0390396728e-02    3.3827303455e-03
   0.5200000    1.0404391035e-02    3.4072671540e-03
   0.5250000    1.0417155758e-02    3.4315695945e-03
   0.5300000    1.0428638403e-02    3.4556275063e-03
   0.5350000    1.0438751826e-02    3.4794310138e-03
   0.5400000    1.0447313523e-02    3.5029709713e-03
   0.5450000    1.0453823453e-02    3.5262411150e-03
   0.5500000    1.0457678121e-02    3.5490978931e-03
   0.5550000    1.0461117331e-02    3.5716873652e-03
   0.5600000    1.0464788354e-02    3.5940178052e-03
   0.5650000    1.0468225365e-02    3.6160631048e-03
   0.5700000    1.0467537218e-02    3.6377838135e-03
   0.5750000    1.0462445771e-02    3.6588463192e-03
   0.5800000    1.0458136319e-02    3.6797254664e-03
   0.5850000    1.0455034577e-02    3.7003343900e-03
   0.5900000    1.0453277412e-02    3.7206678248e-03
   0.5950000    1.0452012749e-02    3.7407210170e-03
   0.6000000    1.0450385654e-02    3.7604828916e-03
   0.6050000    1.0447202929e-02    3.7799001683e-03
   0.6100000    1.0441655362e-02    3.7989146822e-03
   0.6150000    1.0433677681e-02    3.8175026188e-03
