NL_iteration       Ham error [%]       Mom error [%]
0                   1.000000e+02        1.000000e+02        
1                   2.478703e+01        2.466955e+01        
2                   8.595139e+00        8.596101e+00        
3                   3.260380e+00        3.301479e+00        
4                   1.276262e+00        1.312565e+00        
5                   5.056048e-01        5.287907e-01        
6                   2.012479e-01        2.141364e-01        
7                   8.025654e-02        8.688657e-02        
