# time  Re(R=16)  Im(R=16)  Re(R=24)  Im(R=24)  Re(R=32)  Im(R=32)  Re(R=40)  Im(R=40)
6.7999999999999003e+00  -7.4490358485351315e-06  -1.1435351918508927e-07  -1.0767638407948304e-06  1.1853848010114919e-09  -3.6442414823102738e-07  -8.7889665566099716e-11  -1.4220403068285655e-07  2.5763002606616351e-13
7.1999999999998900e+00  -3.7752989646295947e-06  6.9434318183261010e-07  -1.0896026154837000e-06  -5.0931366252497238e-08  -3.6474159832214690e-07  3.9506959321721259e-11  -1.4194846549460415e-07  2.5434553517445024e-13
7.5999999999998797e+00  -2.7397694708048033e-06  4.1026629759302031e-07  -1.2469990089327903e-06  3.5276972574781870e-08  -3.5995853408877507e-07  2.5322289908907911e-10  -1.4159705651778175e-07  3.3084833370342456e-13
7.9999999999998703e+00  -4.4814243748227177e-06  -4.9186076299307326e-07  -1.3685011668770881e-06  1.4680457996676768e-07  -3.5546183435352483e-07  -3.7119523043866522e-10  -1.4124479977185859e-07  5.0582509634921623e-13
8.3999999999998707e+00  -6.3846044515185722e-06  -5.2307564178821960e-07  -7.2798828033405169e-07  -1.3133340124874491e-07  -3.5585398201227662e-07  -2.4442361597406798e-10  -1.4087949991089771e-07  -1.0500889746640833e-13
8.7999999999998604e+00  -7.1615550269749276e-06  -3.1651431725650107e-07  -4.5246964376518289e-07  -2.0011691758173610e-07  -3.5748596051419401e-07  1.2872584048832602e-09  -1.4045769817257787e-07  8.3310158395800076e-13
9.1999999999998501e+00  -4.6590362637236547e-06  3.0496696041233145e-07  -1.5762467416016982e-06  1.5146285880983790e-07  -3.5925673401616029e-07  -1.2213982682642979e-10  -1.4005903501602707e-07  2.0174962816498791e-12
9.5999999999998398e+00  3.3998893962973615e-07  7.8646741861978140e-07  -1.6634569981421672e-06  1.5845442068675524e-07  -3.5208198605756491e-07  -2.3304894812994445e-09  -1.3964520953893275e-07  -3.1053862912503341e-12
9.9999999999998295e+00  3.0326053317905210e-06  -1.5685860303719841e-07  -1.2440604066635677e-07  3.6303702853663332e-08  -3.3492269550851546e-07  3.6396056324866962e-12  -1.3910698565914886e-07  -1.0771619293026189e-13
1.0399999999999800e+01  3.0500152938893413e-06  -1.0658724903792156e-06  -1.4583614388901152e-08  1.3414870606684122e-08  -3.3528937722575630e-07  2.1325945849546461e-09  -1.3850648619986441e-07  1.1285163797950457e-11
1.0799999999999800e+01  5.1379194138770463e-06  -2.8440665933470771e-07  -1.4418420714998201e-06  -2.4507744880299933e-07  -3.5672301896481423e-07  1.8357823339099048e-09  -1.3805467980973594e-07  -2.2097945964384210e-12
1.1199999999999800e+01  1.1528597614828008e-05  8.6252320156003403e-07  -1.6673652418683921e-06  -2.1895562430908413e-07  -3.4515576418936834e-07  -1.0761291140658238e-09  -1.3771566947028908e-07  -1.0606796140596782e-11
1.1599999999999801e+01  2.0076448974645265e-05  6.2908243299234701e-07  -8.5600344740285167e-07  1.5490382328847845e-07  -3.2249926385893213e-07  -2.6818087479060004e-09  -1.3667818765614070e-07  1.4287997520725357e-11
1.1999999999999799e+01  2.7512907539803219e-05  -2.7682690463527441e-07  -6.9461694456096699e-07  9.3421354628876581e-08  -3.4764069288848301e-07  8.9458638500299737e-09  -1.3514559075091494e-07  -2.7323241349747381e-11
1.2399999999999800e+01  3.3118559062494741e-05  -2.3570370997063510e-07  -4.4913388798380364e-07  4.9357603637467745e-08  -2.6159183502941755e-07  -1.1172886672851218e-08  -1.3527650345393252e-07  -3.7595503185938414e-11
1.2799999999999800e+01  3.9050113920038036e-05  3.5607167660902519e-07  4.6906133947939231e-07  3.8112738994000315e-07  -1.8650954573359463e-07  -4.1022009079721604e-08  -1.3649880115807837e-07  1.6613520031149836e-10
1.3199999999999800e+01  4.5660596452314615e-05  2.0774774495513978e-07  7.3750720396011641e-07  1.8456143288995638e-07  -5.6456661738497752e-07  5.5309279205172558e-08  -1.3470158945380934e-07  1.2532590640257533e-11
1.3599999999999801e+01  5.1347665858772018e-05  -3.9397503107724211e-07  -1.2812488371996915e-07  -4.1126349839390216e-07  -6.9855482261266718e-07  9.7304397891827775e-08  -1.2926631397428987e-07  -4.8041490050522983e-10
1.3999999999999700e+01  5.7113211262285694e-05  -5.8823058442177087e-07  -1.6199775167990628e-06  -5.9349043847579191e-07  1.5598823761985844e-07  -1.0377059768878373e-07  -1.2672514510331392e-07  2.3993185925225952e-10
1.4399999999999700e+01  6.4505428797238351e-05  -1.7827334534579488e-07  -2.4896547800082958e-06  -3.5936725670588303e-07  3.9787967305228395e-07  -1.5485600690197470e-07  -1.3336908627174056e-07  1.1379697006922119e-09
1.4799999999999701e+01  7.2174486076347687e-05  4.5147467904292094e-07  -1.9456403275739032e-07  3.0092248518566744e-07  -8.2966929709107741e-07  7.1505073147201678e-08  -1.3889894404768858e-07  -5.5593657857221172e-10
1.5199999999999701e+01  7.8697900424275474e-05  4.4571723481553160e-07  4.6255808047152732e-06  9.1033527116025623e-07  -1.0372860807584199e-06  1.5872938664670594e-07  -1.2562099356283194e-07  -2.0708591225278716e-09
1.5599999999999699e+01  8.4224619396437378e-05  -1.0641098498523571e-07  6.5528526300812913e-06  4.1327402909937412e-07  5.2044352113998229e-07  7.5911198529366503e-08  -1.1312291913323320e-07  2.8670266226266934e-11
1.5999999999999700e+01  8.9482895057303090e-05  -1.2875917010043450e-07  3.5504146039387400e-06  -5.7957875490843409e-07  7.9588831997248928e-07  -4.2146682639039399e-08  -1.3214757779150830e-07  2.6839218369626622e-09
1.6399999999999800e+01  9.6204854840605870e-05  2.4499318153600570e-07  6.0467302867230159e-07  -4.5395522085291061e-07  -8.7507676127584165e-07  -1.6965040218523678e-07  -1.3374419567996952e-07  1.4120424527783638e-09
1.6799999999999802e+01  1.0547354617539891e-04  1.9618036712925782e-07  1.8508263278812065e-06  3.9063522936130112e-07  -1.5048767571435082e-06  -9.0339199954745144e-08  -9.1688713176479883e-08  -3.7428137857549086e-09
1.7199999999999900e+01  1.1563807125978165e-04  -6.4283927754837853e-08  5.2313261649181734e-06  2.8673219860167054e-07  -3.6120129057078744e-07  4.4768589303791133e-08  -1.3127278426214682e-07  1.6458541505139696e-09
1.7600000000000001e+01  1.2518738346239635e-04  -1.7962243323249022e-07  7.0363034674807241e-06  -6.2028380648670337e-07  4.3052057760859274e-07  -4.4360455774694763e-08  -1.9342551753397152e-07  1.1353027392784574e-08
1.8000000000000000e+01  1.3496023410209879e-04  -2.7415792565498994e-07  7.5028685707867165e-06  -7.4538609176696148e-07  3.0774864387721854e-07  3.4743063480533940e-08  -3.6273654113887904e-09  -1.9992841195698318e-08
1.8400000000000102e+01  1.4539865663259918e-04  -3.2847694461864800e-07  9.5440016670007986e-06  1.2055999159397278e-07  3.5490924936824220e-07  3.4824963975611854e-07  9.5819976363010316e-08  -3.5735370053711650e-08
1.8800000000000100e+01  1.5579254451091132e-04  -2.8302083761626207e-07  1.4015440137060723e-05  7.2927243729198900e-07  7.4638201774935295e-07  2.5329047920799254e-07  -4.0365847446942394e-07  5.6019995873057687e-08
1.9200000000000198e+01  1.6682510723098261e-04  -1.1084623091534240e-07  1.9536664564883037e-05  4.9652584920622107e-07  6.3007115163988963e-07  -2.4531144309597467e-07  -6.0281095211583440e-07  8.4820254551967309e-08
1.9600000000000300e+01  1.7981016580378059e-04  2.6780566835023084e-07  2.5631965544719691e-05  -3.2563065799915015e-08  -6.1744762551316959e-07  -5.3907175142918934e-07  3.0914880565836958e-07  -8.0102201259311725e-08
2.0000000000000298e+01  1.9412490732220896e-04  5.7906672168020999e-07  3.2430250335033030e-05  -1.9383634524334793e-07  -1.9292775830919704e-06  -3.3391257066809656e-07  7.0916226865887511e-07  -1.5114915235438135e-07
2.0400000000000400e+01  2.0827351846925012e-04  4.4187066888662566e-07  3.8978929627449420e-05  1.5660785262003058e-08  -9.4631708598301030e-07  3.0283161097959295e-07  -4.9484785832652842e-07  2.6785241034790646e-08
2.0800000000000502e+01  2.2192214924144285e-04  2.0936907792237887e-08  4.4397438260323677e-05  1.3935966390815770e-08  2.0363379533670662e-06  7.3805261829483442e-07  -1.0072568496138636e-06  1.7170909700931932e-07
2.1200000000000500e+01  2.3523109104468923e-04  -2.6895450049656629e-07  4.8859292255363120e-05  -2.7701714570688245e-07  3.0526309150617239e-06  2.2860509088913679e-07  4.4638131887483693e-07  1.1165413518475868e-07
2.1600000000000598e+01  2.4791393570384036e-04  -3.1583211944919624e-07  5.3160621767635926e-05  -2.3880842062254110e-07  3.8042206035664711e-07  -6.1524117177387800e-07  1.1266894914018285e-06  -5.2909179891936905e-08
2.2000000000000600e+01  2.5988535147768356e-04  -2.2279766072628612e-07  5.8607432175304546e-05  1.3645835153980356e-07  -2.1111181200577478e-06  -4.8501837890485415e-07  -4.2476773768603306e-07  -1.5690601475661479e-07
2.2400000000000698e+01  2.7161837553279112e-04  -8.6530687632123799e-08  6.5616596638855512e-05  2.4469811774565243e-07  -5.8700508071510424e-07  3.2298005719183766e-07  -1.5178099486067100e-06  -9.4308853800522524e-08
2.2800000000000800e+01  2.8342279536422270e-04  2.7984490438335631e-08  7.2336521315062401e-05  5.9470136005016426e-08  3.2111009197292040e-06  3.8375341274103632e-07  -4.9669060653783168e-07  -1.6721757066645890e-08
2.3200000000000799e+01  2.9508305929289266e-04  1.0090152075806756e-07  7.7125810054686378e-05  -4.9562889285983654e-08  4.9901539686909764e-06  -3.0062350918785674e-07  7.0291182281020097e-07  -4.3201041829672015e-08
2.3600000000000900e+01  3.0647674772605840e-04  1.4797777662337370e-07  8.1001794558794579e-05  -3.0045054779446930e-08  3.9532994954158740e-06  -4.1408594799129879e-07  5.8900290625686650e-07  7.4032828473852012e-08
2.4000000000000998e+01  3.1821082914942108e-04  1.6311330528624937e-07  8.5488090286203256e-05  2.2765308638300191e-08  2.7762300869135478e-06  3.0515065919421201e-07  1.4685053620645148e-07  3.3931104404151522e-07
2.4400000000001000e+01  3.3136071778725189e-04  1.1885514750368554e-07  9.0682640308848014e-05  7.2360416056220681e-08  3.0916574757309001e-06  7.5774143390850352e-07  3.6583606106303228e-07  2.8971750378167564e-07
2.4800000000001098e+01  3.4655325216369979e-04  2.2042503706934894e-08  9.6830650459105258e-05  1.0299747723171017e-07  4.1906832812520171e-06  3.0488715486442256e-07  6.0293415936684331e-07  -1.7131177735124757e-07
2.5200000000001101e+01  3.6340871277095946e-04  -7.2662781063775010e-08  1.0464684732148213e-04  1.1949103372175141e-07  5.3394182908444479e-06  -4.8339894557305917e-07  -2.1915669343845957e-07  -5.6396995435321208e-07
2.5600000000001199e+01  3.8093151646155521e-04  -1.1126398411800617e-07  1.1341399946688377e-04  2.7274847479254430e-08  6.6441087251648833e-06  -7.6669259563739328e-07  -1.5532601000943528e-06  -4.3641631849595555e-07
2.6000000000001300e+01  3.9837276225996102e-04  -8.4875718534747392e-08  1.2150861812537913e-04  -2.6109167293425208e-07  8.3088534470083691e-06  -4.3451669405269638e-07  -1.2670057110861625e-06  2.0100094434818366e-07
2.6400000000001299e+01  4.1566784328320497e-04  -2.4387007698089632e-08  1.2880436794572304e-04  -5.1873453937286860e-07  1.0652397584544604e-05  -1.7667738989180454e-08  1.0925983306010067e-06  6.8337127412346932e-07
2.6800000000001400e+01  4.3316517275703042e-04  3.2026190145915983e-08  1.3660154773570022e-04  -4.2386854820999151e-07  1.4133365860335974e-05  2.2230449344180494e-07  2.6103176348381243e-06  3.1708846806139622e-07
2.7200000000001499e+01  4.5112707813627507e-04  6.0028651153310071e-08  1.4567808642842469e-04  -2.1350539334347581e-08  1.9012641377847873e-05  4.7706205115793812e-07  1.0355011774697617e-06  -4.1606136066549615e-07
2.7600000000001501e+01  4.6954718230201827e-04  5.3732846537264733e-08  1.5575418855153607e-04  3.6248957171894012e-07  2.5366641382348593e-05  6.3846870362357145e-07  -1.3567856616162470e-06  -3.7877571661788320e-07
2.8000000000001599e+01  4.8833184048423565e-04  2.4550983538757858e-08  1.6631004084445463e-04  4.9553405758425129e-07  3.2573635506201592e-05  3.4720922628161309e-07  -1.0334612309200130e-06  2.8631266702490665e-07
2.8400000000001601e+01  5.0752337108539479e-04  -5.6840425284973731e-09  1.7695303897503092e-04  3.5563054293729682e-07  3.8972104258709344e-05  -2.2042820064895128e-07  1.3521025562369097e-06  3.3648708286212291e-07
2.8800000000001699e+01  5.2731685153969618e-04  -1.9101184923998238e-08  1.8722730278862915e-04  6.0374417783608562e-08  4.3580741991885800e-05  -5.1666962157094201e-07  2.1655846422922866e-06  -3.6227042627759063e-07
2.9200000000001801e+01  5.4789893960007939e-04  -1.3552885866429944e-08  1.9667240662189886e-04  -2.0965974738290891e-07  4.7454272015385256e-05  -3.8593922966173944e-07  4.1437689748846003e-07  -5.9835269622868385e-07
2.9600000000001799e+01  5.6928757381994211e-04  -7.9465152395073795e-11  2.0516578980800504e-04  -3.1544808684184447e-07  5.1955200818316430e-05  -1.0236308168104374e-07  -1.2108037078848567e-06  8.9115959361656492e-08
3.0000000000001901e+01  5.9130327822214015e-04  1.0540987483424858e-08  2.1301631975439680e-04  -2.4619641847850929e-07  5.7084762070264340e-05  8.6125356165800485e-08  -6.0208734793577561e-07  7.1016134487283183e-07
3.0400000000001999e+01  6.1367108979357653e-04  1.7092413324922918e-08  2.2059556907825246e-04  -9.5825142612552984e-08  6.2470289394229693e-05  1.6344361638628125e-07  1.4864371064068244e-06  4.3406707796999789e-07
3.0800000000002001e+01  6.3615857957297550e-04  2.4781043524418968e-08  2.2791247500275732e-04  3.5435812264554244e-08  6.8065686273894151e-05  2.0353942754135511e-07  3.4040653311233927e-06  -2.9381376461318748e-07
3.1200000000002099e+01  6.5865452309837066e-04  3.6424825838138000e-08  2.3469230960673076e-04  1.0687861127441826e-07  7.3230512533536854e-05  1.6885047545269896e-07  4.3762962544158484e-06  -5.5081057559904183e-07
3.1600000000002101e+01  6.8116290042596916e-04  4.8990936714717637e-08  2.4094527450259885e-04  1.2756376031811709e-07  7.7066024543974313e-05  5.7256360224745742e-09  4.3417419356732612e-06  -1.8022811430506922e-07
3.2000000000002203e+01  7.0375644396991925e-04  5.7544820007964531e-08  2.4735642778491199e-04  1.1392893608853006e-07  8.0087472601765998e-05  -1.3348972191803231e-07  3.6851539506474126e-06  2.1620585288222845e-07
3.2400000000002102e+01  7.2654556253378506e-04  6.0180396728113923e-08  2.5495700406311789e-04  7.1033104936972128e-08  8.4043806856541088e-05  -5.5342488172307535e-08  3.1084479834585322e-06  2.7414271380538919e-07
3.2800000000002001e+01  7.4967687699483213e-04  5.8718431476852350e-08  2.6433889664781852e-04  5.4167707154037304e-09  8.9908038599657874e-05  1.4435133558481795e-07  3.2449760827442748e-06  1.9499190533254636e-07
3.3200000000001999e+01  7.7333162083409956e-04  5.6210063890209567e-08  2.7519053311079154e-04  -6.1296398053161955e-08  9.7050406020467465e-05  1.8346537548455800e-07  4.4826162388718365e-06  9.1756018455729577e-08
3.3600000000001899e+01  7.9769003155876373e-04  5.4925149191969808e-08  2.8658677974467223e-04  -1.0006227420628255e-07  1.0431692507482514e-04  -3.6824447853466235e-08  6.6918708584197736e-06  -1.8993845824582205e-07
3.4000000000001798e+01  8.2286331342379848e-04  5.6171950577712349e-08  2.9770560923084947e-04  -9.4598769343454663e-08  1.1117543309491305e-04  -3.3914117875777319e-07  9.0844857834415623e-06  -5.1189116881207872e-07
3.4400000000001697e+01  8.4883580254949348e-04  6.0680094122182499e-08  3.0830463515480312e-04  -5.2797132777869235e-08  1.1784634239808331e-04  -4.7547509483091731e-07  1.1302835273576729e-05  -4.5069890344747281e-07
3.4800000000001603e+01  8.7546744735373945e-04  6.8417865614682239e-08  3.1863515974555191e-04  -5.6502806668377662e-10  1.2485112919032119e-04  -3.3088117365007362e-07  1.4322687701729197e-05  4.5723375668148353e-08
3.5200000000001602e+01  9.0256758469359102e-04  7.8194152061291530e-08  3.2903300696229820e-04  3.4471810397067074e-08  1.3259268112658833e-04  1.2220845515584277e-08  1.9135057876281535e-05  5.2098114987596927e-07
3.5600000000001501e+01  9.2999605636970902e-04  8.7834070700873290e-08  3.3963210578875902e-04  3.7862708336228371e-08  1.4115207180059471e-04  3.4128352381621664e-07  2.5263450954014746e-05  5.7339239100164305e-07
3.6000000000001400e+01  9.5772657138300460e-04  9.4964972454728455e-08  3.5039893081179323e-04  1.4459940937324607e-08  1.5025837498242706e-04  4.6206831104078445e-07  3.1602983669439231e-05  2.6594566943211294e-07
3.6400000000001299e+01  9.8583783106784024e-04  9.7844439265456198e-08  3.6132955515537883e-04  -1.6818959144774405e-08  1.5937641693215582e-04  3.2604805741111261e-07  3.7644164394510938e-05  -7.2554252697156863e-08
3.6800000000001198e+01  1.0144511665783518e-03  9.5832695683654176e-08  3.7254393623854456e-04  -3.6541925121716335e-08  1.6791290437731933e-04  4.4819161859977332e-08  4.3074278837756630e-05  -2.6369649127064554e-07
3.7200000000001197e+01  1.0436652269794628e-03  8.9528069623814161e-08  3.8418970524161294e-04  -3.7226707134730466e-08  1.7549925712227526e-04  -2.0480911532140020e-07  4.7478708444303149e-05  -3.3464592757578001e-07
3.7600000000001103e+01  1.0735278065263554e-03  8.0671577160116647e-08  3.9628404930191363e-04  -2.5201211847014401e-08  1.8216073460856536e-04  -3.0096219539913366e-07  5.1193345644262909e-05  -2.8325142539053479e-07
3.8000000000001002e+01  1.1040473479812171e-03  7.1779096387099749e-08  4.0865593883471961e-04  -1.1627157637497688e-08  1.8818619397535630e-04  -2.3641904206740060e-07  5.5363771054258329e-05  -6.7230115878002279e-08
3.8400000000000901e+01  1.1352160953297819e-03  6.5456247505857020e-08  4.2102455837781104e-04  -2.3316318025974405e-09  1.9379074888498470e-04  -9.1253032936632291e-08  6.0548305116795121e-05  1.9938222000749564e-07
3.8800000000000800e+01  1.1670162047266188e-03  6.3565063790853398e-08  4.3313375167929112e-04  4.3492768555077965e-09  1.9891960349208772e-04  4.1703749809572125e-08  6.5965835583902332e-05  2.9536870524591684e-07
3.9200000000000799e+01  1.1994047265767303e-03  6.6587632493486215e-08  4.4484860989262194e-04  1.2088187935144437e-08  2.0343201280993500e-04  1.1395112629741407e-07  7.0475075329423653e-05  1.6026777708740525e-07
3.9600000000000698e+01  1.2322987921776184e-03  7.3465609389554994e-08  4.5617325985258822e-04  2.1088139104655511e-08  2.0750029419785098e-04  1.2672498612477186e-07  7.3848675044494995e-05  -3.7509103509906864e-08
4.0000000000000597e+01  1.2655850951787111e-03  8.1955377355045652e-08  4.6720796711241839e-04  2.8077680378834962e-08  2.1178870661079302e-04  1.0146278107380000e-07  7.6910956177367136e-05  -1.0154227304256643e-07
4.0400000000000503e+01  1.2991553128280521e-03  8.9333484875951875e-08  4.7809600283805099e-04  3.0180324379586401e-08  2.1715358133804149e-04  5.4592157815518508e-08  8.0739063710421488e-05  1.8329012690922315e-09
4.0800000000000502e+01  1.3329444181396930e-03  9.3211823921880823e-08  4.8899812447904907e-04  2.7707083078656652e-08  2.2407448503150779e-04  -3.8778000819975464e-09  8.5868956290883583e-05  1.3478479898336053e-07
4.1200000000000401e+01  1.3669479566190547e-03  9.2230276609607145e-08  5.0008517397690314e-04  2.3553191736451728e-08  2.3231134870164500e-04  -5.9889089530000684e-08  9.2072963362196028e-05  1.2448564861572004e-07
4.1600000000000300e+01  1.4012151277579001e-03  8.6438777386150551e-08  5.1151049972515531e-04  2.0843594114229703e-08  2.4108842832170176e-04  -9.3468364232733576e-08  9.8698117932281747e-05  -7.6796846381513387e-08
4.2000000000000199e+01  1.4358297690807305e-03  7.7264297157702885e-08  5.2335290092715312e-04  2.1345293548566940e-08  2.4963055308122679e-04  -9.0078404172597433e-08  1.0520711490911994e-04  -3.3792310210172011e-07
4.2400000000000098e+01  1.4708887480301967e-03  6.7074564111172350e-08  5.3557105221080999e-04  2.5332975755257577e-08  2.5759474904187831e-04  -5.2963067817902340e-08  1.1152027385650815e-04  -4.5158420368134803e-07
4.2800000000000097e+01  1.5064823966818397e-03  5.8472990507390537e-08  5.4801478310756197e-04  3.2040750329168705e-08  2.6509918879877526e-04  -3.4811822716102582e-09  1.1797547734344523e-04  -3.0507502214046699e-07
4.3200000000000003e+01  1.5426816501017816e-03  5.3542903616960783e-08  5.6049345052071146e-04  3.9962720803222956e-08  2.7244267050873774e-04  3.1767989274798628e-08  1.2500748213962237e-04  2.7886204849423209e-08
4.3599999999999902e+01  1.5795285306992959e-03  5.3265650585078158e-08  5.7286169415036070e-04  4.7079232246635165e-08  2.7983214197556427e-04  3.7197348060792935e-08  1.3279719298406933e-04  3.4322607651754702e-07
4.3999999999999801e+01  1.6170173467128959e-03  5.7269866189458321e-08  5.8507819640834938e-04  5.1317308116415687e-08  2.8732754255428512e-04  1.6250902943652367e-08  1.4110800030734649e-04  4.5458290250539923e-07
4.4399999999999700e+01  1.6550703011569603e-03  6.3963216932446391e-08  5.9721062514834762e-04  5.1193513281731492e-08  2.9495342714861794e-04  -1.3560959692390097e-08  1.4938375507940883e-04  3.1595901886027066e-07
4.4799999999999699e+01  1.6935393835889349e-03  7.0997654259556095e-08  6.0938722900348444e-04  4.6321703294668367e-08  3.0279046749638898e-04  -3.3839650706220706e-08  1.5702965488901340e-04  3.5966378890471868e-08
4.5199999999999598e+01  1.7322549797222308e-03  7.5949071500545868e-08  6.2172609972480108e-04  3.7568591507833630e-08  3.1093714496641534e-04  -3.6575901150046263e-08  1.6369992284572524e-04  -2.1152464809438308e-07
4.5599999999999497e+01  1.7710927616477802e-03  7.7034897257089665e-08  6.3428595081805011e-04  2.6846973363407062e-08  3.1939499089714783e-04  -2.5997768758388472e-08  1.6941012677564434e-04  -3.0436829707632533e-07
4.5999999999999403e+01  1.8100135200838270e-03  7.3655311260483830e-08  6.4706120723491086e-04  1.6622755826042810e-08  3.2800540879715501e-04  -1.1656221525833186e-08  1.7440051968363571e-04  -2.3377948036020604e-07
4.6399999999999302e+01  1.8490676329603606e-03  6.6577575278879241e-08  6.6000748819850256e-04  9.2323395841438231e-09  3.3650210436485847e-04  -8.2588980113816564e-11  1.7886851680191457e-04  -8.0790160383412212e-08
4.6799999999999301e+01  1.8883820344333668e-03  5.7694024473741949e-08  6.7306589165676213e-04  6.1722458547681573e-09  3.4463241301696968e-04  8.1445216398655635e-09  1.8282051868085997e-04  5.6850682918512796e-08
4.7199999999999200e+01  1.9281305877430700e-03  4.9426584590685185e-08  6.8616764614809445e-04  7.5993184413118049e-09  3.5225576797585684e-04  1.5346660345250585e-08  1.8620517365618592e-04  1.2524121628983270e-07
4.7599999999999099e+01  1.9684811719456376e-03  4.3967392699475154e-08  6.9922653265884417e-04  1.2253861602393517e-08  3.5936848818055923e-04  2.2452059727932006e-08  1.8921312453481793e-04  1.2585274522423750e-07
4.7999999999998998e+01  2.0095394725656943e-03  4.2592508742565573e-08  7.1213989006294704e-04  1.7858570077547484e-08  3.6606978523911159e-04  2.7859875008730808e-08  1.9242423037556442e-04  8.8009311796540156e-08
4.8399999999998897e+01  2.0513191923004536e-03  4.5266627625547782e-08  7.2480980454165322e-04  2.1847860681306153e-08  3.7251431160134488e-04  2.9559179437374880e-08  1.9658783733337535e-04  3.7678419989332073e-08
4.8799999999998903e+01  2.0937410902159134e-03  5.0671288669387933e-08  7.3717503794927628e-04  2.2164119829413749e-08  3.7888002290685703e-04  2.7490557348089373e-08  2.0216438348934153e-04  -1.2716642123776464e-08
4.9199999999998802e+01  2.1366477125622655e-03  5.6641184740988356e-08  7.4923216112954456e-04  1.7863054010066474e-08  3.8534536967865893e-04  2.3816917819521712e-08  2.0900395146619194e-04  -5.6085366113241760e-08
4.9599999999998701e+01  2.1798343169612089e-03  6.0856571432097585e-08  7.6103207925490887e-04  9.3618161339644899e-09  3.9205505219898872e-04  2.1383367953799553e-08  2.1643743573312627e-04  -8.2193587715171039e-08
