# time  Re_m-2(R=16)  Im_m-2(R=16)  Re_m-1(R=16)  Im_m-1(R=16)  Re_m0(R=16)  Im_m0(R=16)  Re_m1(R=16)  Im_m1(R=16)  Re_m2(R=16)  Im_m2(R=16)  Re_m-2(R=24)  Im_m-2(R=24)  Re_m-1(R=24)  Im_m-1(R=24)  Re_m0(R=24)  Im_m0(R=24)  Re_m1(R=24)  Im_m1(R=24)  Re_m2(R=24)  Im_m2(R=24)  Re_m-2(R=32)  Im_m-2(R=32)  Re_m-1(R=32)  Im_m-1(R=32)  Re_m0(R=32)  Im_m0(R=32)  Re_m1(R=32)  Im_m1(R=32)  Re_m2(R=32)  Im_m2(R=32)  Re_m-2(R=40)  Im_m-2(R=40)  Re_m-1(R=40)  Im_m-1(R=40)  Re_m0(R=40)  Im_m0(R=40)  Re_m1(R=40)  Im_m1(R=40)  Re_m2(R=40)  Im_m2(R=40)
0.0000000000000000e+00  1.0303297015193781e-05  -1.9113723100151540e-06  1.2384786753341595e-05  6.2262772567817552e-07  -9.3416092215312980e-06  7.7600497538105896e-07  -3.4158359058180700e-06  4.6615660773315753e-07  1.1967022294259032e-05  -5.2965541846281411e-06  1.4973369325412911e-06  -3.2178379102338921e-08  2.1025751077663090e-08  9.1433239274028594e-09  -1.2404813148319812e-06  -1.6878986434922880e-10  -7.8500269035638691e-10  -1.4267071117591636e-08  1.4970220770787255e-06  3.1450525126429771e-08  4.6156395479037545e-07  -7.9386530403032278e-10  2.6915248205243918e-09  -2.6803637368363384e-10  -3.7745167150806816e-07  -2.3132788206709549e-13  2.3738827683035252e-09  -1.3485840946465361e-09  4.6156051180432254e-07  7.9307878678256562e-10  1.8010385908967938e-07  -4.7247046004231960e-10  -1.3141513287228124e-09  7.8802328351058219e-11  -1.4535196293375862e-07  -3.7947667322108873e-14  -1.4413123641188669e-09  -7.2569763128053460e-10  1.8010282657904820e-07  4.7184216504166077e-10
4.0000000000000002e-01  1.2179698971512093e-05  4.3248696673110729e-06  1.8760185289175635e-06  -4.7022432459049547e-08  -9.4884095627056812e-06  2.0099288468091780e-09  -2.7676483268999765e-06  1.7037789696938570e-07  1.1910409035798702e-05  -4.4007394172665259e-06  1.4948783120564183e-06  3.1804310225477543e-09  -2.1311856802914316e-09  -1.7267059856198891e-09  -1.2188240472102922e-06  2.8847846769030558e-11  -4.2684730222991391e-09  -3.3019437891205970e-09  1.4965814604878218e-06  -3.1708762246760059e-09  4.6069692400037704e-07  -8.0002304686056320e-10  2.1093724434448646e-09  -1.9901774253616483e-10  -3.7739971916561783e-07  -1.9075729574075246e-13  1.7917162948424769e-09  -1.4176036510341746e-09  4.6069348532019928e-07  7.9926915660415811e-10  1.8010247388469222e-07  -4.6707934880349069e-10  -1.3588748087103646e-09  7.0384102484809868e-11  -1.4480335665803747e-07  -3.0630868795979346e-14  -1.4860473384876744e-09  -7.1727472455811888e-10  1.8010144138788044e-07  4.6645891679619177e-10
8.0000000000000004e-01  1.1688931142706531e-05  4.1843286590627988e-06  2.9393772349798346e-06  -2.1919972788787952e-07  -1.0002424519513113e-05  8.0155437605085784e-09  -2.3962022566543014e-06  2.3514060536071999e-07  1.1516556201757460e-05  -4.2562207453911210e-06  1.4947791962424903e-06  -8.5112776782600938e-09  -3.9503147259586465e-09  1.7949668809224551e-09  -1.2196839803054721e-06  6.8716234676298714e-12  -6.3581535123126139e-09  -7.2096101511892793e-09  1.4921429604702647e-06  8.3444040402884371e-09  4.6061638929317979e-07  -7.9642996279465011e-10  3.1563423908598083e-09  -2.6137674328483444e-10  -3.7674858574518114e-07  -1.4658478855200804e-13  2.8386804825921715e-09  -1.3552540650939953e-09  4.6061295800762116e-07  7.9571288066366763e-10  1.7969258319699473e-07  -4.7981579669714868e-10  -1.2079903396382536e-09  7.4476090288485522e-11  -1.4549395859039695e-07  -2.1356683538099234e-14  -1.3351668459628188e-09  -7.2136976356159924e-10  1.7969155173607021e-07  4.7920282462200827e-10
1.2000000000000000e+00  1.1077923185722832e-05  3.9947763658066938e-06  3.2109870893834674e-06  -2.3025679805700664e-07  -9.2275449952185591e-06  -1.5531462012509317e-08  -3.2496317753213312e-06  3.5760941722134934e-07  1.1244874288275453e-05  -4.0630303772901192e-06  1.4851209945903190e-06  3.6982176862634189e-10  9.0558598077198353e-10  -1.6919746036087147e-09  -1.2127900336609947e-06  -6.8122881815753599e-11  -8.1486322547320208e-09  -3.3091369534984387e-09  1.4887862432849811e-06  -5.2931003768305540e-10  4.5983961043620612e-07  -7.8921760597883660e-10  2.5348611237370755e-09  -2.9797409555540908e-10  -3.7574268137156623e-07  -9.9482462960093067e-14  2.2171931373935198e-09  -1.3186668276950897e-09  4.5983618728600582e-07  7.8854030129653906e-10  1.7974363194123242e-07  -4.6945570032391465e-10  -1.5825832277113259e-09  8.5010742200066453e-11  -1.4491714949184155e-07  -1.1099743940822930e-14  -1.7097605563162691e-09  -7.3190518820257456e-10  1.7974260728267377e-07  4.6885004232101375e-10
1.6000000000000001e+00  1.1312877694376052e-05  4.0028962400479100e-06  3.0944243185234485e-06  1.5689993704350490e-08  -9.3271070404147405e-06  -8.2456358710682383e-08  -3.3195551506599713e-06  1.6777937369642142e-07  1.1199478999737799e-05  -4.0193682417609146e-06  1.4824743226977722e-06  -5.7199973789872451e-09  3.5328765839195622e-09  4.5514718046568942e-10  -1.2174672729728873e-06  8.7809141970408144e-11  -9.6200443116287188e-09  -5.5000241103607075e-09  1.4850227082584687e-06  5.6412477956682423e-09  4.5925760616832630e-07  -7.9677904892639383e-10  2.6007266657132331e-09  -2.4587769232633063e-10  -3.7579661717827336e-07  -4.5381336444927008e-14  2.2830550453498353e-09  -1.3707718851829077e-09  4.5925419260200299e-07  7.9614905140414405e-10  1.7937185341326308e-07  -4.7214430721041574e-10  -1.1188591547147994e-09  7.5972773746469823e-11  -1.4472558560611938e-07  -1.7944793621526050e-15  -1.2460391051351828e-09  -7.2286989237895390e-10  1.7937082701983352e-07  4.7154747176890360e-10
2.0000000000000000e+00  1.2466179431841097e-05  3.6045861083022101e-06  3.1743971605495265e-06  3.7487321906542556e-07  -9.8931090223842159e-06  2.3452343713074863e-08  -2.9265163842025645e-06  -3.9978615283348897e-07  1.1333626138407712e-05  -3.6269849685112287e-06  1.4938489866149360e-06  -5.3085510601788807e-09  -2.2055518116690244e-08  -2.0761904119143375e-10  -1.2039173149882972e-06  3.1075321839919692e-10  5.7167772213368916e-09  -5.1494208061239957e-09  1.4888624336363566e-06  5.7095427550740584e-09  4.5858254606233680e-07  -7.9395999998261909e-10  2.8732013228002757e-09  -2.7232524654032703e-10  -3.7497132753969490e-07  1.6566104328812618e-14  2.5554308293185602e-09  -1.3443376743243312e-09  4.5857917536614110e-07  7.9338206049459991e-10  1.7942762551887412e-07  -4.7382520198293828e-10  -1.2967123969317779e-09  8.1524929743880283e-11  -1.4481053190137520e-07  8.8395115775695318e-15  -1.4238956131493145e-09  -7.2842472936873012e-10  1.7942659770912757e-07  4.7323667540112975e-10
2.3999999999999901e+00  1.1056733129809731e-05  4.6262163463637571e-06  4.0622113211729494e-06  -7.2408077119119990e-07  -9.0981051138768362e-06  3.8898419806437658e-07  -3.9066714303651950e-06  1.7526022221437198e-07  1.1895774670675978e-05  -4.2399044772507487e-06  1.4377544083253560e-06  1.7694412994061037e-08  4.9988976319438495e-08  -7.1713140244208881e-09  -1.1960237725368727e-06  1.4505316780014386e-10  -3.2856398686165827e-08  1.5594224081146591e-09  1.4617578822665916e-06  -1.7958451989443726e-08  4.5784965372127322e-07  -7.9628258189322842e-10  2.5629751292878101e-09  -2.6778482294706507e-10  -3.7434957835200886e-07  5.9634798968331458e-14  2.2461124321257050e-09  -1.3488726411508137e-09  4.5784593364723016e-07  7.9574078761300138e-10  1.7915498419563384e-07  -4.7266705888265572e-10  -1.3925208478660807e-09  7.7869066825539307e-11  -1.4460175701597433e-07  2.1042072118385540e-14  -1.5197094964618604e-09  -7.2477219211040927e-10  1.7915396015114581e-07  4.7208713783370750e-10
2.7999999999999798e+00  8.3426807246281441e-06  4.0461851216842815e-06  4.8859036114359896e-06  -6.8868858924941168e-07  -9.0455465861337137e-06  -4.2855036569767924e-07  -3.3540668764826262e-06  1.2281787041764943e-06  1.0442739787478715e-05  -4.5749282256310195e-06  1.4693666572239626e-06  -9.1650935108539825e-09  1.5476842358883793e-08  4.9218171341395626e-09  -1.2193291540275650e-06  -9.5899157317298623e-10  -1.1559418087651855e-08  -8.5752373390369000e-09  1.4676115817836504e-06  8.0173110918662187e-09  4.5707911570627119e-07  -7.9046958170846292e-10  2.7033161666758902e-09  -2.6597385342141831e-10  -3.7384472107896030e-07  2.6442271743592500e-13  2.3808402135177644e-09  -1.3507826262205519e-09  4.5707762026976650e-07  7.9011441061536352e-10  1.7888313535817293e-07  -4.7164335705083002e-10  -1.3014832984398858e-09  7.5167164533112233e-11  -1.4435886276402944e-07  3.4589287662299207e-14  -1.4286747950232295e-09  -7.2207327362579014e-10  1.7888211031645538e-07  4.7107678090585905e-10
3.1999999999999802e+00  1.1569097388228858e-05  3.0053403850789122e-06  1.9770339415829053e-06  1.2668474383282729e-06  -7.8017603590110261e-06  -3.4376443945581380e-07  -3.5046118725078904e-06  -7.5758419142654768e-08  9.3199056426315582e-06  -3.1507968345833848e-06  1.5008895943082660e-06  -2.7078341687991810e-08  -5.0311275415225131e-08  8.1236226275653565e-09  -1.2031974585854913e-06  7.1253441362227955e-10  2.7033986341168200e-08  -1.5564378316502805e-08  1.4749286358158539e-06  2.7858203043223389e-08  4.5619214275392052e-07  -8.0778042167735435e-10  2.7353840214538566e-09  -2.6205951588910577e-10  -3.7305174924586557e-07  -1.4317675292471591e-13  2.4349036177458670e-09  -1.3545465272186351e-09  4.5618137532629341e-07  8.0701686657013518e-10  1.7876649041875168e-07  -4.7368677762801552e-10  -1.2893078680336661e-09  8.3424601523887391e-11  -1.4423617072603014e-07  4.6822634173025357e-14  -1.4165041443166541e-09  -7.3033221697514646e-10  1.7876546971004560e-07  4.7313222114395415e-10
3.5999999999999699e+00  1.3769095713522360e-05  4.0158667964219480e-06  2.9378171676739758e-06  6.9696871427749315e-07  -9.3005850624210302e-06  3.8195142232543331e-07  -3.7379171208128447e-06  -1.5153977020896765e-06  1.1470395911483439e-05  -3.5261523380305380e-06  1.4575939095929883e-06  -3.1065737693976099e-09  2.3956985723234138e-09  -4.5733204650164278e-09  -1.1898695764293496e-06  2.0454682271950725e-09  -6.8549063528350622e-09  -6.0920331287049518e-10  1.4692935592721238e-06  5.1409998778459404e-09  4.5530846747138915e-07  -7.6410881172057211e-10  2.6645482866722453e-09  -2.7873066200582098e-10  -3.7236503386947606e-07  9.5673954499347880e-13  2.3141347422769546e-09  -1.3373585489977424e-09  4.5532276681962879e-07  7.6451333815522053e-10  1.7856774952464467e-07  -4.7307529058740214e-10  -1.3197984967784970e-09  8.1984058812129480e-11  -1.4410013305429969e-07  6.4212627672894085e-14  -1.4469964107311813e-09  -7.2889617432098528e-10  1.7856673483087172e-07  4.7253386871734985e-10
