# time  Re(R=16)  Im(R=16)  Re(R=24)  Im(R=24)  Re(R=32)  Im(R=32)  Re(R=40)  Im(R=40)
0.0000000000000000e+00  -6.9725529216242308e-05  5.8797960844620385e-06  3.5023640428364323e-06  -2.4435766865654192e-08  -1.5253969835629334e-06  2.4725522183899170e-12  -5.9159036281544662e-07  4.6911332702065088e-13
4.0000000000000002e-01  -5.9466891434690309e-05  1.0194581431883503e-06  -4.8160542620600019e-06  -4.4365884477227459e-09  -1.5235684815278119e-06  2.9541088299829905e-12  -5.9126019308908846e-07  5.6512949593805261e-13
8.0000000000000004e-01  -4.2430173807632944e-05  6.7008004002588148e-07  -4.9393213627867891e-06  -9.9500757075201594e-10  -1.5222651085077461e-06  3.4947898349369278e-12  -5.9054151145284649e-07  6.6791172255204129e-13
1.2000000000000000e+00  -3.6982780315713458e-05  -7.9489639411169860e-07  -4.9142780487294340e-06  5.6616846455819126e-10  -1.5205084929449034e-06  4.0090744314121609e-12  -5.9035869419234252e-07  7.7933679169029014e-13
1.6000000000000001e+00  -4.4709872176636680e-05  -3.6197193890949130e-07  -5.0194614968956459e-06  -2.3251563350762518e-09  -1.5188344211063619e-06  5.0534073697821557e-12  -5.8977516010676135e-07  9.0021391192973338e-13
2.0000000000000000e+00  -4.0462751321545851e-05  9.7509729811587658e-07  -4.9967728289046789e-06  -1.0386639527902352e-08  -1.5167132844018177e-06  6.5421722765315430e-12  -5.8913958522798836e-07  1.0317848028702616e-12
2.3999999999999901e+00  -3.9290759756690285e-05  -4.3909670675129437e-07  -4.9155301670636923e-06  1.0214595164317843e-08  -1.5150748072133738e-06  -4.9520727742082507e-12  -5.8880417857213475e-07  1.1765372153262663e-12
2.7999999999999798e+00  -4.0751965244952716e-05  -5.2569127247850352e-07  -4.9514888446279171e-06  1.3727142054194091e-08  -1.5118092763607112e-06  3.4870809241534102e-11  -5.8814052325636221e-07  1.3321930387751102e-12
3.1999999999999802e+00  -4.0937840058829971e-05  -1.3614094400946595e-07  -4.9412211534986934e-06  -9.4628850464718421e-09  -1.5108420003846210e-06  1.3224537877045137e-11  -5.8746614830830486e-07  1.5000294486961102e-12
3.5999999999999699e+00  -3.9743924407804768e-05  -6.2498748661214613e-08  -4.8699809592958966e-06  -1.5653830872234839e-08  -1.5091760925526528e-06  -5.0334459437290935e-11  -5.8692764705995465e-07  1.6858917462460714e-12
3.9999999999999600e+00  -3.9518023732774992e-05  8.4453373609561700e-08  -5.0102108789969296e-06  -3.7506733483475182e-09  -1.5017015890466441e-06  2.2210165671785511e-11  -5.8620681212566055e-07  1.8847687030101821e-12
4.3999999999999497e+00  -4.0576511318283516e-05  -1.8376730260510394e-07  -4.7774051856630767e-06  -1.2025787783060178e-09  -1.5030179596539868e-06  3.7827544062937321e-12  -5.8551716959500811e-07  2.1055972333984619e-12
4.7999999999999403e+00  -4.0546456722582796e-05  -2.0565176255233338e-07  -4.7764528549439210e-06  2.6151128202636640e-08  -1.5030890779740349e-06  4.9832715686173429e-12  -5.8477821362215158e-07  2.3479846899874861e-12
5.1999999999999300e+00  -4.0354821487746019e-05  -3.3490353312576572e-08  -5.2319662401325763e-06  5.5267838618040628e-09  -1.4923346051036160e-06  2.3639515162660294e-10  -5.8394648200977887e-07  2.5820171599315023e-12
5.5999999999999304e+00  -4.0778056324455504e-05  -2.1033732638215935e-07  -4.6557795775611444e-06  -4.1618814428810678e-08  -1.4907814205674694e-06  -4.3732976244504326e-11  -5.8311248288916790e-07  2.9437451566410667e-12
5.9999999999999201e+00  -4.0824441378850001e-05  -8.3302241814182880e-08  -4.3449035905973270e-06  2.7851756453885220e-08  -1.4909151623160919e-06  -6.1868458454125807e-10  -5.8223889852019404e-07  3.2527970475719106e-12
6.3999999999999098e+00  -3.9942740146294437e-05  5.5235051361520442e-08  -5.2686514273630893e-06  1.7870060242129516e-08  -1.4831635015646115e-06  8.7879592139457143e-10  -5.8128823124336488e-07  2.9555799975728516e-12
6.7999999999999003e+00  -3.9713047811707282e-05  -2.1493662769913923e-07  -5.0731002550218055e-06  -4.2479020265676396e-08  -1.4766216035535236e-06  1.5023668287740883e-09  -5.8025266175170817e-07  5.0083586502813754e-12
7.1999999999998900e+00  -4.0896419563193984e-05  -2.2724178125411038e-07  -4.0265448057193691e-06  4.8217139708923893e-09  -1.4733072225568904e-06  -2.7394929592851017e-09  -5.7918816630797001e-07  5.5105769275499054e-12
7.5999999999998797e+00  -4.0843480787867609e-05  -5.6278390932650251e-08  -4.3312919209490020e-06  3.1286813932714026e-08  -1.4779811767211511e-06  -3.1689204831868270e-09  -5.7809062269676199e-07  -1.5340685255374692e-12
7.9999999999998703e+00  -3.9219079534932058e-05  3.1679124461949245e-08  -5.1160670282403679e-06  2.4468265401157490e-08  -1.4690759988340907e-06  4.0036238166723495e-09  -5.7682385799428567e-07  7.0266966548242321e-12
8.3999999999998707e+00  -3.8741983734622666e-05  3.5212117985998561e-08  -4.9758403203460481e-06  -3.2381449999895962e-08  -1.4407480229688720e-06  5.6585823673420968e-09  -5.7545173033202300e-07  2.2873570310846836e-11
8.7999999999998604e+00  -3.9127018143494119e-05  -1.6579097483434825e-07  -4.4282636630447162e-06  -6.3103175702078537e-08  -1.4576070866576126e-06  -1.0732972215207559e-09  -5.7425496358181237e-07  4.4110866952524208e-12
9.1999999999998501e+00  -3.8561484774244590e-05  -2.2535775268243629e-07  -4.0336735574543677e-06  4.5928891441625749e-08  -1.4706398289234370e-06  -8.3657519561415544e-09  -5.7296462151590357e-07  -1.2789651702356939e-11
9.5999999999998398e+00  -3.7471588307475727e-05  -6.4946763816779915e-08  -4.1197034178622496e-06  4.0008112204615340e-08  -1.3802780542261296e-06  -6.0009703242355928e-09  -5.7065942162257787e-07  -1.8699123078998141e-11
9.9999999999998295e+00  -3.6469962852693334e-05  -1.3363148565320476e-08  -4.8088136386923954e-06  -6.6440177538915208e-08  -1.3736532898840664e-06  1.3281119818298699e-08  -5.6866469029963831e-07  -1.6485591825966215e-11
1.0399999999999800e+01  -3.5357138934272968e-05  -1.6444548096061994e-08  -5.0190902848307681e-06  1.5925253213567602e-09  -1.5427903827184274e-06  1.2880757228394109e-08  -5.6904992912873348e-07  1.2622958321672399e-10
1.0799999999999800e+01  -3.4565083414808140e-05  -3.5470298066430844e-08  -4.1688986813653691e-06  3.4392593957174172e-08  -1.5080952144081990e-06  -1.6651144418882433e-08  -5.6750709019478556e-07  1.3849905867914749e-10
1.1199999999999800e+01  -3.4192904492019457e-05  -8.5032229367917390e-08  -3.5326550654358455e-06  -7.4803840161832779e-08  -1.2326334920433692e-06  -1.5046424000123370e-08  -5.6087056728568585e-07  -3.9357474454108522e-10
1.1599999999999801e+01  -3.3396939301469873e-05  -6.4229009934315926e-08  -3.5465322329058135e-06  -5.3716475795475784e-08  -1.2411046239481490e-06  1.2999181339031934e-08  -5.5775176025061800e-07  -2.3269967256934113e-10
1.1999999999999799e+01  -3.2140059588343300e-05  -3.6829362297874602e-08  -3.1557372329896649e-06  2.9601469632164322e-08  -1.5126128830498894e-06  1.3233443337412401e-08  -5.6203523628471467e-07  1.2829338097957481e-09
1.2399999999999800e+01  -3.1125836386220981e-05  -1.9812909056032852e-08  -2.7510265898093703e-06  -1.7550221626070793e-08  -1.5161702691936212e-06  -8.5446984672460759e-09  -5.6086982484644724e-07  6.9050969587747052e-10
1.2799999999999800e+01  -3.0448525876180950e-05  -5.9080693640566280e-10  -3.2802979410259990e-06  -8.1402455764271051e-08  -1.2563758662898365e-06  -1.6422598353948895e-08  -5.4986758343909114e-07  -2.7403156853808534e-09
1.3199999999999800e+01  -2.9941043544430377e-05  -5.8935774447466059e-08  -3.6016715040694454e-06  -5.0837335172800443e-08  -1.1280201794071049e-06  8.9234077626243279e-09  -5.4609498224578435e-07  -2.3523259956080670e-09
1.3599999999999801e+01  -2.9395281336482521e-05  -7.2260542406959250e-08  -2.7206684849658044e-06  2.3985448814003079e-08  -1.2310256452038333e-06  3.2042969382448820e-08  -5.5407077482945785e-07  3.4860726797703628e-09
1.3999999999999700e+01  -2.8203862820892442e-05  2.1038114845600902e-08  -1.7965350399040474e-06  3.3834064339817116e-08  -1.3707597684042372e-06  2.0318709866852292e-09  -5.5009598993372284e-07  5.4574674774562733e-09
1.4399999999999700e+01  -2.6318460340372390e-05  8.7981515343117603e-09  -1.6481239394967616e-06  -5.8128183810183419e-08  -1.3221265381474963e-06  -2.5399609368807218e-08  -5.2747118386510651e-07  -1.7193006786765044e-09
1.4799999999999701e+01  -2.4602889297861607e-05  -9.1834028383982371e-08  -1.5981435621002551e-06  -1.3117698147082342e-07  -1.1325865173895942e-06  -4.8147816875176364e-09  -5.2087941922147619e-07  -7.6141812512331744e-09
1.5199999999999701e+01  -2.3089009785071281e-05  -8.8915817562547613e-08  -1.2418166583844147e-06  -9.2872130672170759e-08  -1.1340329401750060e-06  -1.2695926131150002e-08  -5.4540915568560262e-07  -2.7222173739272528e-10
1.5599999999999699e+01  -2.0688796184395806e-05  -6.2536912383124541e-08  -7.5066681783900327e-07  -9.0236082451973268e-09  -1.2964085010667917e-06  -2.6261296727732156e-08  -5.4860308950989108e-07  8.7835428440259744e-09
1.5999999999999700e+01  -1.7271582857189912e-05  -9.9103450999325714e-08  -5.5827863684194332e-08  1.8101792897497455e-08  -1.1757652573072334e-06  2.9953961364950983e-08  -5.0277369691720175e-07  -5.3423870397907355e-10
1.6399999999999800e+01  -1.3792882473281144e-05  -7.0653699013073409e-08  8.0200264583276825e-07  -1.9838976527766889e-08  -8.7748974248949771e-07  4.3378286166588311e-08  -4.9900069892720133e-07  -1.2322634701710939e-08
1.6799999999999802e+01  -1.0334353352577626e-05  5.7770216322719616e-09  1.5154389741439618e-06  -3.2495319194540168e-08  -9.1204138164747907e-07  -2.8954563778705804e-08  -5.6886416397884704e-07  1.1603903774403963e-09
1.7199999999999900e+01  -6.1110605318698240e-06  -2.1184650247519030e-08  2.1753414435176683e-06  7.5761146297985409e-09  -1.0526870892773781e-06  -2.6402264375738302e-08  -5.3265417397915896e-07  1.6216276495032630e-08
1.7600000000000001e+01  -9.9374610244543182e-07  -6.6620241818130037e-08  3.1736185671694071e-06  2.6403914917931079e-08  -8.5456029709289401e-07  4.5667359040036018e-08  -3.7849053311157247e-07  1.4548714275116483e-09
1.8000000000000000e+01  4.5662300099866658e-06  8.8090186029601078e-09  4.4689805409072807e-06  7.7138474349712439e-09  -7.2023500376031120e-07  2.6544979075377892e-08  -4.3690517937996791e-07  -1.4967800592989199e-08
1.8400000000000102e+01  1.0450615548934425e-05  7.1452517841213083e-08  5.5782207212213377e-06  -3.6289123896405860e-08  -9.5408422024190778e-07  -5.5695455255272384e-08  -6.6182903753681215e-07  -4.8297696441659359e-09
1.8800000000000100e+01  1.6627934770088007e-05  -4.0390744574172247e-09  6.2562818325362149e-06  -1.0316981549872305e-07  -9.4997702500748650e-07  -6.3437192738581942e-08  -5.2446141907715426e-07  1.0513064402083701e-08
1.9200000000000198e+01  2.2692599530590109e-05  -8.1974069857172437e-08  6.8467639781868299e-06  -9.8100897830270307e-08  -3.7824927277226418e-07  -5.1041537988964649e-09  -1.4789674567859869e-07  1.0361678417585596e-08
1.9600000000000300e+01  2.8379406627959793e-05  -5.4611269585930364e-08  7.8103775448487351e-06  7.9078109494639197e-09  2.1131802944843440e-07  1.3447457741546592e-08  -2.5870243838086345e-07  3.0876531260235809e-09
2.0000000000000298e+01  3.3977144162650957e-05  -1.4990599282912134e-08  9.0482058116300680e-06  5.6327078179014084e-08  3.8795690729220349e-07  -3.4614290602030667e-08  -7.0622554122890008e-07  9.3563994755954368e-10
2.0400000000000400e+01  3.9787630701283135e-05  -2.7062158270116979e-08  1.0038703145133428e-05  -6.4960180704515715e-09  3.0128849921508991e-07  -6.8946430609512771e-08  -6.8011949719868826e-07  -9.3836084667309835e-09
2.0800000000000502e+01  4.5627051607851377e-05  -2.4148966618828159e-08  1.0639942650774100e-05  -4.3764467154993477e-08  2.0033539230645897e-07  -3.3881506376934631e-08  -2.9901116979737372e-07  -3.4616770165816458e-08
2.1200000000000500e+01  5.1070213587045522e-05  1.8875669378488288e-08  1.1266532782440453e-05  -1.7538853990742941e-08  2.1458272005777760e-07  -2.2693489688312662e-09  -2.5248922270862818e-07  -2.2077130607359037e-08
