# time  Re_m-2(R=16)  Im_m-2(R=16)  Re_m-1(R=16)  Im_m-1(R=16)  Re_m0(R=16)  Im_m0(R=16)  Re_m1(R=16)  Im_m1(R=16)  Re_m2(R=16)  Im_m2(R=16)  Re_m-2(R=24)  Im_m-2(R=24)  Re_m-1(R=24)  Im_m-1(R=24)  Re_m0(R=24)  Im_m0(R=24)  Re_m1(R=24)  Im_m1(R=24)  Re_m2(R=24)  Im_m2(R=24)  Re_m-2(R=32)  Im_m-2(R=32)  Re_m-1(R=32)  Im_m-1(R=32)  Re_m0(R=32)  Im_m0(R=32)  Re_m1(R=32)  Im_m1(R=32)  Re_m2(R=32)  Im_m2(R=32)  Re_m-2(R=40)  Im_m-2(R=40)  Re_m-1(R=40)  Im_m-1(R=40)  Re_m0(R=40)  Im_m0(R=40)  Re_m1(R=40)  Im_m1(R=40)  Re_m2(R=40)  Im_m2(R=40)
0.0000000000000000e+00  1.7624691717145554e-05  -7.8526522760795155e-06  8.0972289050649853e-05  1.1084765046386516e-06  -6.9725529216242308e-05  5.8797960844620385e-06  -3.0261746446957129e-06  -3.8441201298259315e-06  5.8717556809283048e-05  -1.6494548924364576e-05  8.6657330580567099e-06  4.5415201747694873e-06  -4.2080250350438666e-06  -7.3840556129066555e-07  3.5023640428364323e-06  -2.4435766865654192e-08  -4.4889429852847690e-07  7.1432772173344684e-07  8.0955685453110311e-06  -4.5181919164508901e-06  1.8591985406960672e-06  6.2072735349742337e-09  2.4236027195481491e-08  -1.0004596135529688e-09  -1.5253969835629334e-06  2.4725522183899170e-12  2.7181223740508706e-08  -8.2587105751079037e-09  1.8592106128365006e-06  -6.1939360009418065e-09  7.2476532963523537e-07  1.4448306528096212e-09  -1.4073084950558303e-09  -4.1270528008672004e-10  -5.9159036281544662e-07  4.6911332702065088e-13  -2.3028289574136510e-10  -3.2893485844742401e-09  7.2476846543949076e-07  -1.4392206237464323e-09
4.0000000000000002e-01  4.3797799900346549e-05  1.2617265887710730e-05  2.4733900044980726e-05  -1.4886038777215507e-06  -5.9466891434690309e-05  1.0194581431883503e-06  1.6582858434030414e-06  7.0791526667848666e-07  4.4398228890052823e-05  -1.2918679422804991e-05  6.3398075041173682e-06  1.0229205158833671e-07  -2.4389090468788810e-07  2.0528925444889140e-08  -4.8160542620600019e-06  -4.4365884477227459e-09  1.5042031678641490e-07  -4.9528511703696542e-08  6.2473477212345554e-06  -1.0338441727135010e-07  1.8572360794971796e-06  6.2040119587817714e-09  2.5017339948835379e-08  -9.7551336695569906e-10  -1.5235684815278119e-06  2.9541088299829905e-12  2.7962358287344728e-08  -8.2838655490786110e-09  1.8572480599890039e-06  -6.1902791863522933e-09  7.2456739937726606e-07  1.4463051538558270e-09  -1.6692730745507687e-09  -4.1791547489094445e-10  -5.9126019308908846e-07  5.6512949593805261e-13  -4.9229078605285683e-10  -3.2841738718534664e-09  7.2457051643589332e-07  -1.4406168427041036e-09
8.0000000000000004e-01  5.0719958135093889e-05  1.4741028415576753e-05  1.2005492185228972e-05  -1.6452894592499418e-06  -4.2430173807632944e-05  6.7008004002588148e-07  -8.7382766407876261e-06  1.5090297639328259e-06  5.0053188146650261e-05  -1.4837824985960163e-05  6.1141325489270000e-06  1.3895136320229042e-07  -4.8924426141731858e-08  -8.4231495402472652e-09  -4.9393213627867891e-06  -9.9500757075201594e-10  -1.4085856535327980e-07  -2.0472028525789659e-08  6.1086279938547109e-06  -1.3892049867047182e-07  1.8555461857659363e-06  6.2101971125425055e-09  2.3973050671725260e-08  -9.8458070853380994e-10  -1.5222651085077461e-06  3.4947898349369278e-12  2.6917675758048710e-08  -8.2750333099110253e-09  1.8555581160172028e-06  -6.1960107093487603e-09  7.2350444158351025e-07  1.4490138924390329e-09  -1.2744393476596370e-09  -4.0015650586133773e-10  -5.9054151145284649e-07  6.6791172255204129e-13  -9.7498550514516347e-11  -3.3019791499401389e-09  7.2350753571510730e-07  -1.4432408526308799e-09
1.2000000000000000e+00  4.9857755294749501e-05  1.1923514606248764e-05  1.2265429608371296e-05  -1.3014022960422720e-07  -3.6982780315713458e-05  -7.9489639411169860e-07  -1.1824610090076265e-05  6.0028032138794138e-07  5.0615146326041056e-05  -1.2729063222248335e-05  6.0638848840394382e-06  1.9595631231685171e-07  7.8421902833389788e-08  -1.0810426049435277e-08  -4.9142780487294340e-06  5.6616846455819126e-10  -1.4477305528582328e-07  -2.3753125144378550e-08  6.0739460208481070e-06  -1.9517323270421050e-07  1.8531699709032226e-06  6.2065358876065347e-09  2.4097577123051344e-08  -1.0124589203190746e-09  -1.5205084929449034e-06  4.0090744314121609e-12  2.7045352071403708e-08  -8.2475067408105259e-09  1.8531808834130322e-06  -6.1919234578906030e-09  7.2316672476075429e-07  1.4428280456124122e-09  -1.3662605060110942e-09  -4.3409385324040595e-10  -5.9035869419234252e-07  7.7933679169029014e-13  -1.8936165558387566e-10  -3.2680909043122943e-09  7.2316979466647435e-07  -1.4369587020459601e-09
1.6000000000000001e+00  4.7847131832408520e-05  1.3105706067099992e-05  1.6083798711219208e-05  2.1562680652444144e-08  -4.4709872176636680e-05  -3.6197193890949130e-07  -7.2625053916278794e-06  1.5738169191979159e-07  4.8515769477023696e-05  -1.3476188928556476e-05  6.1043783093960171e-06  8.9535350668882516e-08  2.8879804128930546e-08  1.6511618017042081e-08  -5.0194614968956459e-06  -2.3251563350762518e-09  -9.9854310768628350e-08  -3.5855194100900280e-08  6.0883360524506492e-06  -9.2642870148448198e-08  1.8510959272719377e-06  6.2191461919049694e-09  2.4327289818541849e-08  -1.0056904972570648e-09  -1.5188344211063619e-06  5.0534073697821557e-12  2.7259445886902463e-08  -8.2534538329651792e-09  1.8511120333021473e-06  -6.2035463600552197e-09  7.2257781772715277e-07  1.4435552338111494e-09  -1.4480975359710776e-09  -3.9051414416852579e-10  -5.8977516010676135e-07  9.0021391192973338e-13  -2.7124337437971941e-10  -3.3117278799775799e-09  7.2258086176956946e-07  -1.4375825366077694e-09
2.0000000000000000e+00  4.9953208368493440e-05  1.4071682407580413e-05  1.2261352933816371e-05  -8.2307394181148978e-07  -4.0462751321545851e-05  9.7509729811587658e-07  -1.2000191984578307e-05  8.6097575390287552e-07  4.9851560038755972e-05  -1.3700601473741982e-05  6.0909897958728430e-06  1.2281036459435399e-07  5.9550481687059841e-08  8.1236001959874895e-09  -4.9967728289046789e-06  -1.0386639527902352e-08  -8.1153693534663513e-08  -3.5941394534797568e-08  6.0816338853734106e-06  -1.3135796271176824e-07  1.8486464617960533e-06  6.2163820432433475e-09  2.4329004873673080e-08  -9.8767645424301773e-10  -1.5167132844018177e-06  6.5421722765315430e-12  2.7222987041776284e-08  -8.2795799922662323e-09  1.8486608574062120e-06  -6.1997685250213821e-09  7.2182829015292591e-07  1.4464103911008279e-09  -1.4744289845238990e-09  -4.2066670580217811e-10  -5.8913958522798836e-07  1.0317848028702616e-12  -2.9762386525139777e-10  -3.2816333863144724e-09  7.2183130226325483e-07  -1.4403229902802948e-09
2.3999999999999901e+00  4.9965700482329944e-05  1.2731699960928654e-05  1.2084849370587977e-05  6.0709598853473299e-07  -3.9290759756690285e-05  -4.3909670675129437e-07  -1.1495721301078542e-05  2.2266471871637806e-07  5.0192543259711132e-05  -1.2997393057728454e-05  6.0548037480699891e-06  1.5852408558252509e-07  7.5570711008053503e-08  -2.7841009288863511e-08  -4.9155301670636923e-06  1.0214595164317843e-08  -1.8536041244245859e-07  -3.0704502303943681e-08  6.0669055409859655e-06  -1.4682900680419938e-07  1.8463160702770743e-06  5.8616093422514305e-09  2.3933561597030091e-08  -9.3211086795769412e-10  -1.5150748072133738e-06  -4.9520727742082507e-12  2.7407753670968898e-08  -8.3099808727637864e-09  1.8462198303722360e-06  -5.8549443565238525e-09  7.2124623255306611e-07  1.4431558176375829e-09  -1.3274535520356426e-09  -4.1712100757994219e-10  -5.8880417857213475e-07  1.1765372153262663e-12  -1.5069950469251719e-10  -3.2852448048238080e-09  7.2124921340181092e-07  -1.4369422924739660e-09
2.7999999999999798e+00  4.9064973203727251e-05  1.3062827434220419e-05  1.4355507088368624e-05  -2.9830547347174136e-07  -4.0751965244952716e-05  -5.2569127247850352e-07  -1.0361363645286685e-05  1.9690492735837557e-09  4.9378923985851028e-05  -1.3443884897449979e-05  6.0849698755450363e-06  1.5978638272572913e-07  6.7420844892245655e-08  2.0809468790151874e-08  -4.9514888446279171e-06  1.3727142054194091e-08  -1.3442494379519823e-07  -3.8873376353394018e-08  6.0552266465975982e-06  -1.5157776989468934e-07  1.8429842186085473e-06  7.3064069610316687e-09  2.4722485863947441e-08  -1.2370476625233623e-09  -1.5118092763607112e-06  3.4870809241534102e-11  2.6311417904747741e-08  -8.0255831837695928e-09  1.8433476148881877e-06  -7.2627280755954840e-09  7.2057167806757396e-07  1.4449169923014177e-09  -1.4329150019951130e-09  -4.0547784037444246e-10  -5.8814052325636221e-07  1.3321930387751102e-12  -2.5622249432066946e-10  -3.2969545737862172e-09  7.2057462576031816e-07  -1.4385665938762730e-09
3.1999999999999802e+00  4.9724090887083626e-05  1.3256131329658252e-05  1.4039272953622682e-05  -5.8916336269884335e-08  -4.0937840058829971e-05  -1.3614094400946595e-07  -1.0874397415380692e-05  -1.7578329601969002e-07  4.8851562433471192e-05  -1.3451188081115395e-05  6.0111497014146545e-06  1.6386787370431786e-07  1.1691536675974931e-07  1.4398260389754650e-09  -4.9412211534986934e-06  -9.4628850464718421e-09  -1.0579421176962830e-07  -4.2914663797006469e-09  6.0444072727298699e-06  -1.7631651609760868e-07  1.8404534426416157e-06  5.9043680137678226e-09  2.4848265693118822e-08  -8.9773493507192379e-10  -1.5108420003846210e-06  1.3224537877045137e-11  2.7528394280572497e-08  -8.4727705485911853e-09  1.8403497347146033e-06  -5.8852244302545890e-09  7.1973251755997102e-07  1.4458071904154983e-09  -1.4277347693991409e-09  -4.1522551161052683e-10  -5.8746614830830486e-07  1.5000294486961102e-12  -2.5110218125202045e-10  -3.2872835568420515e-09  7.1973542930909370e-07  -1.4393061840425260e-09
3.5999999999999699e+00  4.9892670345936945e-05  1.3115896559203698e-05  1.3299001108604327e-05  -1.2221675074403634e-07  -3.9743924407804768e-05  -6.2498748661214613e-08  -1.1097466861308489e-05  1.6545208810966673e-07  4.9722246865743413e-05  -1.3197048201406046e-05  5.9797139793140270e-06  1.8323354087704021e-07  1.4054754617850464e-07  -3.7375863251582519e-08  -4.8699809592958966e-06  -1.5653830872234839e-08  -2.3441259392754817e-07  4.7808213515465292e-09  6.0667272717806105e-06  -1.9370016204237240e-07  1.8387043906405167e-06  3.3099569683044613e-09  2.2112931660781383e-08  -4.6074044946700084e-10  -1.5091760925526528e-06  -5.0334459437290935e-11  2.8801276306787091e-08  -8.7133936907317835e-09  1.8379001917022148e-06  -3.3488936039654301e-09  7.1897920604699506e-07  1.4432865784210032e-09  -1.3812682161396309e-09  -4.0960867308277472e-10  -5.8692764705995465e-07  1.6858917462460714e-12  -2.0470685271578371e-10  -3.2929800929285520e-09  7.1898207837757067e-07  -1.4366216538548398e-09
