NL_iteration       Ham error [%]       Mom error [%]
0                   1.000000e+02        1.000000e+02        
1                   2.629888e+01        2.277869e+01        
2                   9.327625e+00        7.236244e+00        
3                   3.597777e+00        2.490663e+00        
4                   1.430045e+00        8.718401e-01        
5                   5.750917e-01        3.035082e-01        
6                   2.323990e-01        1.039748e-01        
7                   9.420501e-02        3.480485e-02        
