# downsampled to dt=0.5 from the every-step stream
# time L2_Ham L2_Mom min_rho_req max_rho_req integral_neg_rho L2_Ham_rel L2_Mom_rel pump_force_L2 governor pump_fi_L2 L2_Ham_amr L2_Mom_amr L2_Ham_amr_rel L2_Mom_amr_rel Linf_Ham_amr L2_Ham_amr_ref
   0.0100000    2.8094694856e-04    1.4153825092e-06   -1.9456413379e-04    1.5637020978e-04    3.9479363227e-01    7.1189441247e-01    8.6904217301e-01    0.0000000000e+00    9.9999999991e-01    0.0000000000e+00    2.3365625736e-04    1.5497823423e-06    6.0772973332e-01    8.6788267296e-01    9.8809091386e-03    0.0000000000e+00
   0.5100000    1.0887551212e-04    7.8573005172e-06   -1.2930942881e-04    1.3158100418e-04    9.0593504231e-02    3.6764202929e-01    4.5677744338e-01    0.0000000000e+00    9.9999999992e-01    0.0000000000e+00    5.1106703754e-05    8.6269916666e-06    1.6610642074e-01    4.5572452474e-01    1.8541881459e-03    0.0000000000e+00
   1.0100000    6.9665486518e-05    4.5554561512e-06   -1.2767582181e-04    1.3000225504e-04    6.2881822475e-02    2.4517381211e-01    3.2623274568e-01    0.0000000000e+00    9.9999999992e-01    0.0000000000e+00    4.0618580677e-05    4.9105617108e-06    1.3266122218e-01    3.2036090869e-01    1.5473457940e-03    0.0000000000e+00
   1.5100000    5.5048847122e-05    3.5302581969e-06   -1.2634025315e-04    1.2908015737e-04    5.2023585551e-02    1.9579401685e-01    4.3490037196e-01    0.0000000000e+00    9.9999999992e-01    0.0000000000e+00    3.6250580752e-05    3.7081285130e-06    1.1850592859e-01    4.2092119529e-01    1.3921291444e-03    0.0000000000e+00
   2.0100000    4.5071858540e-05    2.9688197255e-06   -1.2459398960e-04    1.2716569300e-04    4.3899205765e-02    1.6117421293e-01    2.5231254119e-01    0.0000000000e+00    9.9999999992e-01    0.0000000000e+00    3.2908227635e-05    3.0865264746e-06    1.0760634406e-01    2.3960119661e-01    1.2816624598e-03    0.0000000000e+00
   2.5100000    3.6301195686e-05    2.5269173805e-06   -1.2532623730e-04    1.2877360762e-04    3.7094269697e-02    1.3030435116e-01    2.0896073288e-01    0.0000000000e+00    9.9999999992e-01    0.0000000000e+00    3.0110318083e-05    2.6424769939e-06    9.8472055048e-02    1.9908513190e-01    1.2239259184e-03    0.0000000000e+00
   3.0100000    3.0129526793e-05    2.1648962881e-06   -1.2465138136e-04    1.2854429004e-04    3.0534890515e-02    1.0837252995e-01    1.7121410169e-01    0.0000000000e+00    9.9999999992e-01    0.0000000000e+00    2.7847563117e-05    2.2893075241e-06    9.1080940453e-02    1.6465447378e-01    1.1365941298e-03    0.0000000000e+00
   3.5100000    2.6663589534e-05    1.9081772607e-06   -1.2678009577e-04    1.3065004216e-04    2.6979841417e-02    9.5974122930e-02    1.5817271701e-01    0.0000000000e+00    9.9999999993e-01    0.0000000000e+00    2.6024109459e-05    2.0352264815e-06    8.5113595494e-02    1.5333729406e-01    1.0523376490e-03    0.0000000000e+00
   4.0100000    2.4667736647e-05    1.7413110019e-06   -1.2531707177e-04    1.2888616731e-04    2.5564986871e-02    8.8793136677e-02    1.5731041399e-01    0.0000000000e+00    9.9999999993e-01    0.0000000000e+00    2.4497202986e-05    1.8648079891e-06    8.0102218933e-02    1.5310335601e-01    9.9278910543e-04    0.0000000000e+00
   4.5100000    2.3077730519e-05    1.5975149615e-06   -1.2546699237e-04    1.2843284966e-04    2.4771548252e-02    8.3047975686e-02    1.5034643492e-01    0.0000000000e+00    9.9999999993e-01    0.0000000000e+00    2.3119288520e-05    1.7130229017e-06    7.5566040164e-02    1.4649249882e-01    9.3431737319e-04    0.0000000000e+00
   5.0100000    2.1544894622e-05    1.4613154427e-06   -1.2603867118e-04    1.2793754596e-04    2.3882747279e-02    7.7511101441e-02    1.3969995801e-01    0.0000000000e+00    9.9999999993e-01    0.0000000000e+00    2.1853465772e-05    1.5691095575e-06    7.1399553288e-02    1.3627695286e-01    8.8071951304e-04    0.0000000000e+00
   5.5100000    2.0087973759e-05    1.3452723979e-06   -1.2533931552e-04    1.2680678102e-04    2.2838835212e-02    7.2256305219e-02    1.2883307521e-01    0.0000000000e+00    9.9999999993e-01    0.0000000000e+00    2.0706969462e-05    1.4486669847e-06    6.7632310982e-02    1.2601132184e-01    8.3421998184e-04    0.0000000000e+00
   6.0100000    1.8763986344e-05    1.2376767083e-06   -1.2544969853e-04    1.2687845580e-04    2.1776888628e-02    6.7484109715e-02    1.1603613889e-01    0.0000000000e+00    9.9999999993e-01    0.0000000000e+00    1.9653672133e-05    1.3376249646e-06    6.4175908896e-02    1.1388268793e-01    7.9058785008e-04    0.0000000000e+00
   6.5100000    1.7620268650e-05    1.1466206719e-06   -1.2502192779e-04    1.2699059442e-04    2.0857909010e-02    6.3366749574e-02    1.0625923630e-01    0.0000000000e+00    9.9999999993e-01    0.0000000000e+00    1.8695336545e-05    1.2440567146e-06    6.1038275227e-02    1.0468034100e-01    7.4208351169e-04    0.0000000000e+00
   7.0100000    1.6654189150e-05    1.0750224832e-06   -1.2438585309e-04    1.2718749879e-04    2.0131945619e-02    5.9890239357e-02    9.9719681914e-02    0.0000000000e+00    9.9999999993e-01    0.0000000000e+00    1.7825433809e-05    1.1706177647e-06    5.8193334331e-02    9.8586696919e-02    7.0350383923e-04    0.0000000000e+00
   7.5100000    1.5830020884e-05    1.0075403571e-06   -1.2387865651e-04    1.2732113692e-04    1.9606670090e-02    5.6920207991e-02    9.3785668287e-02    0.0000000000e+00    9.9999999993e-01    0.0000000000e+00    1.7027430274e-05    1.1001544653e-06    5.5580678395e-02    9.2969952065e-02    6.6929083191e-04    0.0000000000e+00
   8.0100000    1.5118104537e-05    9.4612259788e-07   -1.2348002165e-04    1.2716455018e-04    1.9246995728e-02    5.4351057729e-02    8.8576325227e-02    0.0000000000e+00    9.9999999993e-01    0.0000000000e+00    1.6297862916e-05    1.0351614556e-06    5.3189442252e-02    8.7978646414e-02    6.3602440168e-04    0.0000000000e+00
   8.5100000    1.4488740085e-05    8.9454786562e-07   -1.2326947620e-04    1.2675222130e-04    1.9018350171e-02    5.2077592761e-02    8.4212339265e-02    0.0000000000e+00    9.9999999993e-01    0.0000000000e+00    1.5627888451e-05    9.8017923781e-07    5.0991978021e-02    8.3765686004e-02    6.0482054153e-04    0.0000000000e+00
   9.0100000    1.3919514698e-05    8.4773690180e-07   -1.2328597264e-04    1.2619100212e-04    1.8876410987e-02    5.0019325421e-02    8.0014025736e-02    0.0000000000e+00    9.9999999993e-01    0.0000000000e+00    1.5008590447e-05    9.2984858852e-07    4.8959097233e-02    7.9670686265e-02    5.7624784896e-04    0.0000000000e+00
   9.5100000    1.3398073534e-05    8.0457903924e-07   -1.2337860825e-04    1.2571861994e-04    1.8785439445e-02    4.8132411063e-02    7.5991519555e-02    0.0000000000e+00    9.9999999993e-01    0.0000000000e+00    1.4435383100e-05    8.8313844058e-07    4.7076305503e-02    7.5718367399e-02    5.5033420396e-04    0.0000000000e+00
  10.0100000    1.2916452970e-05    7.6554394646e-07   -1.2334836742e-04    1.2556365974e-04    1.8717233746e-02    4.6389277148e-02    7.2355447609e-02    0.0000000000e+00    9.9999999993e-01    0.0000000000e+00    1.3903764326e-05    8.4071530484e-07    4.5329903464e-02    7.2131125579e-02    5.2724215589e-04    0.0000000000e+00
  10.5100000    1.2469666513e-05    7.2994502037e-07   -1.2314321930e-04    1.2572920192e-04    1.8657434929e-02    4.4772735598e-02    6.9045618918e-02    0.0000000000e+00    9.9999999993e-01    0.0000000000e+00    1.3409691015e-05    8.0191470604e-07    4.3707401324e-02    6.8856543839e-02    5.0700411728e-04    0.0000000000e+00
