# time  Re(R=16)  Im(R=16)  Re(R=24)  Im(R=24)  Re(R=32)  Im(R=32)  Re(R=40)  Im(R=40)
0.0000000000000000e+00  6.0322259148315840e-05  -2.6406309767293666e-07  2.3979001105105406e-05  -3.1283721801004242e-08  9.7261859220237395e-06  -1.0425115860735415e-08  4.8554668994938039e-06  -4.5230932290733423e-09
4.0000000000000002e-01  6.9701316681039033e-05  -4.8649188865361967e-08  2.3801120110928197e-05  -3.0910226189535523e-08  9.7427270868762117e-06  -1.0381123434960403e-08  4.8701725257654067e-06  -4.5143429356439463e-09
8.0000000000000004e-01  7.5662284326018440e-05  1.1127146681934735e-07  2.3572083798370435e-05  -3.0475717734098124e-08  9.7572738847749143e-06  -1.0332209774522434e-08  4.8835701008064784e-06  -4.5048321821855984e-09
1.2000000000000000e+00  9.0504398778767995e-05  -2.7803842800132389e-07  2.3281432598384729e-05  -2.9970766193635777e-08  9.7640776264915216e-06  -1.0277839116382776e-08  4.8960150876101233e-06  -4.4944946952650983e-09
1.6000000000000001e+00  8.2871036616154214e-05  -1.0361479770371534e-07  2.2923320020432934e-05  -2.9383697697980308e-08  9.7648271800282748e-06  -1.0217410072378868e-08  4.9087493308099508e-06  -4.4832650513896192e-09
2.0000000000000000e+00  5.0981824845312053e-05  2.3958259199430777e-06  2.2487373708558738e-05  -2.8706705244981333e-08  9.7595795347164563e-06  -1.0150249637963112e-08  4.9192912393257398e-06  -4.4710651666942502e-09
2.3999999999999901e+00  1.5520653141991623e-05  1.9242362785062744e-06  2.1961327474081728e-05  -2.7898890478974879e-08  9.7463913544002342e-06  -1.0075594895363395e-08  4.9285703224265161e-06  -4.4578112930391225e-09
2.7999999999999798e+00  -1.2221297911146073e-05  -6.6707009606880919e-06  2.1333185741067008e-05  -2.6969809919160848e-08  9.7248550583168217e-06  -9.9925859841266796e-09  4.9373010126979865e-06  -4.4434136454228631e-09
3.1999999999999802e+00  -3.7388711671796379e-05  -1.1581107316174633e-05  2.0589826324442572e-05  -2.6151070363887809e-08  9.6942548291032542e-06  -9.9002497997131598e-09  4.9446186522298428e-06  -4.4277727299295489e-09
3.5999999999999699e+00  -6.9932598287254409e-05  -7.0049293038806802e-06  1.9710617659919670e-05  -2.4274183540610912e-08  9.6531306480377075e-06  -9.7974860303967495e-09  4.9501798434737535e-06  -4.4107745510808792e-09
3.9999999999999600e+00  -1.3183479540644925e-04  4.7236643308760516e-06  1.8671841454191601e-05  -2.2658250457767399e-08  9.6008367355213814e-06  -9.6830376211619173e-09  4.9542543257201596e-06  -4.3923002180309751e-09
4.3999999999999497e+00  -2.1549827853422512e-04  1.9418849439227869e-05  1.7451694013548937e-05  -2.3209875389746055e-08  9.5357286472240558e-06  -9.5554868800058269e-09  4.9567726624820980e-06  -4.3722127265236077e-09
4.7999999999999403e+00  -2.9954349427510548e-04  3.1721896304469890e-05  1.6030783503763249e-05  -2.1743266137285876e-08  9.4562681803295252e-06  -9.4132074642218491e-09  4.9573241926302438e-06  -4.3503655546192594e-09
5.1999999999999300e+00  -3.8566848855723843e-04  2.9793257447203873e-05  1.4430260415190850e-05  -1.4263805119808044e-08  9.3611178118183562e-06  -9.2543232152253032e-09  4.9558446560183063e-06  -4.3265943742458203e-09
5.5999999999999304e+00  -4.5371897319799071e-04  -5.9218832459971332e-06  1.2484655736808190e-05  -2.7192363989279924e-09  9.2480883956803173e-06  -9.0767746381479702e-09  4.9522195523461447e-06  -4.3007157177954164e-09
5.9999999999999201e+00  -4.6777200415935806e-04  -3.6840043153987307e-05  1.0068363953546482e-05  -9.7530038463391469e-09  9.1150436084026386e-06  -8.8781878025912810e-09  4.9461140090307603e-06  -4.2725260967376194e-09
6.3999999999999098e+00  -4.3485301331019953e-04  -4.7144683005057237e-06  7.4414159247449055e-06  -5.5691067457699180e-08  8.9597660755740809e-06  -8.6545634071056934e-09  4.9373414802041492e-06  -4.2418076283062950e-09
6.7999999999999003e+00  -3.9423197656701550e-04  4.6711483428730756e-05  4.4072180466656827e-06  -4.8908385252862764e-08  8.7793440313857194e-06  -8.4059309777589022e-09  4.9257097382500921e-06  -4.2083058031858293e-09
7.1999999999998900e+00  -3.6772102116053128e-04  4.3908712801710005e-05  6.5576759867391235e-07  1.2259125016801758e-07  8.5704778118306975e-06  -8.1318261900181738e-09  4.9109099465940074e-06  -4.1717440995248108e-09
7.5999999999998797e+00  -3.6038341345955163e-04  7.8217647724093498e-06  -2.9531851449490761e-06  1.4688864026604535e-07  8.3296567622854684e-06  -7.7891975858273467e-09  4.8925852970187490e-06  -4.1318133910953505e-09
7.9999999999998703e+00  -3.8092525780137568e-04  -1.1557072200719644e-05  -5.6205130599254248e-06  -3.7295070951787477e-07  8.0526273545318390e-06  -7.4385327061828314e-09  4.8704112090232878e-06  -4.0881691710086158e-09
8.3999999999998707e+00  -4.2771380289027144e-04  -1.9370935423195364e-05  -6.2953202449187553e-06  -7.4467613661301594e-07  7.7353705813633945e-06  -7.1759972813986701e-09  4.8440701714261569e-06  -4.0404251686836170e-09
8.7999999999998604e+00  -4.8713300478737113e-04  -2.9584322400842310e-05  -3.6816228687069925e-06  1.2562712379362825e-07  7.3712056288528651e-06  -6.5475878551377101e-09  4.8130930128413436e-06  -3.9881475854642775e-09
9.1999999999998501e+00  -5.6083026174133922e-04  -2.8807932168382259e-05  -3.8079298091942310e-07  1.7835373879948588e-06  6.9524309115193156e-06  -5.5994001421172024e-09  4.7769330510788432e-06  -3.9308497879616045e-09
9.5999999999998398e+00  -6.5515233507912806e-04  -1.5195636754294165e-05  -1.8239944346697851e-07  1.6202369242848532e-06  6.4769018387573185e-06  -5.7073856896075558e-09  4.7351328151711505e-06  -3.8680012862163427e-09
9.9999999999998295e+00  -7.4573948426342389e-04  -8.8140508657959983e-06  -5.7631470277468420e-06  -1.8038204687350850e-06  5.9351898339216839e-06  -6.5426111358348021e-09  4.6871481624712768e-06  -3.7989623738586634e-09
