# time  chi_mean_R16  chi_min_R16  chi_max_R16  lapse_mean_R16  lapse_min_R16  lapse_max_R16  K_mean_R16  K_min_R16  K_max_R16  chi_mean_R24  chi_min_R24  chi_max_R24  lapse_mean_R24  lapse_min_R24  lapse_max_R24  K_mean_R24  K_min_R24  K_max_R24  chi_mean_R32  chi_min_R32  chi_max_R32  lapse_mean_R32  lapse_min_R32  lapse_max_R32  K_mean_R32  K_min_R32  K_max_R32  chi_mean_R40  chi_min_R40  chi_max_R40  lapse_mean_R40  lapse_min_R40  lapse_max_R40  K_mean_R40  K_min_R40  K_max_R40
0.0000000000000000e+00  1.0000029247295421e+00  9.9869715692499605e-01  1.0013121446451454e+00  9.9999715184932958e-01  9.9935576224323674e-01  1.0006386832137766e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  1.0000019329638308e+00  9.9946281535114501e-01  1.0005418130117707e+00  9.9999800596620980e-01  9.9973238947032905e-01  1.0002635716389832e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  1.0000013855503933e+00  9.9970746099063590e-01  1.0002955824274531e+00  9.9999845779266083e-01  9.9985277268956507e-01  1.0001440963015420e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  1.0000010413590226e+00  9.9981710026557113e-01  1.0001851065917209e+00  9.9999873993667765e-01  9.9990663349627729e-01  1.0000908130809969e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00
8.0000000000000004e-01  1.0000029236851187e+00  9.9869719019585812e-01  1.0013121072175013e+00  9.9999715498184794e-01  9.9935573446958315e-01  1.0006387242080936e+00  -3.9580367514646770e-09  -1.1769997340642743e-07  1.0257996127782208e-07  1.0000019327305663e+00  9.9946281689928940e-01  1.0005418106201538e+00  9.9999800665408489e-01  9.9973238813558285e-01  1.0002635756742309e+00  -8.7734148539435256e-10  -7.2549259654284436e-09  5.1306284458694128e-09  1.0000013854736340e+00  9.9970746140740052e-01  1.0002955820326653e+00  9.9999845802308707e-01  9.9985277175990339e-01  1.0001440971036526e+00  -2.9161081558211874e-10  -1.8330803387247492e-09  8.8771154725382313e-10  1.0000010413263722e+00  9.9981710033604643e-01  1.0001851064109519e+00  9.9999874003476474e-01  9.9990663334121221e-01  1.0000908135962863e+00  -1.2491115142568812e-10  -7.6056652458905266e-10  5.0295431712194067e-10
1.6000000000000001e+00  1.0000029204949514e+00  9.9869724615254307e-01  1.0013120360594847e+00  9.9999716454798593e-01  9.9935562749197770e-01  1.0006388670388406e+00  -8.0017207301781756e-09  -1.3424523983532255e-07  1.0046274176774232e-07  1.0000019320148859e+00  9.9946282062551750e-01  1.0005418054730082e+00  9.9999800878799516e-01  9.9973238305352252e-01  1.0002635858017159e+00  -1.7944257361772684e-09  -1.2924186624419264e-08  8.6184202649965105e-09  1.0000013852346741e+00  9.9970746155997314e-01  1.0002955810714662e+00  9.9999845873348314e-01  9.9985277142484941e-01  1.0001440989464967e+00  -5.9866843007881335e-10  -2.6200505206959775e-09  1.1416344178336485e-09  1.0000010412247540e+00  9.9981710030925885e-01  1.0001851064624412e+00  9.9999874033814040e-01  9.9990663366109611e-01  1.0000908134906299e+00  -2.4938138670834178e-10  -8.9449230617438700e-10  4.0059001259065513e-10
2.3999999999999901e+00  1.0000029147049383e+00  9.9869752365882236e-01  1.0013117328216286e+00  9.9999718138071025e-01  9.9935510413470452e-01  1.0006394657478812e+00  -1.3102528371922772e-08  -4.8173914489410902e-07  4.0139573845298679e-07  1.0000019308012869e+00  9.9946282556066468e-01  1.0005417970261761e+00  9.9999801240382191e-01  9.9973237307472140e-01  1.0002636054016356e+00  -2.7424393663625632e-09  -1.8095200657767619e-08  1.0486340246811807e-08  1.0000013848304419e+00  9.9970746225497398e-01  1.0002955794643709e+00  9.9999845993814973e-01  9.9985277055967459e-01  1.0001441029145772e+00  -9.0581619981729608e-10  -3.1384470497436608e-09  1.3956587856280273e-09  1.0000010410625748e+00  9.9981710053192330e-01  1.0001851054565187e+00  9.9999874083039864e-01  9.9990663336121288e-01  1.0000908155692936e+00  -3.7126445558694339e-10  -1.1421281133284066e-09  2.9173568248672703e-10
3.1999999999999802e+00  1.0000029080921788e+00  9.9869697526864243e-01  1.0013123262094905e+00  9.9999720282769666e-01  9.9935608239571783e-01  1.0006384015758367e+00  -1.5382039783987882e-08  -1.3560792300354567e-06  1.2471578479277088e-06  1.0000019290473845e+00  9.9946283195796215e-01  1.0005417864474884e+00  9.9999801759567064e-01  9.9973235902763014e-01  1.0002636324502812e+00  -3.7562606455887337e-09  -2.2700632691336997e-08  1.3626546900786119e-08  1.0000013842615088e+00  9.9970746252772225e-01  1.0002955779122473e+00  9.9999846163702633e-01  9.9985277001569306e-01  1.0001441073554878e+00  -1.2251395496805900e-09  -4.1606240427668723e-09  1.4461342585632036e-09  1.0000010408287352e+00  9.9981710051235062e-01  1.0001851052872797e+00  9.9999874152782708e-01  9.9990663342513075e-01  1.0000908165591382e+00  -4.9995850216563178e-10  -1.6715855361550333e-09  3.0119431002860116e-10
3.9999999999999600e+00  1.0000028828933174e+00  9.9870119754909914e-01  1.0013069407209556e+00  9.9999725940876749e-01  9.9934829817251969e-01  1.0006485016075426e+00  -6.2251747772954678e-08  -8.4546434995534300e-06  7.1980308789353810e-06  1.0000019267160529e+00  9.9946283933930791e-01  1.0005417727689214e+00  9.9999802446778085e-01  9.9973234146340850e-01  1.0002636680815336e+00  -4.8617864642762446e-09  -2.8059208949110562e-08  1.4971530109558278e-08  1.0000013835117929e+00  9.9970746364417462e-01  1.0002955750466087e+00  9.9999846386240909e-01  9.9985276803662559e-01  1.0001441144666190e+00  -1.5591355010013398e-09  -5.6121595330693305e-09  2.1420291709168575e-09  1.0000010405229083e+00  9.9981710046263483e-01  1.0001851043479744e+00  9.9999874243687892e-01  9.9990663362209797e-01  1.0000908189449471e+00  -6.3972293765626470e-10  -1.5917591857615036e-09  2.1277575105826644e-10
4.7999999999999403e+00  1.0000028249331332e+00  9.9870257811586682e-01  1.0013061305408750e+00  9.9999739476009109e-01  9.9934267184516767e-01  1.0006537069041701e+00  -9.9052208101405586e-08  -9.0255804771152183e-06  7.3190710586140258e-06  1.0000019237219608e+00  9.9946284820211739e-01  1.0005417559283989e+00  9.9999803322456637e-01  9.9973231980551058e-01  1.0002637128957403e+00  -6.1075085674621679e-09  -3.3296233687408497e-08  1.7627384155867151e-08  1.0000013825723888e+00  9.9970746437541358e-01  1.0002955721980031e+00  9.9999846664107739e-01  9.9985276628821951e-01  1.0001441224646967e+00  -1.9200990082889247e-09  -6.2432179088283349e-09  1.8783250159174019e-09  1.0000010401398816e+00  9.9981710067865115e-01  1.0001851037330685e+00  9.9999874357186125e-01  9.9990663337714702e-01  1.0000908208324457e+00  -7.7928291188195962e-10  -2.0326663874395385e-09  1.2834976907687216e-10
5.5999999999999304e+00  1.0000027727797101e+00  9.9870054645251538e-01  1.0013081785853544e+00  9.9999754569315769e-01  9.9934470948424348e-01  1.0006516913344941e+00  -8.4143383293908257e-08  -7.9807105615028150e-06  6.5673927193992011e-06  1.0000019199881396e+00  9.9946285879642105e-01  1.0005417348421872e+00  9.9999804408207371e-01  9.9973229440757327e-01  1.0002637677558883e+00  -7.5078851928269378e-09  -4.9649552451872113e-08  2.6604544632436861e-08  1.0000013814245863e+00  9.9970746533426091e-01  1.0002955684359112e+00  9.9999847002037590e-01  9.9985276427572012e-01  1.0001441327110774e+00  -2.3118599168608189e-09  -7.1600363955166431e-09  2.3452307110505465e-09  1.0000010396799166e+00  9.9981710050516026e-01  1.0001851023283423e+00  9.9999874493484564e-01  9.9990663382890010e-01  1.0000908244460380e+00  -9.2825647941264758e-10  -2.2808589796708850e-09  1.3508983317675934e-10
6.3999999999999098e+00  1.0000027190588328e+00  9.9870003693213050e-01  1.0013082853027271e+00  9.9999770338328164e-01  9.9934551503906244e-01  1.0006517079280073e+00  -1.2715799139964841e-07  -6.9239365679459927e-06  5.7702239986385403e-06  1.0000019153937942e+00  9.9946286249025806e-01  1.0005417219853561e+00  9.9999805735761826e-01  9.9973227457018088e-01  1.0002638186049169e+00  -9.0904127580557423e-09  -3.7273568782349192e-08  1.5863953967654896e-08  1.0000013800494163e+00  9.9970746611518846e-01  1.0002955643846594e+00  9.9999847405285058e-01  9.9985276226803010e-01  1.0001441441004624e+00  -2.7359440110466306e-09  -8.4771073467501057e-09  1.9437028050090905e-09  1.0000010391302241e+00  9.9981710076673358e-01  1.0001851013170995e+00  9.9999874655309040e-01  9.9990663350417575e-01  1.0000908275692186e+00  -1.0958086332282252e-09  -2.5760723622148745e-09  1.6257632648398744e-10
7.1999999999998900e+00  1.0000026274034512e+00  9.9869986552383694e-01  1.0013082334999728e+00  9.9999794498994188e-01  9.9934604807901040e-01  1.0006520102157075e+00  -1.7104498772680987e-07  -5.9303421152525321e-06  5.1346623961601643e-06  1.0000019097923638e+00  9.9946290284110417e-01  1.0005416486536356e+00  9.9999807340137070e-01  9.9973221235828258e-01  1.0002639525125385e+00  -1.1232266702049027e-08  -2.4263378894444229e-07  1.6954282981816936e-07  1.0000013784247224e+00  9.9970746732922799e-01  1.0002955595076573e+00  9.9999847879879367e-01  9.9985275968871978e-01  1.0001441576825525e+00  -3.2079452093255350e-09  -9.5241582681825563e-09  2.4123474121355836e-09  1.0000010384895193e+00  9.9981710059276285e-01  1.0001850997811250e+00  9.9999874843816616e-01  9.9990663392942303e-01  1.0000908317487887e+00  -1.2631876775053243e-09  -2.9478818567347521e-09  1.3166342154131727e-10
