# time  Re_m-2(R=16)  Im_m-2(R=16)  Re_m-1(R=16)  Im_m-1(R=16)  Re_m0(R=16)  Im_m0(R=16)  Re_m1(R=16)  Im_m1(R=16)  Re_m2(R=16)  Im_m2(R=16)  Re_m-2(R=24)  Im_m-2(R=24)  Re_m-1(R=24)  Im_m-1(R=24)  Re_m0(R=24)  Im_m0(R=24)  Re_m1(R=24)  Im_m1(R=24)  Re_m2(R=24)  Im_m2(R=24)  Re_m-2(R=32)  Im_m-2(R=32)  Re_m-1(R=32)  Im_m-1(R=32)  Re_m0(R=32)  Im_m0(R=32)  Re_m1(R=32)  Im_m1(R=32)  Re_m2(R=32)  Im_m2(R=32)  Re_m-2(R=40)  Im_m-2(R=40)  Re_m-1(R=40)  Im_m-1(R=40)  Re_m0(R=40)  Im_m0(R=40)  Re_m1(R=40)  Im_m1(R=40)  Re_m2(R=40)  Im_m2(R=40)
0.0000000000000000e+00  3.7320471356022692e-08  1.8585254782335455e-08  4.9893162636001161e-08  -3.7331039065688830e-11  -2.5719175885889879e-08  6.1415046974236655e-17  4.9893165806603454e-08  3.7327840347845153e-11  3.7320471445906983e-08  -1.8585254747168973e-08  6.6614864724203504e-09  1.5447624476759791e-09  -1.5411124822945611e-09  1.0511384665460171e-09  -5.6265657822871641e-09  4.9269303559491311e-17  -1.5411076154577838e-09  -1.0511433828899080e-09  6.6614864782731570e-09  -1.5447624482236473e-09  1.9101987963411319e-09  2.6769151795082436e-10  1.3340459646488536e-09  2.4684991502129805e-10  -1.6055677655842539e-09  5.3021813164626643e-17  1.3340522895075174e-09  -2.4685625027665656e-10  1.9101986167680101e-09  -2.6769149131496251e-10  7.2460707163159051e-10  6.8420937356474544e-11  1.4047317322360959e-10  6.9836964526219057e-11  -6.0123078213779273e-10  -1.7297409701168621e-17  1.4048104009812388e-10  -6.9844848713341207e-11  7.2460697964012487e-10  -6.8420895851258859e-11
8.0000000000000004e-01  3.3045096831440335e-08  1.8587800828173444e-08  5.0182891157827909e-08  -3.4048297665329950e-11  -2.2158836112517760e-08  9.7969772899510652e-17  5.0182891315576360e-08  3.4048083897316494e-11  3.3045096956844674e-08  -1.8587800718190732e-08  6.3031388803171015e-09  1.5493572559447316e-09  -1.3688370025298838e-09  1.0614219674974219e-09  -5.3494100869936226e-09  1.2343962721184169e-17  -1.3688374244135161e-09  -1.0614220711024934e-09  6.3031388882744301e-09  -1.5493569236212334e-09  1.8143572687475542e-09  2.7002151242151372e-10  1.4471486683755078e-09  2.6586352855064640e-10  -1.4513657968864728e-09  -8.1875523388442839e-17  1.4471487275293243e-09  -2.6586322231930796e-10  1.8143582611903808e-09  -2.7002149301308844e-10  4.8179038496568121e-10  6.9549338967423024e-11  2.2977514726276062e-10  8.4098070088980164e-11  -6.7316691078719217e-10  7.0976715771081579e-17  2.2977537850670501e-10  -8.4098648644643662e-11  4.8178903807406795e-10  -6.9549197378847651e-11
1.6000000000000001e+00  2.7232603910912909e-08  1.8544876450229238e-08  5.1753137056462178e-08  -4.4582887712718166e-11  -1.7777991996170696e-08  -1.8433427128807378e-16  5.1753137192346592e-08  4.4583127097020749e-11  2.7232603834267266e-08  -1.8544876354818371e-08  5.7758767411314802e-09  1.5430754460368935e-09  -1.5127709742915292e-09  1.0419036764175949e-09  -4.8837697463278238e-09  -5.7320948947545699e-17  -1.5127710158501684e-09  -1.0419032571699516e-09  5.7758762766064317e-09  -1.5430756108484074e-09  1.7558793565185783e-09  2.6622383736972461e-10  1.2044759033199720e-09  2.4647453225035095e-10  -1.5149292850180767e-09  6.5581760653663016e-17  1.2044764752387223e-09  -2.4647445874433041e-10  1.7558791055748725e-09  -2.6622383805386811e-10  7.1706963350911635e-10  6.8841084941051689e-11  1.3748860269214789e-10  8.1156221007178729e-11  -5.2211209021399139e-10  1.3011143225319717e-16  1.3748929017619490e-10  -8.1156140917285114e-11  7.1706923798491690e-10  -6.8841204383636883e-11
2.3999999999999901e+00  1.8287140026596810e-08  1.8366073500019325e-08  6.1977964909146829e-08  -5.6149577592348343e-11  -1.2338495057648722e-08  -6.5017689857146008e-17  6.1977965101771438e-08  5.6149329664025933e-11  1.8287139635057177e-08  -1.8366073739373915e-08  5.2034301214357190e-09  1.5455384380245675e-09  -1.5722507724162692e-09  1.0421029311867519e-09  -4.4340845284400451e-09  1.1943718793145439e-16  -1.5722511711872576e-09  -1.0421032396741683e-09  5.2034298896017938e-09  -1.5455385232323322e-09  1.6275836894060818e-09  2.6636870474455479e-10  1.3300042611303188e-09  2.5241511466924449e-10  -1.3898840884550710e-09  -4.3447383095427107e-17  1.3300039656713832e-09  -2.5241500825164970e-10  1.6275847892081701e-09  -2.6636862806001169e-10  6.7277122908523796e-10  6.8730930890198565e-11  1.1254758168875701e-10  6.7333772685068910e-11  -5.3602006540760426e-10  6.6687593482036715e-17  1.1254756855336049e-10  -6.7335616971580511e-11  6.7277072221609880e-10  -6.8730651692659098e-11
3.1999999999999802e+00  1.1001533668248818e-08  1.9207150192730266e-08  4.8477970667426350e-08  6.7747781391663044e-11  -2.1040808490420821e-09  2.9067654797216446e-16  4.8477970627685258e-08  -6.7748508149010943e-11  1.1001533736865566e-08  -1.9207150275753772e-08  4.4346231657018438e-09  1.5435028480965999e-09  -1.5340170254482590e-09  1.0565786920834203e-09  -3.8050220163051150e-09  -9.2567429487255708e-17  -1.5340166910161463e-09  -1.0565780783111844e-09  4.4346224274305036e-09  -1.5435027316743764e-09  1.5394365551452929e-09  2.6851976000599828e-10  1.3401825327963326e-09  2.4472504388905843e-10  -1.2969745484503360e-09  2.4990294643558470e-16  1.3401828360147915e-09  -2.4472533335971076e-10  1.5394362644142412e-09  -2.6851993569216363e-10  6.2977123909905807e-10  6.7553916932069894e-11  1.4990290686476380e-10  6.9989270942365410e-11  -5.5398692325383322e-10  3.7814236317958339e-16  1.4990251251462894e-10  -6.9989818249871133e-11  6.2977087024472142e-10  -6.7554415643157093e-11
3.9999999999999600e+00  1.0870237052903115e-08  1.7950037964257695e-08  6.1190462085519268e-08  -4.7674739064272687e-11  -1.6117928272177258e-08  -9.1891006211954438e-17  6.1190462326177845e-08  4.7674922419043081e-11  1.0870236869033177e-08  -1.7950038260560153e-08  3.5660850377275639e-09  1.5437687423907092e-09  -1.5475991282643029e-09  1.0509367934146521e-09  -3.0860298368436087e-09  3.6703470602848442e-16  -1.5475988500887833e-09  -1.0509372848486871e-09  3.5660847655691182e-09  -1.5437690912495757e-09  1.4067815527794326e-09  2.6735245866806484e-10  1.3347983144751432e-09  2.4693758138452607e-10  -1.1880860292058041e-09  1.4410438161688335e-16  1.3347981104168197e-09  -2.4693680323553562e-10  1.4067809717974365e-09  -2.6735281451098420e-10  5.8576212374915465e-10  6.8573253082739438e-11  1.4051285211100839e-10  6.9410823347102523e-11  -4.8109377914853753e-10  -3.5314731265770032e-16  1.4051289906757436e-10  -6.9410325640829845e-11  5.8576268922303053e-10  -6.8573277400675458e-11
4.7999999999999403e+00  -4.7999307118002662e-08  1.8232951786662023e-08  2.2860636776518472e-08  -3.0492074204981353e-10  5.6019085721421228e-08  -3.7867721292107993e-17  2.2860636437306764e-08  3.0492078063075420e-10  -4.7999307408530311e-08  -1.8232951977670944e-08  2.4689719227658780e-09  1.5444910916308590e-09  -1.6228853648114461e-09  1.0532717937146476e-09  -2.1776964967109894e-09  -3.5524558861014424e-17  -1.6228853615351756e-09  -1.0532720972889274e-09  2.4689713020019264e-09  -1.5444909373059736e-09  1.2504443378549395e-09  2.6759055711478225e-10  1.3350055097028668e-09  2.4794733023966044e-10  -1.0653412672442249e-09  -1.5694520086785151e-16  1.3350054094496089e-09  -2.4794836620330130e-10  1.2504441173082122e-09  -2.6759053017317666e-10  5.6810390362355363e-10  6.8287008857988433e-11  1.3525596428770435e-10  6.9995601652251227e-11  -4.6236349198960784e-10  -1.9349100681263407e-16  1.3525526121524432e-10  -6.9995472683854861e-11  5.6810402499686382e-10  -6.8287166457463303e-11
5.5999999999999304e+00  -3.8734673169832039e-08  1.8820517247650912e-08  5.1149136190041338e-08  6.3473011902018601e-10  4.8471764595249958e-08  2.4462390429734631e-16  5.1149136130035830e-08  -6.3473027249559564e-10  -3.8734673586745983e-08  -1.8820517360904475e-08  1.1442161324143311e-09  1.5465210684858233e-09  -1.6092187831192239e-09  1.0542383096380224e-09  -1.0500413268106130e-09  -1.5986033535052259e-16  -1.6092190095208075e-09  -1.0542383738155427e-09  1.1442170443544600e-09  -1.5465210105527480e-09  1.0720866098406012e-09  2.6764208385798447e-10  1.3304303139005080e-09  2.4613853260236874e-10  -9.0735548196298281e-10  3.1787480519586361e-16  1.3304304181903279e-09  -2.4613788159032959e-10  1.0720861334342358e-09  -2.6764191425483648e-10  5.3136038253894006e-10  6.8556391278485964e-11  1.4422981368310254e-10  6.9478042351132298e-11  -4.5131856121682512e-10  2.4575176210119115e-16  1.4422951004155230e-10  -6.9477236134507164e-11  5.3136101681988595e-10  -6.8557233801436948e-11
6.3999999999999098e+00  -5.7828832999051738e-08  1.9035211099072923e-08  6.9645432424271807e-08  -4.6054143239437009e-10  2.7541643290356202e-08  1.4093847383813308e-17  6.9645432283271314e-08  4.6054125780454878e-10  -5.7828831692682266e-08  -1.9035211146465489e-08  -8.6689289871670423e-10  1.5322910566616335e-09  5.3114221121540006e-10  1.0520022175513618e-09  5.8329574786483798e-11  3.1839368729646261e-17  5.3114243008707250e-10  -1.0520022301600227e-09  -8.6689244096552595e-10  -1.5322909694255409e-09  8.4653277697883329e-10  2.6719570875010082e-10  1.3371778917211226e-09  2.4767937837601791e-10  -7.3243432626530309e-10  -2.0320495120685673e-17  1.3371778712536435e-09  -2.4767943111492770e-10  8.4653317880094160e-10  -2.6719522497245943e-10  4.6706543716862381e-10  6.8234794965934546e-11  1.4010773505834993e-10  7.0925906997325056e-11  -3.8872562450693300e-10  -1.9682459682833648e-16  1.4010787529721922e-10  -7.0925406131459710e-11  4.6706540011555352e-10  -6.8234810770637549e-11
7.1999999999998900e+00  -1.4896866582672138e-07  1.7765824484005636e-08  2.3219852330416605e-08  3.2598338503642121e-10  1.4928693924798329e-07  4.5647882694400027e-17  2.3219852601024997e-08  -3.2598354952899642e-10  -1.4896866588846934e-07  -1.7765824661386647e-08  -2.2632711297261433e-09  1.5627399499730723e-09  -5.7439744973256938e-09  1.0599873316129260e-09  2.1042436950022522e-09  1.0728747828906944e-16  -5.7439752296164611e-09  -1.0599872180997103e-09  -2.2632714725391640e-09  -1.5627397477509355e-09  6.0270020612975923e-10  2.6779421361061742e-10  1.3271697926239978e-09  2.4755105889934573e-10  -5.2459188853533134e-10  2.6399808975292393e-16  1.3271696230947209e-09  -2.4755105307224626e-10  6.0269985829588778e-10  -2.6779402739400514e-10  4.3008260814268554e-10  6.8417005281560575e-11  1.4114287665188369e-10  6.8722252572983594e-11  -3.5608606172726043e-10  -1.9424341824650100e-16  1.4114314214735479e-10  -6.8721665039970060e-11  4.3008193469612886e-10  -6.8417216168352661e-11
7.9999999999998703e+00  -2.3927445790347675e-07  2.2100875286531927e-08  6.5330470715194626e-08  -2.4747493238360124e-10  1.8602152196413351e-07  4.4690215994577984e-17  6.5330470160962334e-08  2.4747548689798252e-10  -2.3927445822103539e-07  -2.2100874940806430e-08  -4.5067809382856592e-09  1.4817550967872639e-09  -4.4221812628298299e-09  1.0585265312824258e-09  6.5634443609062481e-09  1.0610400012251321e-17  -4.4221815182848289e-09  -1.0585265383197600e-09  -4.5067807490644859e-09  -1.4817545165139950e-09  3.0184862686722920e-10  2.6724467004371393e-10  1.3388675420295023e-09  2.4681840333748899e-10  -2.7455729627774039e-10  -5.7073191862172605e-17  1.3388673843721995e-09  -2.4681904010024400e-10  3.0184714890451293e-10  -2.6724435058147022e-10  3.7060305465828446e-10  6.8346586666048190e-11  1.3744654204164726e-10  7.0837528075203286e-11  -3.0884929103586801e-10  -2.6117100432153237e-16  1.3744629708721731e-10  -7.0837263782398852e-11  3.7060295418320451e-10  -6.8347232676858198e-11
8.7999999999998604e+00  -2.8824467221669744e-07  1.6255112684402785e-08  8.1533502014536952e-08  8.6769556672345304e-10  2.5822508449856122e-07  1.0645540686774711e-16  8.1533502004449637e-08  -8.6769545182089347e-10  -2.8824467270968994e-07  -1.6255112308902373e-08  -1.8142939933402848e-08  1.7015083884474764e-09  2.0869625010252027e-08  1.0122949851057931e-09  4.3410802313105495e-09  2.6533532929237337e-16  2.0869625312641201e-08  -1.0122950743242985e-09  -1.8142940149836012e-08  -1.7015085118670418e-09  -7.0639708065362856e-11  2.6735920429943920e-10  1.3333554170913119e-09  2.4767950531901666e-10  2.7209753668298657e-11  -2.5627830467713245e-16  1.3333548400903507e-09  -2.4767904462111354e-10  -7.0639504834730212e-11  -2.6735964306113509e-10  2.9513944464026089e-10  6.8344034540775486e-11  1.4358001253428978e-10  6.9585864095642092e-11  -2.5041018482934278e-10  7.1923634977020412e-16  1.4357987127164799e-10  -6.9585203557544799e-11  2.9513954166836306e-10  -6.8344817319352904e-11
