# time  Re_m-2(R=16)  Im_m-2(R=16)  Re_m-1(R=16)  Im_m-1(R=16)  Re_m0(R=16)  Im_m0(R=16)  Re_m1(R=16)  Im_m1(R=16)  Re_m2(R=16)  Im_m2(R=16)  Re_m-2(R=24)  Im_m-2(R=24)  Re_m-1(R=24)  Im_m-1(R=24)  Re_m0(R=24)  Im_m0(R=24)  Re_m1(R=24)  Im_m1(R=24)  Re_m2(R=24)  Im_m2(R=24)  Re_m-2(R=32)  Im_m-2(R=32)  Re_m-1(R=32)  Im_m-1(R=32)  Re_m0(R=32)  Im_m0(R=32)  Re_m1(R=32)  Im_m1(R=32)  Re_m2(R=32)  Im_m2(R=32)  Re_m-2(R=40)  Im_m-2(R=40)  Re_m-1(R=40)  Im_m-1(R=40)  Re_m0(R=40)  Im_m0(R=40)  Re_m1(R=40)  Im_m1(R=40)  Re_m2(R=40)  Im_m2(R=40)
9.5999999999998398e+00  -6.1707009710178598e-07  1.5376685806737739e-08  3.3387251377202397e-08  -5.7327415579321737e-11  5.0642475859904675e-07  1.4585230387105738e-16  3.3387251499026063e-08  5.7327594883938338e-11  -6.1707009714549680e-07  -1.5376685768502483e-08  1.2856697094718622e-08  1.3714087562790570e-09  -4.3172142840375556e-08  1.2551888537622264e-09  6.1946395332577977e-09  -8.0118100887385447e-18  -4.3172143361263576e-08  -1.2551889353869026e-09  1.2856697555804220e-08  -1.3714086307543765e-09  -4.9131810124219205e-10  2.6727881895576135e-10  1.3110119695522838e-09  2.4794192829946347e-10  3.8179500223062841e-10  1.1939701039908480e-16  1.3110121329386395e-09  -2.4794211640670969e-10  -4.9131732458160749e-10  -2.6727905458046517e-10  2.1949563899762482e-10  6.8408733105474302e-11  1.3966507318764425e-10  6.9772105922847684e-11  -1.8046801028567936e-10  -2.1761261168635459e-16  1.3966485501258693e-10  -6.9772214225880078e-11  2.1949251028870438e-10  -6.8407510143206183e-11
1.0399999999999800e+01  -7.2675166475048079e-07  2.0017385159808333e-08  1.0337438461633587e-08  2.6763653895254751e-10  6.0728975543635844e-07  1.0572740355627797e-16  1.0337438497731167e-08  -2.6763681750759999e-10  -7.2675166484137346e-07  -2.0017385367175846e-08  -6.2271266115214243e-08  1.5138106729692908e-09  4.3097106791959070e-08  3.5779620587498317e-10  3.2461173662800695e-08  1.9868667651301223e-16  4.3097106757443642e-08  -3.5779616208413460e-10  -6.2271266313983997e-08  -1.5138101435013492e-09  -1.0365449707623342e-09  2.6765178109263271e-10  1.3417830306853766e-09  2.4690564458921571e-10  8.5092971206891585e-10  1.4930365332612986e-16  1.3417830070930473e-09  -2.4690588382615937e-10  -1.0365456296657048e-09  -2.6765125550655575e-10  1.2977374611671228e-10  6.8211789612836876e-11  1.3971641723179312e-10  7.0618475049074535e-11  -1.1514416157803414e-10  8.0137368253528454e-16  1.3971964525218667e-10  -7.0619512771374860e-11  1.2978844739770354e-10  -6.8219398233661979e-11
1.1199999999999800e+01  -1.1459458894503310e-06  2.2139043881396933e-08  4.0343221597237254e-08  1.2866799105443528e-09  9.4604332417198957e-07  -9.0423811144050756e-17  4.0343220968086591e-08  -1.2866793609848813e-09  -1.1459458892273547e-06  -2.2139043793812005e-08  8.3850539710724180e-09  1.7939306679348577e-09  -3.3252491643690797e-08  2.9010626947082228e-09  7.0733817387129203e-09  6.5207970711246162e-17  -3.3252490567358672e-08  -2.9010626162264397e-09  8.3850538970814629e-09  -1.7939308925001793e-09  -1.6667873534622203e-09  2.6491879689008377e-10  1.6019356693648410e-09  2.4881805866755913e-10  1.2182329287078769e-09  -5.7032541932125064e-17  1.6019362360329003e-09  -2.4881826948906276e-10  -1.6667875092001921e-09  -2.6491867385288081e-10  2.6626777960381562e-11  6.8355521565028403e-11  1.4039469383063472e-10  6.9117523616652666e-11  -2.2865749509321740e-11  -3.6292649911651168e-15  1.4038213702675668e-10  -6.9114061195957516e-11  2.6582074049736530e-11  -6.8330063818313471e-11
1.1999999999999799e+01  -1.8052787438397304e-06  1.9135598850275864e-08  1.1957046722462573e-07  1.0906004503628230e-09  1.4993779964900681e-06  2.5873316040161026e-16  1.1957046718527004e-07  -1.0906006068248420e-09  -1.8052787431303541e-06  -1.9135598708068938e-08  -5.6978917845424776e-08  1.3936343245947055e-09  2.1550169549199787e-08  -2.2518421868257742e-09  3.9346387627306388e-08  -8.4920079842223670e-17  2.1550169481080193e-08  2.2518425162666312e-09  -5.6978917701264010e-08  -1.3936340087946040e-09  -2.3550068540021111e-09  2.7315790491761213e-10  1.1919439059486217e-10  2.4670358680778868e-10  2.2912804020530678e-09  -3.8175936103723793e-17  1.1919527984341536e-10  -2.4670400864697820e-10  -2.3550070997764421e-09  -2.7315832744057990e-10  -9.9091026057378923e-11  6.8269882713141949e-11  1.4220703163078066e-10  7.0867769460810074e-11  7.6464662326131120e-11  1.4608160987489572e-14  1.4225487000572200e-10  -7.0875978482809074e-11  -9.8974911546793779e-11  -6.8348444896648373e-11
1.2799999999999800e+01  -2.3422172688993471e-06  1.5690915461933650e-08  4.6030271148105272e-08  1.0210149847689998e-09  1.9310767700615067e-06  1.2095247005859429e-16  4.6030271155000544e-08  -1.0210150426676158e-09  -2.3422172690875341e-06  -1.5690915333111940e-08  -4.3423491116946350e-08  1.2517404464282937e-09  -3.8743868149232134e-08  5.1346518315073567e-09  3.8338000840262933e-08  -7.2819997004086407e-17  -3.8743867513558630e-08  -5.1346511231522979e-09  -4.3423491140946162e-08  -1.2517405848690961e-09  -4.1149460194026811e-09  2.6163463761541386e-10  4.3606452214478085e-09  2.5095552721952452e-10  2.5816582651887092e-09  3.4644498300545834e-16  4.3606454185747026e-09  -2.5095637367547902e-10  -4.1149459501606411e-09  -2.6163372054421379e-10  -2.4011792002751278e-10  6.8289054283160235e-11  1.3777796849811729e-10  6.9577262375445703e-11  1.9494832579544574e-10  -4.4474236662833175e-14  1.3763180145651474e-10  -6.9569901097379915e-11  -2.4028691820811828e-10  -6.8120189408526390e-11
1.3599999999999801e+01  -2.8805415422104478e-06  1.4667501039799985e-08  -4.3215146254440605e-09  8.7998974732447076e-10  2.3679727934310541e-06  1.8383442093315901e-16  -4.3215150354672992e-09  -8.7999019510502032e-10  -2.8805415431292490e-06  -1.4667500870197641e-08  -1.1331709909845715e-07  1.8635056334532852e-09  5.3172733387553658e-08  -2.2077674424365915e-09  8.8784842496564668e-08  -4.6728665431480208e-17  5.3172733422981658e-08  2.2077671527483093e-09  -1.1331709957244449e-07  -1.8635054845423019e-09  -2.2761601300767108e-09  2.3351740420628247e-10  -3.9787209108245227e-09  2.5406009330058231e-10  3.4765352462028983e-09  4.5846401039554987e-16  -3.9787200684847071e-09  -2.5405958950599945e-10  -2.2761610448543167e-09  -2.3351737637945460e-10  -4.0466402985382818e-10  6.8265270611103896e-11  1.4270971844895426e-10  7.0094260600648055e-11  3.3059993915979932e-10  8.3364476180998152e-14  1.4299523515330427e-10  -7.0035324158249900e-11  -4.0488839510157403e-10  -6.8335042860637200e-11
1.4399999999999700e+01  -2.8803146090052115e-06  2.0857160697225583e-08  2.2515969985989557e-08  1.1422839203024371e-09  2.3571251200889413e-06  -2.0640822120876176e-16  2.2515969848074382e-08  -1.1422838382435408e-09  -2.8803146090561444e-06  -2.0857160442390231e-08  -5.8393019351130191e-08  1.3185598457797772e-09  -4.3300701160120116e-08  2.8919078666619751e-09  4.8348673539102639e-08  -2.5791757593066704e-17  -4.3300700955470180e-08  -2.8919082020970179e-09  -5.8393019972384666e-08  -1.3185596658290398e-09  -1.3799933907314627e-08  3.7902890665977586e-10  8.0151735410396893e-09  1.8225463946777339e-10  8.1104862439789141e-09  -5.9486020773114249e-16  8.0151736582687316e-09  -1.8225469484536825e-10  -1.3799932398528616e-08  -3.7902817795218871e-10  -6.1749784369466578e-10  6.7931493316352557e-11  1.4453338357539915e-10  7.0603916222628481e-11  5.0049960620306511e-10  -6.3238205195860107e-15  1.4454378503873212e-10  -7.0855624591508916e-11  -6.1561591630561267e-10  -6.9005140722489405e-11
1.5199999999999701e+01  -2.6249233520337924e-06  2.1289652693601689e-08  9.9199248868047901e-08  1.5021297659542361e-09  2.1620704048522539e-06  -8.5197078537732339e-17  9.9199249111824407e-08  -1.5021298625767198e-09  -2.6249233523702818e-06  -2.1289652629048481e-08  -1.8988266542442638e-07  2.1442155028301307e-09  3.3958057878173174e-09  4.3630946761662634e-10  1.6267749382606479e-07  -3.7616264589746467e-17  3.3958052816744209e-09  -4.3630921436894653e-10  -1.8988266537326284e-07  -2.1442154230911981e-09  1.1324698639388372e-08  1.5563865225643066e-10  -4.5507814329971796e-09  5.0919337356211558e-10  -4.0626957146937522e-09  1.1433881519116933e-15  -4.5507799852424575e-09  -5.0919333010514140e-10  1.1324696586863574e-08  -1.5563993592844108e-10  -8.2764576448030278e-10  6.7844685558326006e-11  1.1071505479172109e-10  6.8956728740726498e-11  6.8622000890116591e-10  -2.7637010318509411e-13  1.0894727893266032e-10  -6.9057887360185025e-11  -8.3136671407581493e-10  -6.4578388129774051e-11
1.5999999999999700e+01  -1.8645139275453485e-06  1.8683071653532481e-08  7.3713932671910539e-08  6.6476345903397453e-10  1.5210833671427996e-06  1.8481258020547644e-16  7.3713933120860871e-08  -6.6476335307377040e-10  -1.8645139275328601e-06  -1.8683071910459657e-08  -2.0829498734919304e-07  2.1856624062472746e-09  5.2898572767803615e-08  6.1040642540368985e-10  1.5367723028356690e-07  -4.1630424967714852e-17  5.2898572580090341e-08  -6.1040611622504304e-10  -2.0829498796526160e-07  -2.1856622112067823e-09  -4.3119690899313838e-08  2.0725399435368273e-10  6.7596948011062889e-09  -4.5383838710545590e-10  2.8969441855916680e-08  -1.5223073181604747e-15  6.7596918547365925e-09  4.5383761510775587e-10  -4.3119683606839106e-08  -2.0725158747728745e-10  -1.1235127796701927e-09  6.8726439958217367e-11  2.4017963734541481e-10  7.2335077798977761e-11  9.0130666292068445e-10  3.1131760210262179e-13  2.4338605607801799e-10  -7.0704164093921898e-11  -1.1229752106808050e-09  -7.1742369501352224e-11
1.6799999999999802e+01  -9.2658203495020558e-07  1.7920409004775204e-08  3.4873947462274072e-08  1.1345132777643122e-10  7.4718612380241070e-07  3.4212076976885427e-16  3.4873947597902682e-08  -1.1345108859138928e-10  -9.2658203380571605e-07  -1.7920408964692701e-08  -3.2837222233265073e-07  5.5156298705250297e-10  -4.5408026879976964e-08  2.9987214549729981e-09  2.9240957412138220e-07  8.1887991507665245e-17  -4.5408026742456109e-08  -2.9987213516710436e-09  -3.2837222218060339e-07  -5.5156291849340889e-10  1.8931756665133296e-08  5.0040015408930694e-10  -8.3471356939170532e-09  1.9125003666880833e-09  -8.8675208845485555e-09  1.5943588617130118e-15  -8.3471338673190369e-09  -1.9124955964067948e-09  1.8931730471986733e-08  -5.0039915581847237e-10  -1.5178680331944681e-09  6.7447526585364510e-11  -1.5071043679392124e-10  7.1040343159338566e-11  1.3221057184465927e-09  1.8046775358371219e-13  -1.4777390154626092e-10  -7.1933350576077736e-11  -1.5079312693887154e-09  -7.2186186813995451e-11
1.7600000000000001e+01  -1.7275332057535481e-07  1.8893124997158002e-08  2.6831199483575018e-08  2.2333316543560249e-10  1.5510529593385970e-07  -1.3921146630291016e-16  2.6831199822044302e-08  -2.2333282731936575e-10  -1.7275332074234815e-07  -1.8893125320464962e-08  -5.8726685514484424e-07  2.3413122294557662e-10  -1.0989746294361920e-07  -9.1070962167043607e-11  4.6095474452668224e-07  -1.9029171260345227e-16  -1.0989746300978259e-07  9.1070807185471583e-11  -5.8726685477971396e-07  -2.3413109527051579e-10  -4.3117584793434869e-08  1.7172606185644361e-11  1.7195857813735554e-08  -3.0479956375452231e-09  2.9046867404468492e-08  4.1538443651733077e-15  1.7195870759480640e-08  3.0479773219639651e-09  -4.3117518799215801e-08  -1.7205161598194071e-11  -1.6187755795676799e-09  7.2911988522704755e-11  1.0315920418267686e-09  6.3469430385833093e-11  1.0871946791765477e-09  -3.4828008701749224e-13  1.0204279924323257e-09  -6.7366219037978166e-11  -1.6344761670317397e-09  -5.8999836987858468e-11
1.8400000000000102e+01  1.2557764451423362e-07  1.8293620410205317e-08  5.4034778274555548e-08  4.6104564180265123e-10  -9.6577090263199912e-08  -3.2063628198756138e-17  5.4034778131845320e-08  -4.6104559312999289e-10  1.2557764415653036e-07  -1.8293620178980424e-08  -6.9568595204295075e-07  2.2090365705137766e-09  1.1117981629132070e-07  1.5202484986979194e-09  5.6181379872211183e-07  3.2667691544208374e-16  1.1117981625635050e-07  -1.5202484317836996e-09  -6.9568595265119590e-07  -2.2090363084888874e-09  9.1350929053181946e-10  4.0152519726582183e-10  -1.5347769998126362e-08  5.1106149444881109e-09  5.2025668398049696e-09  -2.6970392470570363e-14  -1.5347870451749052e-08  -5.1105980968388618e-09  9.1339654910263002e-10  -4.0136166100656620e-10  -3.0879595873024356e-09  6.5491688430060070e-11  -2.4711094468870956e-09  7.4045510169607102e-11  3.2277972134593063e-09  -1.2900702798811117e-13  -2.4681062059956054e-09  -7.0611143021926693e-11  -3.0868095263475499e-09  -6.9393421047205010e-11
1.9200000000000198e+01  3.2338650335559667e-07  1.8436574228771778e-08  7.2709574548726112e-08  3.9709204953219990e-10  -2.6148810810836390e-07  7.3503765539829571e-18  7.2709574739851050e-08  -3.9709241882150265e-10  3.2338650395889212e-07  -1.8436574218297058e-08  -1.0604131775116451e-06  3.0333196599018271e-09  1.0657595779223351e-07  2.3699942936125474e-09  8.7784516472544234e-07  1.6949681417617429e-16  1.0657595855212291e-07  -2.3699945227320616e-09  -1.0604131773530360e-06  -3.0333197388066076e-09  -5.9980818281731616e-08  3.1845473384107816e-10  1.0970682342080791e-08  -4.6368613818959952e-09  4.4268683622163301e-08  6.6322023353223979e-14  1.0971025973822660e-08  4.6369815987633885e-09  -5.9980792686039022e-08  -3.1892446923906816e-10  -1.2420430496417397e-09  2.6958474000295004e-11  6.6208580599252571e-09  8.3646072370024562e-11  -7.0438494131949823e-10  3.3707989649365727e-13  6.6348666269287383e-09  -7.9723257957862881e-11  -1.2225018095926570e-09  -4.6056024926290995e-11
