NL_iteration       Ham error [%]       Mom error [%]
0                   1.000000e+02        1.000000e+02        
1                   2.511979e+01        2.417521e+01        
2                   8.755372e+00        8.244430e+00        
3                   3.333723e+00        3.094830e+00        
4                   1.309476e+00        1.201766e+00        
5                   5.205201e-01        4.728444e-01        
6                   2.078911e-01        1.870715e-01        
7                   8.319968e-02        7.420220e-02        
