NL_iteration       Ham error [%]       Mom error [%]
0                   1.000000e+02        1.000000e+02        
1                   2.511584e+01        2.421762e+01        
2                   8.754150e+00        8.277876e+00        
3                   3.333352e+00        3.116611e+00        
4                   1.309372e+00        1.214534e+00        
5                   5.204987e-01        4.798182e-01        
6                   2.078899e-01        1.906932e-01        
7                   8.319523e-02        7.601438e-02        
