# time  P_total  P_z_beam  beam_ratio  beaming_gain  wavezone_std
4.4399999999999700e+01  2.7621838343550010e-04  1.6334071662666444e-04  5.7979819417663347e-01  3.3191927767065339e+00  6.7124011611519374e-01
4.4799999999999699e+01  2.9599609572586829e-04  1.7477706715711452e-04  5.7922915672673370e-01  3.3169166269069348e+00  6.7293082036226248e-01
4.5199999999999598e+01  3.1701486828292972e-04  1.8686382542045429e-04  5.7857897558789884e-01  3.3143159023515953e+00  6.7459109753929047e-01
4.5599999999999497e+01  3.3934884694731106e-04  1.9962956610253377e-04  5.7784352258194771e-01  3.3113740903277908e+00  6.7622302506562304e-01
4.5999999999999403e+01  3.6307677813139335e-04  2.1310331656981560e-04  5.7701472618711613e-01  3.3080589047484645e+00  6.7782800419426337e-01
4.8799999999998903e+01  5.7583352391158522e-04  3.2963105394552767e-04  5.6799328419265094e-01  3.2719731367706038e+00  6.8843088809612685e-01
4.9199999999998802e+01  6.1416809589799235e-04  3.4978125861727361e-04  5.6621378757701424e-01  3.2648551503080570e+00  6.8985020035307154e-01
4.9599999999998701e+01  6.5485103286290047e-04  3.7087415321599776e-04  5.6429163797468496e-01  3.2571665518987398e+00  6.9123820067489716e-01
4.9999999999998600e+01  6.9801015315969705e-04  3.9291491595985832e-04  5.6220688284317322e-01  3.2488275313726929e+00  6.9259966538519513e-01
5.0399999999998499e+01  7.4377602863591713e-04  4.1589979243322788e-04  5.5993913755770919e-01  3.2397565502308368e+00  6.9393970737090516e-01
5.0799999999998498e+01  7.9229328048046200e-04  4.3982288934999732e-04  5.5747349140328595e-01  3.2298939656131438e+00  6.9526252932750277e-01
5.1199999999998397e+01  8.4373651559965736e-04  4.6468539085320354e-04  5.5480191537312806e-01  3.2192076614925123e+00  6.9657488755340613e-01
5.1599999999998303e+01  8.9832229667917841e-04  4.9050123880334858e-04  5.5191902814942395e-01  3.2076761125976958e+00  6.9788979054711009e-01
5.1999999999998202e+01  9.5630922439143287e-04  5.1729410679489786e-04  5.4881623872547713e-01  3.1952649549019085e+00  6.9922490596160802e-01
5.2399999999998101e+01  1.0179847193941152e-03  5.4508506919882696e-04  5.4547938919681838e-01  3.1819175567872735e+00  7.0059542490273263e-01
5.2799999999998100e+01  1.0836456179104956e-03  5.7387615139898988e-04  5.4189113202605776e-01  3.1675645281042311e+00  7.0200693114701518e-01
5.3199999999997999e+01  1.1535847287196953e-03  6.0363811020655177e-04  5.3803469192246856e-01  3.1521387676898742e+00  7.0345445544635188e-01
5.3599999999997898e+01  1.2280932009693570e-03  6.3430871889132514e-04  5.3389492223636936e-01  3.1355796889454775e+00  7.0492900314386875e-01
5.3999999999997797e+01  1.3074795910217975e-03  6.6580140689337819e-04  5.2945585848475951e-01  3.1178234339390380e+00  7.0642677464024906e-01
5.4399999999997704e+01  1.3920964509914692e-03  6.9801765026005381e-04  5.2469760229113371e-01  3.0987904091645349e+00  7.0795423933719359e-01
5.4799999999997702e+01  1.4823613914313858e-03  7.3085470539954527e-04  5.1959600593338606e-01  3.0783840237335443e+00  7.0952590504130975e-01
5.5199999999997601e+01  1.5787652913248958e-03  7.6420435069998553e-04  5.1412611313245371e-01  3.0565044525298148e+00  7.1115747165945675e-01
5.5599999999997500e+01  1.6818709728848853e-03  7.9794480367845818e-04  5.0826697325597048e-01  3.0330678930238819e+00  7.1285980911850633e-01
5.5999999999997399e+01  1.7923116840821399e-03  8.3193168991370023e-04  5.0200407432523064e-01  3.0080162973009226e+00  7.1463754021419290e-01
5.6399999999997299e+01  1.9107958373729844e-03  8.6599264660012739e-04  4.9532746210639839e-01  2.9813098484255933e+00  7.1649271475874055e-01
5.6799999999997297e+01  2.0381175546001409e-03  8.9992587896569102e-04  4.8822696274687127e-01  2.9529078509874851e+00  7.1843141473906369e-01
5.7199999999997203e+01  2.1751689575577686e-03  9.3349981286448749e-04  4.8068786117961126e-01  2.9227514447184451e+00  7.2046941546511889e-01
5.7599999999997102e+01  2.3229518135880287e-03  9.6645205195324631e-04  4.7269019704353654e-01  2.8907607881741462e+00  7.2263282921514904e-01
5.7999999999997002e+01  2.4825888364984785e-03  9.9848973842772888e-04  4.6421374229677026e-01  2.8568549691870810e+00  7.2495190627722217e-01
5.8399999999997000e+01  2.6553337617090957e-03  1.0292943128666402e-03  4.5524826751169944e-01  2.8209930700467978e+00  7.2744998197580357e-01
5.8799999999996899e+01  2.8425754123852574e-03  1.0585293047262550e-03  4.4580438749101658e-01  2.7832175499640663e+00  7.3013266408023014e-01
5.9199999999996798e+01  3.0458320955732607e-03  1.0858474333546150e-03  4.3591812984453815e-01  2.7436725193781526e+00  7.3298313525818048e-01
5.9599999999996697e+01  3.2667378566252001e-03  1.1108978133024434e-03  4.2564648582703613e-01  2.7025859433081445e+00  7.3596695821170177e-01
5.9999999999996597e+01  3.5070185247121446e-03  1.1333368788781759e-03  4.1505775629100916e-01  2.6602310251640366e+00  7.3904435334138407e-01
6.0009999999996602e+01  3.5132890858364406e-03  1.1338615473496325e-03  4.1478958950858691e-01  2.6591583580343476e+00  7.3912218012786279e-01
