   0.0050000    9.9999994091e-01    4.5784640375e-07    2.4699257440e-04    1.1210937500e+00    1.1210937500e+00    4.9609375000e-01    2.4984736551e-01   -2.0116497259e+00    1.0148735201e-01   -4.2683569704e-01    3.5884234191e-01   -2.4813475199e-06    8.0287025817e-07
   0.0100000    9.9999990136e-01    3.8003769847e-07    9.1097100256e-04    9.9609375000e-01    3.6328125000e-01    1.1210937500e+00    2.4984736551e-01   -2.0116412306e+00    1.0148735201e-01   -4.2612412946e-01    3.5716295796e-01   -5.3114618449e-06    2.7715699971e-06
   0.0150000    9.9999986611e-01    3.0223027172e-07    2.1320366383e-03    1.1132812500e+00    1.1132812500e+00    3.7109375000e-01    2.4984736551e-01   -2.0116328879e+00    1.0148735201e-01   -4.2557651832e-01    3.5884232230e-01   -1.0219278758e-05    5.7110866180e-06
   0.0200000    9.9999982616e-01    2.2442352367e-07    4.2110972810e-03    1.1132812500e+00    1.1132812500e+00    3.7109375000e-01    2.4984736551e-01   -2.0116246917e+00    1.0148735201e-01   -4.2512944499e-01    3.5716293711e-01   -1.7745425692e-05    1.2292075976e-05
   0.0250000    9.9999979523e-01    1.4661720622e-07    7.8996204106e-03    1.1054687500e+00    1.1054687500e+00    3.7109375000e-01    2.4984736551e-01   -2.0116166320e+00    1.0148735201e-01   -4.2474974637e-01    3.5884231455e-01   -2.6358146409e-05    1.9989106296e-05
   0.0300000    9.9999976073e-01    6.8814714656e-08    1.5963147007e-02    9.9609375000e-01    9.9609375000e-01    4.8046875000e-01    2.4984736551e-01   -2.7240999831e+00    6.7658234671e-03   -4.2441827336e-01    3.5716292334e-01   -3.5733580068e-05    2.7815980343e-05
   0.0350000    9.9999973237e-01    1.0000000000e-08    6.9456591723e-02    9.9218750000e-01    9.9218750000e-01    4.7265625000e-01    2.4984736551e-01   -7.2855172447e+00    6.7658234671e-03   -4.2412281409e-01    3.5884231008e-01   -4.5665045324e-05    3.5049586225e-05
   0.0400000    9.9999969098e-01    1.0000000000e-08    1.6224436919e-01    9.9609375000e-01    9.9609375000e-01    4.6484375000e-01    2.4984736551e-01   -7.1546095427e+00    6.7658234671e-03   -4.2384923636e-01    3.5716291191e-01   -5.6016341077e-05    4.1207607074e-05
   0.0450000    9.9999966163e-01    1.0000000000e-08    2.3293769065e-01    9.9218750000e-01    9.9218750000e-01    4.5703125000e-01    2.4984736551e-01   -7.0549583005e+00    6.7658234671e-03   -4.2358460057e-01    3.5884230518e-01   -6.6713924616e-05    4.6003953935e-05
   0.0500000    9.9999852636e-01    1.0000000000e-08    2.9023292815e-01    9.1145833333e-03    9.1145833333e-03    9.1145833333e-03    2.4984736551e-01   -6.9791559703e+00    6.7658234671e-03   -4.2333021081e-01    3.5716290007e-01   -7.7713560772e-05    6.0922944309e-05
   0.0550000    9.9999694504e-01    1.0000000000e-08    3.3861105201e-01    9.1145833333e-03    9.1145833333e-03    9.1145833333e-03    2.4984736551e-01   -6.9149046531e+00    6.7658234671e-03   -4.2309066175e-01    3.5884229951e-01   -8.8967931796e-05    7.7107003047e-05
   0.0600000    9.9999322630e-01    1.0000000000e-08    3.8010446826e-01    1.1718750000e-02    1.1718750000e-02    1.1718750000e-02    2.4984736551e-01   -6.8527910507e+00    6.7658234671e-03   -4.2286784169e-01    3.5716288805e-01   -1.0043163946e-04    9.3805651707e-05
   0.0650000    9.9998757242e-01    1.0000000000e-08    4.1565717542e-01    1.1718750000e-02    1.1718750000e-02    1.1718750000e-02    2.4984736551e-01   -6.7897721884e+00    6.7658234671e-03   -4.2266068369e-01    3.5884229334e-01   -1.1206270906e-04    1.1065338736e-04
