NL_iteration       Ham error [%]       Mom error [%]
0                   1.000000e+02        1.000000e+02        
1                   2.512006e+01        2.416681e+01        
2                   8.756246e+00        8.238699e+00        
3                   3.334334e+00        3.092555e+00        
4                   1.309827e+00        1.201258e+00        
5                   5.207095e-01        4.729711e-01        
6                   2.079920e-01        1.873253e-01        
7                   8.325792e-02        7.441432e-02        
