# time  R16_l3_m-3_re  R16_l3_m-3_im  R16_l3_m-2_re  R16_l3_m-2_im  R16_l3_m-1_re  R16_l3_m-1_im  R16_l3_m0_re  R16_l3_m0_im  R16_l3_m1_re  R16_l3_m1_im  R16_l3_m2_re  R16_l3_m2_im  R16_l3_m3_re  R16_l3_m3_im  R16_l4_m-4_re  R16_l4_m-4_im  R16_l4_m-3_re  R16_l4_m-3_im  R16_l4_m-2_re  R16_l4_m-2_im  R16_l4_m-1_re  R16_l4_m-1_im  R16_l4_m0_re  R16_l4_m0_im  R16_l4_m1_re  R16_l4_m1_im  R16_l4_m2_re  R16_l4_m2_im  R16_l4_m3_re  R16_l4_m3_im  R16_l4_m4_re  R16_l4_m4_im  R24_l3_m-3_re  R24_l3_m-3_im  R24_l3_m-2_re  R24_l3_m-2_im  R24_l3_m-1_re  R24_l3_m-1_im  R24_l3_m0_re  R24_l3_m0_im  R24_l3_m1_re  R24_l3_m1_im  R24_l3_m2_re  R24_l3_m2_im  R24_l3_m3_re  R24_l3_m3_im  R24_l4_m-4_re  R24_l4_m-4_im  R24_l4_m-3_re  R24_l4_m-3_im  R24_l4_m-2_re  R24_l4_m-2_im  R24_l4_m-1_re  R24_l4_m-1_im  R24_l4_m0_re  R24_l4_m0_im  R24_l4_m1_re  R24_l4_m1_im  R24_l4_m2_re  R24_l4_m2_im  R24_l4_m3_re  R24_l4_m3_im  R24_l4_m4_re  R24_l4_m4_im  R32_l3_m-3_re  R32_l3_m-3_im  R32_l3_m-2_re  R32_l3_m-2_im  R32_l3_m-1_re  R32_l3_m-1_im  R32_l3_m0_re  R32_l3_m0_im  R32_l3_m1_re  R32_l3_m1_im  R32_l3_m2_re  R32_l3_m2_im  R32_l3_m3_re  R32_l3_m3_im  R32_l4_m-4_re  R32_l4_m-4_im  R32_l4_m-3_re  R32_l4_m-3_im  R32_l4_m-2_re  R32_l4_m-2_im  R32_l4_m-1_re  R32_l4_m-1_im  R32_l4_m0_re  R32_l4_m0_im  R32_l4_m1_re  R32_l4_m1_im  R32_l4_m2_re  R32_l4_m2_im  R32_l4_m3_re  R32_l4_m3_im  R32_l4_m4_re  R32_l4_m4_im  R40_l3_m-3_re  R40_l3_m-3_im  R40_l3_m-2_re  R40_l3_m-2_im  R40_l3_m-1_re  R40_l3_m-1_im  R40_l3_m0_re  R40_l3_m0_im  R40_l3_m1_re  R40_l3_m1_im  R40_l3_m2_re  R40_l3_m2_im  R40_l3_m3_re  R40_l3_m3_im  R40_l4_m-4_re  R40_l4_m-4_im  R40_l4_m-3_re  R40_l4_m-3_im  R40_l4_m-2_re  R40_l4_m-2_im  R40_l4_m-1_re  R40_l4_m-1_im  R40_l4_m0_re  R40_l4_m0_im  R40_l4_m1_re  R40_l4_m1_im  R40_l4_m2_re  R40_l4_m2_im  R40_l4_m3_re  R40_l4_m3_im  R40_l4_m4_re  R40_l4_m4_im
0.0000000000000000e+00  3.8417761394894353e-05  2.5813232491444963e-06  -4.2194104578829519e-07  -1.5877007437428364e-06  -1.9548107364698197e-05  2.7035011397268763e-06  1.1568663735946252e-05  1.2841793921097633e-06  3.8849069368088605e-05  2.0042937334764595e-06  -2.3543841079165531e-07  -4.2655454721010975e-07  -3.5633080567433512e-05  4.7743020624331034e-06  1.1442244328865020e-05  2.5917188405763787e-06  -2.3811305846662041e-06  2.4281823623604621e-06  -7.9348230587166697e-08  7.9874693921389609e-06  1.4318181453111835e-05  2.0283919672936745e-06  6.4870331090767865e-06  8.0129510824447435e-07  -1.9508995927966754e-05  -1.4275032519345807e-06  -7.0970828322803423e-06  7.1951035024978785e-06  2.8886561251405871e-06  -1.0987681132979138e-06  4.3136144909982134e-06  -1.2643757935157692e-05  4.4487104808168322e-06  -5.4424658214799288e-09  1.4813309038866369e-09  -3.2461404550451360e-08  -3.4050790366496531e-06  -3.0055265860599555e-10  1.9284513200867654e-08  1.0597160537055715e-08  3.4732917209576075e-06  -5.0863450761469252e-10  5.7092864403966295e-09  -2.9991658095220875e-08  -4.4104151529131143e-06  -5.1956645794257033e-09  1.3131268648973966e-07  -1.4226380306532224e-08  -1.7809518799013879e-10  4.0696153342748813e-09  -9.1263745571465936e-08  1.1625399213673168e-09  3.6063454107049138e-08  -2.4379072659965839e-09  5.0225778324960211e-08  -9.8213988096662999e-11  -4.4162822962511926e-08  -3.5556821623599214e-09  -1.0136282900813095e-07  4.1325864262334791e-10  2.1243191725655910e-09  1.1664503139568444e-08  1.1081797613550682e-07  1.3938954307158770e-08  7.8581221569875994e-07  1.1875585202460242e-09  1.7610777452398361e-09  -5.2290471979969683e-10  -6.1091303047737770e-07  1.1769820669649960e-10  -7.2700441738137936e-11  -2.3956492473958924e-10  6.1091301467443287e-07  1.1329972205324576e-10  -1.0324466080599344e-09  2.8654548623643531e-11  -7.8581309935541496e-07  1.1722053882038234e-09  -2.8060738290296232e-07  -7.7353235501052981e-11  3.6500368854581017e-09  1.6503205557466805e-09  -1.4907676557683137e-08  -6.2433624375722302e-10  -2.2565670321842966e-09  -5.0681335948935443e-10  -4.9046149742169915e-07  -5.6440836655566077e-13  -2.2521180760572229e-09  -5.9657460780935959e-10  -1.4909230525590123e-08  6.2240302262218183e-10  3.7420194463250037e-09  1.1267521124742241e-09  -2.8060789875985708e-07  7.6523830097803611e-11  -1.1945165721877109e-07  3.0094682267506977e-10  7.5367433662170984e-10  -1.5469978919738447e-10  9.2630539789995627e-08  2.4830092610751155e-10  -3.0843536236463375e-11  7.5538767546296192e-10  -9.2630488608384008e-08  2.4742217522328870e-10  -5.1744024097421988e-10  2.5159894145976366e-11  1.1945160190008110e-07  2.9826653561339818e-10  -6.2475342212595629e-07  -4.6782283958734025e-10  4.0187843593246046e-10  6.1261983643976751e-10  -6.7255502877706598e-10  -3.9618403748808878e-11  -1.2014737883739657e-09  1.6833031171430183e-11  -1.0482377273950339e-06  -8.1017856748778365e-15  -1.2005602274363706e-09  -3.0777016324948024e-10  -6.7294892006592256e-10  3.9508246007143541e-11  4.2504989162805442e-10  1.1906101848553313e-10  -6.2475352226232176e-07  4.6768299934670341e-10
4.0000000000000002e-01  3.6071905392038984e-05  1.6810311261468706e-06  -5.8109009379051001e-07  7.8586088979042517e-08  -2.9570795926898160e-05  2.5358820642757910e-07  1.3428408165853530e-06  7.3485985005227060e-07  2.6314178333169316e-05  9.8446224595434938e-08  -1.1474100719613883e-06  6.4299606181858411e-07  -3.5403386058542088e-05  1.9231914894630805e-06  5.4814807118877100e-06  7.8443932940933865e-06  -2.5891721003199626e-06  -3.3155681698206850e-07  -2.1501050979984182e-06  3.7104644913523301e-07  7.1012358123549684e-06  7.1308721669801158e-07  4.4382117573981803e-06  -2.8981084196170475e-08  -7.7961396022966208e-06  -4.2557862726550372e-07  -2.5307871402157553e-06  1.6421936004876811e-08  2.2033927021383721e-06  1.3332951804716485e-07  5.3309371444726445e-06  -8.1938390037528077e-06  4.4133969823346062e-06  5.5123572366177791e-09  1.9429789168973291e-09  9.8731663338339674e-10  -3.4355429175915662e-06  -1.7337245205687646e-09  -1.4551440650458852e-09  -1.0841298199935318e-08  3.4240849021153740e-06  -1.8728404914143591e-09  -1.6976976562444660e-09  3.2991578601903955e-09  -4.4210685641550661e-06  5.7076783910190178e-09  1.0411527554296839e-07  1.6305642556743989e-09  -1.0013878225598603e-09  9.6083682216987199e-09  -8.8671171868142317e-08  -4.8387863993133583e-09  2.1034778203615859e-09  -4.4114725640495616e-09  6.4512712397529653e-08  -1.4147709742865459e-11  1.2621719769191525e-08  -1.6597626123794712e-09  -8.7328324070635530e-08  4.8587491558285182e-09  4.2348261092054055e-09  6.0944003115170028e-09  1.0617840109854965e-07  -1.6965693168152206e-09  7.8583097309706434e-07  1.2395035058399509e-09  2.2386245395121866e-09  -5.2730115869649718e-10  -6.1009581038814050e-07  8.3294082178478391e-11  -7.2703686549569997e-11  -2.5772797219268448e-10  6.1009580517973342e-07  7.8904178067709000e-11  -1.5099848166610190e-09  2.4224836175180021e-11  -7.8583184711076054e-07  1.2241561579360110e-09  -2.8086684854086685e-07  -6.7218592735350539e-11  4.2701064954112126e-09  1.7036622720277603e-09  -1.4444139357843714e-08  -6.0164598893262569e-10  -2.4015060667871502e-09  -5.0194506283437648e-10  -4.9068310845989489e-07  -5.8229945822980787e-13  -2.3970598076864079e-09  -6.0145148977022240e-10  -1.4445690857811325e-08  5.9973443329142553e-10  4.3620896983633935e-09  1.0734365324885683e-09  -2.8086736117335377e-07  6.6417233392438213e-11  -1.1989428352488855e-07  2.9211487671188268e-10  6.4572579991451120e-10  -1.6043736428621620e-10  9.2660810463703354e-08  2.2969196366127360e-10  -3.0844451564750724e-11  7.5205378477197061e-10  -9.2660757027368009e-08  2.2881708370274436e-10  -4.0948904436901689e-10  1.9419747750098038e-11  1.1989423034547495e-07  2.8943711298597512e-10  -6.2442577339724671e-07  -4.6595084505447467e-10  2.0242462393338455e-11  6.3055896088349699e-10  -8.1096628556590242e-10  -3.4091888342885699e-11  -1.3655664444112538e-09  4.3950273600625152e-11  -1.0476788727167273e-06  -1.0359247819226303e-14  -1.3646528032365769e-09  -3.3489199650406138e-10  -8.1136245942773844e-10  3.3982112169157382e-11  4.3413990620260295e-11  1.0112921738885088e-10  -6.2442587295665092e-07  4.6581619801097657e-10
8.0000000000000004e-01  3.6200559138758242e-05  1.9706145989160475e-06  -9.7542771401740352e-07  2.1623337422159979e-07  -2.9592082870381202e-05  1.9548461395502963e-07  1.3366795691822075e-06  5.3340646605494872e-07  2.6938219031922128e-05  1.5328306592976637e-07  -9.1557896633257214e-07  7.2491105546107964e-07  -3.5945691423927697e-05  1.9500975392634690e-06  5.2091448172843626e-06  7.9709645065625724e-06  -2.2640034368013250e-06  -2.2237471390827094e-08  -1.9182404935709899e-06  4.7811554666952818e-07  7.5187692045348043e-06  3.0632437683612316e-07  4.2682862769896166e-06  -5.5261732863348975e-08  -7.3782387791919259e-06  -2.6334763007307747e-07  -1.8482116887399371e-06  -3.9515063977841219e-07  2.6110585484829344e-06  -1.8475009375291343e-07  5.1573104054017631e-06  -8.0333683532470159e-06  4.4327957718990333e-06  3.5774613621041291e-09  3.5980980947664515e-09  -9.3402882557511979e-09  -3.4289931933821299e-06  6.6702259772046222e-10  2.8994104703915251e-09  1.6791521214791444e-09  3.4427596482144713e-06  4.3416946037586465e-10  2.2096313424674340e-09  -7.0160768436841669e-09  -4.4188743858320522e-06  3.8676849391097007e-09  1.1303837451445653e-07  -1.0161643073491815e-09  -2.6931820840713633e-09  8.3584224775463760e-09  -9.4500950694387589e-08  -1.4881674515005543e-09  9.0595519188433572e-09  -1.2082527365270425e-09  5.8764090375079369e-08  6.9359272712968477e-13  -7.1461008494230579e-09  -4.7337746654607159e-09  -9.5469041548504400e-08  1.9112287326829944e-09  -1.5151217430587393e-09  7.3481167323763470e-09  1.0654925819027263e-07  8.4854789300194157e-10  7.8596610297825363e-07  1.1911874669075671e-09  1.2865128003831505e-09  -5.1729405121812419e-10  -6.1142805643553492e-07  1.2339326524324504e-10  -7.2706580430858028e-11  -2.3195895560901536e-10  6.1142806252948858e-07  1.1901389240348589e-10  -5.5786470045425350e-10  3.4196295673938925e-11  -7.8596696602513453e-07  1.1758467032555000e-09  -2.8051786520926469e-07  -8.1146900588513834e-11  3.2141428579660420e-09  1.6486387701887576e-09  -1.5145124856359330e-08  -6.3449793703466065e-10  -2.2129293543434505e-09  -5.1391197574904135e-10  -4.9024229250046834e-07  -6.0119591505500901e-13  -2.2084848141458056e-09  -5.8949786956475680e-10  -1.5146677268439574e-08  6.3261024022085121e-10  3.3061303332977620e-09  1.1284868662830592e-09  -2.8051837927326222e-07  8.0380959999408019e-11  -1.1930694301257797e-07  2.9436905111780917e-10  7.4400767913250985e-10  -1.4727204967587254e-10  9.2529197355563753e-08  2.5226673779684120e-10  -3.0844044182865078e-11  7.4855780121199152e-10  -9.2529141441853800e-08  2.5139243327214175e-10  -5.0777040713690556e-10  3.2582467981935961e-11  1.1930688964741570e-07  2.9169173791968046e-10  -6.2478872496442017e-07  -4.6398920491950586e-10  5.9821609232929199e-10  6.1344014058032480e-10  -6.7934329286510241e-10  -4.6143123852821261e-11  -1.0477313363378698e-09  1.4310639444584954e-11  -1.0483349746148852e-06  -1.1189196149900782e-14  -1.0468185669790834e-09  -3.0525239940938079e-10  -6.7974071948426682e-10  4.6037395782482957e-11  6.2138766399342821e-10  1.1825323079479054e-10  -6.2478882676634761e-07  4.6385591207194735e-10
1.2000000000000000e+00  3.5139430268573710e-05  2.0559866851457042e-06  -1.0917467828317776e-06  1.2802852766873348e-07  -2.7965465272588510e-05  2.0906595993650288e-07  2.0062143547678300e-06  2.4117153857383698e-07  2.6765346738898863e-05  2.2780853816152515e-07  -1.0475559235548934e-06  7.9172310920480394e-07  -3.5204408930952838e-05  2.1490418764719909e-06  3.7239106197867527e-06  7.8672302770022390e-06  -2.7943994995642170e-06  1.9079979824553912e-07  -1.0485996974246541e-06  5.1731839371376462e-07  7.3431212640240533e-06  1.0394649224145665e-07  3.7657464275495543e-06  -1.8016925667409315e-08  -8.1854934939441146e-06  3.5358523384847152e-08  -1.5375634715457881e-06  -3.5352265701632604e-07  2.3430586312376851e-06  -4.8912041673361317e-07  4.1132422694763830e-06  -8.0128657213918049e-06  4.4139731460612161e-06  5.5430002281791637e-09  2.5956412248100156e-09  5.3980654629869391e-09  -3.4203361516896903e-06  -4.2589798544048274e-11  2.5818500347564102e-09  -3.0301384878931174e-09  3.4371905715655060e-06  -2.7637366961981741e-10  -4.1591105136217538e-11  7.7570867386691525e-09  -4.4193636254232921e-06  5.7465205225420823e-09  9.9600642152885653e-08  3.6569084182688135e-09  4.1985843293982189e-09  1.1814280775932609e-08  -8.7138940845974703e-08  4.2157691110179353e-09  9.1281494065652651e-09  -3.6910097543521380e-09  5.2081123109168278e-08  -1.4461128970323338e-11  -1.6753176739619926e-09  -2.3496823584556830e-09  -9.1700906715274376e-08  -3.9771637184369574e-09  -4.0765682180580033e-09  3.9835645633246708e-09  1.0080697124775043e-07  -3.7351324828321510e-09  7.8583755259118603e-07  1.1664065188024885e-09  1.9278074892185931e-09  -5.2677393036359527e-10  -6.1076159663791530e-07  1.2664299745314681e-10  -7.2709262462217929e-11  -2.5090753143690731e-10  6.1076161124531378e-07  1.2227320416579512e-10  -1.1991506730729845e-09  2.4675868020103001e-11  -7.8583840436768211e-07  1.1510747658691136e-09  -2.8091795274510634e-07  -7.0577754826793478e-11  3.8340484966747839e-09  1.6308054225835214e-09  -1.4678450576671279e-08  -6.2227171502776964e-10  -2.2397796145850750e-09  -5.0354277995349960e-10  -4.9087550238893699e-07  -6.2414482614866081e-13  -2.2353380812606104e-09  -5.9987362483095555e-10  -1.4680000013128676e-08  6.2041258027506345e-10  3.9260405393763047e-09  1.1463551929110740e-09  -2.8091846480873027e-07  6.9852676631281848e-11  -1.1952521200895587e-07  3.1152812138587588e-10  8.8211750195885662e-10  -1.5803935709414997e-10  9.2853641716357032e-08  2.4874554906752376e-10  -3.0844105089430895e-11  7.6439721698143099e-10  -9.2853584694810557e-08  2.4786928912315436e-10  -6.4587800738982690e-10  2.1812455746159896e-11  1.1952515988969339e-07  3.0885128619018346e-10  -6.2495777708523204e-07  -4.7261651910187074e-10  4.2926758366526757e-10  6.0575176655117252e-10  -5.6255778876151670e-10  -3.6211108459459549e-11  -1.3120250180710146e-09  8.5079289624749062e-12  -1.0484373920478263e-06  -1.5146279757817536e-14  -1.3111129474173069e-09  -2.9944882458868095e-10  -5.6295299988153174e-10  3.6107326609519188e-11  4.5243924515956809e-10  1.2594648185565707e-10  -6.2495787811086945e-07  4.7248807934334486e-10
1.6000000000000001e+00  3.5590811095798669e-05  1.8412612581179141e-06  -8.0746688827113763e-07  -9.4304479547723412e-08  -2.8104182089388121e-05  3.0661787539490322e-07  1.9032995803132525e-06  3.3054474944381669e-07  2.7048689251094244e-05  3.4650334509628806e-07  -8.2102843513157892e-07  6.7438258695839024e-07  -3.5360603495110324e-05  1.8760414487254760e-06  4.7484471458597575e-06  7.5664762152291479e-06  -2.0953925454638550e-06  -7.1383903160826375e-08  -1.2952840982685457e-06  5.8911373172224291e-07  7.2545275632436701e-06  4.5302016647802816e-07  4.8375947421704466e-06  5.0772513847992326e-08  -7.5642081414632645e-06  -3.2174514241786193e-07  -1.5991204373108433e-06  -6.5371380301155255e-07  2.1293587013061104e-06  -2.4521429214150942e-07  4.3233156358253225e-06  -7.6764787774893874e-06  4.4169133644902514e-06  1.0984013128827307e-09  -2.0570249132997998e-09  -1.9541952170400373e-08  -3.4402161950984329e-06  -6.2026394099902418e-09  -2.5223428598727731e-09  -2.3420581075969621e-08  3.4304337640242699e-06  -6.3226768939755908e-09  2.1972859766297074e-11  -1.7170105245505599e-08  -4.4296271463591283e-06  1.2622150323792947e-09  1.1310204336852503e-07  -1.5758675612183015e-08  7.1199204599871724e-10  4.0094726821102669e-09  -8.9519489481632618e-08  -1.5698470033048311e-08  1.3700970180691287e-08  -5.1741855632912333e-09  7.5722017744477007e-08  6.3760699419914378e-11  2.4045165050271343e-08  -8.8225922826132415e-10  -8.4276085059587613e-08  1.5986058271257663e-08  9.4322251858394491e-09  1.1666261799310928e-08  1.1292523340847736e-07  1.5440266863748782e-08  7.8555914312589722e-07  1.1998412171765831e-09  1.7946404880654746e-09  -5.2239415242663356e-10  -6.1068953549145188e-07  1.1461696678844347e-10  -7.2713836461255986e-11  -2.2786338248745942e-10  6.1068957812118122e-07  1.1026209694368878e-10  -1.0659688964897262e-09  2.9009589536770037e-11  -7.8555996395442240e-07  1.1845177782095026e-09  -2.8055010991742015e-07  -8.3001008830801813e-11  3.6311560085159349e-09  1.6660033814913599e-09  -1.4976777070314396e-08  -6.2027779461433857e-10  -2.4559787253661722e-09  -5.0951889806205787e-10  -4.9045505935115904e-07  -6.4547802446203721e-13  -2.4515464533337757e-09  -5.9391529582350543e-10  -1.4978327563938342e-08  6.1844873675081019e-10  3.7231419227252358e-09  1.1111902922531037e-09  -2.8055062506517299e-07  8.2317329660379470e-11  -1.1945050190067389e-07  2.9614491174707140e-10  6.2831976515386908e-10  -1.5567827055979548e-10  9.2586781834907492e-08  2.5288369693693117e-10  -3.0843909209223725e-11  7.5323301261097354e-10  -9.2586725219437850e-08  2.5201314706608199e-10  -3.9207793325820264e-10  2.4168484437519781e-11  1.1945045421249715e-07  2.9346936447221264e-10  -6.2487470113594017e-07  -4.6645558180236433e-10  3.6453685583330652e-10  6.1051650819436361e-10  -5.8085045395321097e-10  -3.7653108967917650e-11  -1.2157649451799866e-09  1.7394046339168162e-11  -1.0482711527538057e-06  -1.7888286647908507e-14  -1.2148536754538994e-09  -3.0834236242882061e-10  -5.8124873957605712e-10  3.7557892877580904e-11  3.8771035733520214e-10  1.2118577458021697e-10  -6.2487479931021925e-07  4.6633307144949827e-10
2.0000000000000000e+00  3.7879081039426730e-05  1.5065700176023438e-06  -9.6256032339550220e-07  -6.2601336582370186e-07  -2.9853154269531151e-05  1.2444191592244184e-07  1.2861455184213701e-06  6.2697110214987622e-07  2.8247350987775196e-05  3.3061980011231725e-09  -7.5592881956474871e-07  -2.5358824907257371e-07  -3.6556169290739576e-05  1.4423761551883657e-06  7.2252532991522781e-06  7.9537259240405799e-06  -2.7700908833688761e-06  -7.6945640901143267e-07  -3.8887141966846084e-06  2.5831354407064480e-07  7.6303373717541767e-06  5.3799347565987564e-07  6.1670521626743658e-06  -2.7265957490508324e-07  -7.2943484127152876e-06  -6.3993656628417191e-07  -2.5736594362747202e-06  6.2404787150655745e-08  2.8060092036917196e-06  9.3381162530064967e-07  5.7216956968667776e-06  -7.5935229903036698e-06  4.4349364317509551e-06  5.0134235946719768e-09  4.0280161875254182e-09  -2.2316354770116059e-08  -3.4614876585221324e-06  -2.4477042039857125e-09  -5.6048715753212534e-09  -1.3911218343685975e-08  3.3901527470067008e-06  -2.5764715025606256e-09  -4.2081477898636075e-09  -2.0223717525451107e-08  -4.4006566668478743e-06  5.0841712063515140e-09  1.2488728803502075e-07  -6.2518039759768659e-09  -2.2857974839706050e-08  8.6068761608179822e-09  -9.3150398169347745e-08  -1.9695694609453502e-08  -1.8474315057969626e-08  -3.9147735604958462e-09  8.8286303795227897e-08  2.2273548810922266e-10  2.3748059696963310e-08  -2.1408342416943358e-09  -8.4997975833146153e-08  1.9646285567524996e-08  1.8124275972231010e-08  7.0442058833546093e-09  1.2059845371830285e-07  6.3226760925862555e-09  7.8592708713238147e-07  1.1850614707448232e-09  1.6494681127397683e-09  -5.2070200355370728e-10  -6.1112768814461777e-07  1.1736765853837573e-10  -7.2744460808714957e-11  -2.4927204964235579e-10  6.1112758338623767e-07  1.1302306842420391e-10  -9.2083059973969060e-10  3.0648341461624049e-11  -7.8592816048461258e-07  1.1697461182534171e-09  -2.8061134651830532e-07  -7.1194932432793749e-11  3.6684721753605380e-09  1.6483761332166365e-09  -1.4915294945735638e-08  -6.2942138468709262e-10  -2.0042101414773622e-09  -5.0515378591708270e-10  -4.9051025485986882e-07  -6.6919026456913742e-13  -1.9996198816054298e-09  -5.9829450342044808e-10  -1.4916831004227663e-08  6.2762545848649902e-10  3.7605810932084503e-09  1.1288544508436986e-09  -2.8061179146156732e-07  7.0560128801207215e-11  -1.1948481843619374e-07  3.0240591456647691e-10  7.4422440942489538e-10  -1.5281440066345398e-10  9.2530597065947514e-08  2.4388767710498824e-10  -3.0843771408411386e-11  7.4999403751678893e-10  -9.2530538400440293e-08  2.4301882437241124e-10  -5.0798121874058504e-10  2.7027482367465859e-11  1.1948477051125469e-07  2.9973511566526062e-10  -6.2449320704379037e-07  -4.6462876454613826e-10  3.4645061991304145e-10  6.1878403835447856e-10  -8.7408932576511893e-10  -4.2224563720772733e-11  -1.1161776333977153e-09  1.9834922692885745e-11  -1.0481671026667241e-06  -2.1475345372855623e-14  -1.1152647984856925e-09  -3.1078265088853782e-10  -8.7447975637784706e-10  4.2132504158320048e-11  3.6962430206112020e-10  1.1292765103909435e-10  -6.2449330571045627e-07  4.6451650229152618e-10
2.3999999999999901e+00  3.4856341976770760e-05  2.8328513406598782e-06  -2.0814243523672052e-06  5.2765620693838471e-07  -2.8138244535431936e-05  -5.0939710529579230e-07  2.3930965633616584e-06  -8.2961707405407560e-07  2.7661024706892793e-05  -7.4079474004698835e-07  -2.0205924846565518e-06  1.1282935667721205e-06  -3.6582368418284368e-05  2.5825559142740626e-06  3.0498705799154896e-06  9.0402332460947609e-06  -3.4818645812870660e-06  2.3213077719609942e-07  -6.5830058599265381e-07  -2.8864259762091249e-07  8.8490210371028555e-06  -7.3598628623277338e-07  5.4947355600054205e-06  2.1222721257255122e-07  -8.1228720495188368e-06  1.1282969935934045e-06  -1.4301589845304382e-06  3.4153683157759877e-08  3.3770603643400677e-06  -1.1767455329556536e-06  5.5712143646183071e-06  -9.3917203723471980e-06  4.3425930573219668e-06  1.1375044967901516e-08  3.0087855540720755e-09  6.3688111003724893e-08  -3.3311860222719051e-06  7.6510821942723432e-09  2.9032587734588718e-08  -6.4674229941223326e-09  3.4835385662819643e-06  7.3558521101821862e-09  2.3076363657217146e-09  6.5826860066177089e-08  -4.4309513066324979e-06  1.1578056257770962e-08  3.5357221353149712e-08  2.5848754514823042e-08  2.0066927087249625e-08  2.7454437695269372e-08  -5.3795640449406193e-08  3.9776510413350658e-08  2.2255660439403180e-08  -8.6830826430419434e-09  -3.9159722707306523e-08  3.0771285628353095e-11  -8.8550946542659518e-08  2.5468561145322829e-09  -9.2768692457304005e-08  -3.9261489337934981e-08  -3.7351243222824176e-08  -1.1540964870969179e-08  5.3040808901671823e-08  -2.6361737290429873e-08  7.8583014817360856e-07  1.1867952615142834e-09  1.8305025972978808e-09  -5.2424443680897943e-10  -6.1087926898838635e-07  1.1625293693151807e-10  -7.2569561389642742e-11  -2.3412959916700066e-10  6.1088049432019361e-07  1.1192523331930224e-10  -1.1014517375462817e-09  2.7062006531062196e-11  -7.8582881565244214e-07  1.1715001306649474e-09  -2.8099552616831425e-07  -7.8184845334803557e-11  3.6399100525047030e-09  1.6529061339641491e-09  -1.4641918825958655e-08  -6.1799215834163776e-10  -2.2665948261092343e-09  -5.0452291542221510e-10  -4.9076772005196296e-07  -7.0448939927189529e-13  -2.2634059834902580e-09  -5.9893541376352468e-10  -1.4643539868815780e-08  6.1625275689567751e-10  3.7309955535249175e-09  1.1243669181528693e-09  -2.8099656543776062e-07  7.7617876167032117e-11  -1.1945033907342528e-07  2.9785162892076451e-10  8.1593209856886953e-10  -1.5549520152200465e-10  9.2694869576771361e-08  2.4725775258135507e-10  -3.0848810076476182e-11  7.6139995301879530e-10  -9.2694806684566769e-08  2.4638987422838967e-10  -5.7968592942734199e-10  2.4342672832921137e-11  1.1945029738296056e-07  2.9518313085070872e-10  -6.2497861273752257e-07  -4.7082865731290600e-10  4.3708529186133184e-10  6.1599788394185498e-10  -5.6133979886177299e-10  -3.7221511341204463e-11  -1.2573406748989383e-09  2.2258967839651553e-11  -1.0484240349112416e-06  -2.3559652038588389e-14  -1.2564299708435555e-09  -3.1320725311041588e-10  -5.6173464787284148e-10  3.7133764428659889e-11  4.6026110899607240e-10  1.1571972581880226e-10  -6.2497871292034493e-07  4.7071988710787531e-10
