# time  total_activity  peak_activity  rms_radius  confined_frac  bary_x  bary_y  bary_z  r_conf  total_activity_proper  rms_radius_proper  confined_frac_proper  rms_radius_canon  confined_frac_canon  rms_radius_phantom  confined_frac_phantom  canon_mass_frac  min_chi
1.9919999999996401e+02  9.6244526412939280e+00  2.4465163717662494e-02  7.2394118295020551e+00  2.6740403794635331e-01  3.4772077625292816e+01  3.1999977833112904e+01  3.1999984162716888e+01  4.7999999999999998e+00  9.6257507658267034e+00  7.2394796301064508e+00  2.6806451334732212e-01  5.2710114406127833e+00  7.5008073156140997e-01  5.2014938724387925e+00  7.4414636845107984e-01  4.9139078595006291e-01  9.8890136615833979e-01
1.9999999999996299e+02  9.6317247812910445e+00  2.4458965129208105e-02  7.2371249559472917e+00  2.6910103579124017e-01  3.4795040967151358e+01  3.1999977658176221e+01  3.1999984038560832e+01  4.7999999999999998e+00  9.6330277217824190e+00  7.2371934968565510e+00  2.6678518896100312e-01  5.2646357683594109e+00  7.5011882999321000e-01  5.1992794102970441e+00  7.4412253332384293e-01  4.9135487328435123e-01  9.8889293482635943e-01
2.0079999999996201e+02  9.6392880054518670e+00  2.4451773417918269e-02  7.2361401216914771e+00  2.6843657901439716e-01  3.4818084228225686e+01  3.1999977465271016e+01  3.1999983906592529e+01  4.7999999999999998e+00  9.6405955489498165e+00  7.2362094387096176e+00  2.6773856327599027e-01  5.2614469749155637e+00  7.5103355863727794e-01  5.1981506354444722e+00  7.4499018140018569e-01  4.9132349685479193e-01  9.8888509867708696e-01
2.0159999999996199e+02  9.6467971480578427e+00  2.4443914097664630e-02  7.2356511119126026e+00  2.6671897509803888e-01  3.4840770905262566e+01  3.1999977254869830e+01  3.1999983763806629e+01  4.7999999999999998e+00  9.6481086689064686e+00  7.2357236277171779e+00  2.6746368680165938e-01  5.2591500113088294e+00  7.5055635672322019e-01  5.1979074390556628e+00  7.4449307008424603e-01  4.9128859422283705e-01  9.8887813665932012e-01
2.0239999999996101e+02  9.6542976590447775e+00  2.4448119469292134e-02  7.2347961519449644e+00  2.6765485414966261e-01  3.4863733283209136e+01  3.1999977049590861e+01  3.1999983629224307e+01  4.7999999999999998e+00  9.6556127585317206e+00  7.2348709511234013e+00  2.6741095211030536e-01  5.2553558188997780e+00  7.5054856055334707e-01  5.1976531566023993e+00  7.4443917885094346e-01  4.9125510786529886e-01  9.8887174958400648e-01
2.0319999999996000e+02  9.6622798514739241e+00  2.4453581522169542e-02  7.2351472780004462e+00  2.6535673031886042e-01  3.4887085727090039e+01  3.1999976871472196e+01  3.1999983505581667e+01  4.7999999999999998e+00  9.6635985939819573e+00  7.2352227938242235e+00  2.6450641320474294e-01  5.2541338787741987e+00  7.4898506603110027e-01  5.1981340762460295e+00  7.4414037998845484e-01  4.9124225805320426e-01  9.8886559578078315e-01
2.0399999999995899e+02  9.6705005067147329e+00  2.4458236330248292e-02  7.2373589533163720e+00  2.6732465189405880e-01  3.4910443352196992e+01  3.1999976691440022e+01  3.1999983380699657e+01  4.7999999999999998e+00  9.6718228147221836e+00  7.2374355462416977e+00  2.6494199640488764e-01  5.2565124011249944e+00  7.4758003001106432e-01  5.2002939252084204e+00  7.4133147366423247e-01  4.9124095519861805e-01  9.8885991659707217e-01
2.0479999999995900e+02  9.6783966689403442e+00  2.4461979477668781e-02  7.2388240554082692e+00  2.6443346944484392e-01  3.4933957902423963e+01  3.1999976490739812e+01  3.1999983252355900e+01  4.7999999999999998e+00  9.6797221431723841e+00  7.2389014045267057e+00  2.6553594530389507e-01  5.2569594700710560e+00  7.5031214054607054e-01  5.2019905714987278e+00  7.4131112582621850e-01  4.9123097559813761e-01  9.8885509459059451e-01
2.0559999999995799e+02  9.6863649242354768e+00  2.4464923277197015e-02  7.2400919142345614e+00  2.6491882748087414e-01  3.4957563865853743e+01  3.1999976317944181e+01  3.1999983133976379e+01  4.7999999999999998e+00  9.6876934090376068e+00  7.2401701343193388e+00  2.6127212061174987e-01  5.2566478062108386e+00  7.5051466238349640e-01  5.2039158587751304e+00  7.4466929019634509e-01  4.9122284125993931e-01  9.8885116988041899e-01
2.0639999999995700e+02  9.6946703492917443e+00  2.4467238713730032e-02  7.2432192013451404e+00  2.6544209226980753e-01  3.4981255693273440e+01  3.1999976151247846e+01  3.1999983018778241e+01  4.7999999999999998e+00  9.6960021907623126e+00  7.2432981893884714e+00  2.6717509396540584e-01  5.2601652985961795e+00  7.5089463240050880e-01  5.2072592812982430e+00  7.4419647350772977e-01  4.9123221495054747e-01  9.8884782829728091e-01
2.0719999999995699e+02  9.7029505006841124e+00  2.4468934499075442e-02  7.2471108159850024e+00  2.6116569527745886e-01  3.5005236370157085e+01  3.1999975964296741e+01  3.1999982897493528e+01  4.7999999999999998e+00  9.7042861043679789e+00  7.2471893176854616e+00  2.6433227821214061e-01  5.2657042198316439e+00  7.5028016975824263e-01  5.2106819477101611e+00  7.4464593549480307e-01  4.9124928852082339e-01  9.8884468890461752e-01
2.0799999999995600e+02  9.7109632183200070e+00  2.4469885383505075e-02  7.2495950560469247e+00  2.6700320791083026e-01  3.5029351116778592e+01  3.1999975767484731e+01  3.1999982770307135e+01  4.7999999999999998e+00  9.7123027574922034e+00  7.2496730207683200e+00  2.6637114088014380e-01  5.2681673967490887e+00  7.5022099443375834e-01  5.2132830043303402e+00  7.4465061684277434e-01  4.9126004121904210e-01  9.8884196418877590e-01
2.0879999999995499e+02  9.7190771349120553e+00  2.4470012131000314e-02  7.2530660118983210e+00  2.6416675525767386e-01  3.5053333259091545e+01  3.1999975603781419e+01  3.1999982657926726e+01  4.7999999999999998e+00  9.7204206425273405e+00  7.2531446038765024e+00  2.6609935864938777e-01  5.2727324714407775e+00  7.4966668312229567e-01  5.2166851093339073e+00  7.4417335502237403e-01  4.9127358230257195e-01  9.8884036757828042e-01
2.0959999999995401e+02  9.7272058617165840e+00  2.4469351153857507e-02  7.2580260588115619e+00  2.6618674319627944e-01  3.5077419979452948e+01  3.1999975425462679e+01  3.1999982537754477e+01  4.7999999999999998e+00  9.7285534561879494e+00  7.2581049029962168e+00  2.6629230516217989e-01  5.2810021968912277e+00  7.4888290513455491e-01  5.2206521880793870e+00  7.4370607218238760e-01  4.9129374738849124e-01  9.8883982025451211e-01
2.1039999999995399e+02  9.7350159603572344e+00  2.4468017643634387e-02  7.2619866231065826e+00  2.6598716519302479e-01  3.5101669144611343e+01  3.1999975215148176e+01  3.1999982405386106e+01  4.7999999999999998e+00  9.7363679708323758e+00  7.2620654130816078e+00  2.6688663386994027e-01  5.2874283464314509e+00  7.4974147828545601e-01  5.2238914202346871e+00  7.4349154254814243e-01  4.9130920162475805e-01  9.8883947129279326e-01
2.1119999999995301e+02  9.7428098027147474e+00  2.4466124211056879e-02  7.2658241808441666e+00  2.6615677531083859e-01  3.5125871997162740e+01  3.1999975017340017e+01  3.1999982281011956e+01  4.7999999999999998e+00  9.7441666327958814e+00  7.2659037872527978e+00  2.6475498620415377e-01  5.2939233239412928e+00  7.4854940298555639e-01  5.2268244790066909e+00  7.4394625408629933e-01  4.9132423562731797e-01  9.8883941637289330e-01
2.1199999999995200e+02  9.7507082889896459e+00  2.4463625584854546e-02  7.2708647478872059e+00  2.6678760533425899e-01  3.5150190404043620e+01  3.1999974820260427e+01  3.1999982152842932e+01  4.7999999999999998e+00  9.7520701379430079e+00  7.2709448364450209e+00  2.6593389754122193e-01  5.3028683677195589e+00  7.4848897222148802e-01  5.2305735091140608e+00  7.4281454519089818e-01  4.9134130807082499e-01  9.8884050516606825e-01
2.1279999999995101e+02  9.7584175900227930e+00  2.4460292323974391e-02  7.2763050871241228e+00  2.6466877540345390e-01  3.5174542422270143e+01  3.1999974614870936e+01  3.1999982022804900e+01  4.7999999999999998e+00  9.7597843374531656e+00  7.2763858067089933e+00  2.6331331688126558e-01  5.3125961469761087e+00  7.4843866628772737e-01  5.2349846739419528e+00  7.4282787094222225e-01  4.9135033353750585e-01  9.8883079162470466e-01
2.1359999999995100e+02  9.7658499838342312e+00  2.4455986220839041e-02  7.2805021362361853e+00  2.6711734353075295e-01  3.5198729886183934e+01  3.1999974377517646e+01  3.1999981879960906e+01  4.7999999999999998e+00  9.7672215024591686e+00  7.2805850490716120e+00  2.6394811417192238e-01  5.3202389124019520e+00  7.4953803855794443e-01  5.2383205284477343e+00  7.4330953407091038e-01  4.9134969656530963e-01  9.8882018079456613e-01
2.1439999999995001e+02  9.7733909575419986e+00  2.4450883321531159e-02  7.2846980647862063e+00  2.6318464968020738e-01  3.5223089344296667e+01  3.1999974144211134e+01  3.1999981732174909e+01  4.7999999999999998e+00  9.7747674902887454e+00  7.2847827898716311e+00  2.6417997138712068e-01  5.3270719571312766e+00  7.4912129422271900e-01  5.2422285213358526e+00  7.4353162770973957e-01  4.9134795465569575e-01  9.8880993883914503e-01
2.1519999999994900e+02  9.7811316306441309e+00  2.4445240159596687e-02  7.2903107320598304e+00  2.6382644533943295e-01  3.5247646634961328e+01  3.1999973914812781e+01  3.1999981583460563e+01  4.7999999999999998e+00  9.7825132798485122e+00  7.2903965333665610e+00  2.6597863826919121e-01  5.3360509203637960e+00  7.4974923023092321e-01  5.2477157686628555e+00  7.4351555245508838e-01  4.9134525269409951e-01  9.8880045538613026e-01
2.1599999999994901e+02  9.7886773824778626e+00  2.4438953187096098e-02  7.2952576747239686e+00  2.6425160234194883e-01  3.5272048264707777e+01  3.1999973652848439e+01  3.1999981422129508e+01  4.7999999999999998e+00  9.7900634288344719e+00  7.2953459816371815e+00  2.6485715377835584e-01  5.3442254672192906e+00  7.4970895193626219e-01  5.2527133674398661e+00  7.4351221715877736e-01  4.9133137633750168e-01  9.8879164256902685e-01
2.1679999999994800e+02  9.7961009499101532e+00  2.4431596178454276e-02  7.2988138288404221e+00  2.6588155479475251e-01  3.5296406961496466e+01  3.1999973374560302e+01  3.1999981249494006e+01  4.7999999999999998e+00  9.7974906799185604e+00  7.2989056046702077e+00  2.6520433281493949e-01  5.3492184339830375e+00  7.4974517942215602e-01  5.2574165285810635e+00  7.4417877954850931e-01  4.9130767121966701e-01  9.8878341666321989e-01
2.1759999999994699e+02  9.8037947801603504e+00  2.4427475187969835e-02  7.3032689943355535e+00  2.6476106412196510e-01  3.5321109863785303e+01  3.1999973113075391e+01  3.1999981081575854e+01  4.7999999999999998e+00  9.8051882630350438e+00  7.3033628383434923e+00  2.6461725428873428e-01  5.3551067299564714e+00  7.4968557866365471e-01  5.2631159530751095e+00  7.4460236676542024e-01  4.9128772651724190e-01  9.8877594371241828e-01
2.1839999999994600e+02  9.8116898571716291e+00  2.4433407929855658e-02  7.3085501600570630e+00  2.6504418781143890e-01  3.5346063339828412e+01  3.1999972847837299e+01  3.1999980914171779e+01  4.7999999999999998e+00  9.8130870900965874e+00  7.3086451754849735e+00  2.6410493047518641e-01  5.3627794708300058e+00  7.4961415392079522e-01  5.2692519108951190e+00  7.4457402993101029e-01  4.9127067053411710e-01  9.8876926142126820e-01
2.1919999999994599e+02  9.8194868667387496e+00  2.4438671571144380e-02  7.3126771464558464e+00  2.6448910654942798e-01  3.5370889831910439e+01  3.1999972556954507e+01  3.1999980733843820e+01  4.7999999999999998e+00  9.8208873899443514e+00  7.3127747661209535e+00  2.6409547464735089e-01  5.3684451866486738e+00  7.4851202594547139e-01  5.2748529256570933e+00  7.4359721933348766e-01  4.9124359391749867e-01  9.8876327276342879e-01
2.1999999999994500e+02  9.8272132369403984e+00  2.4443085466799359e-02  7.3161461898597420e+00  2.6395819648824964e-01  3.5395707653930806e+01  3.1999972266926186e+01  3.1999980552403379e+01  4.7999999999999998e+00  9.8286166597814670e+00  7.3162470950534315e+00  2.6125076732345648e-01  5.3718702378658634e+00  7.4677130065343045e-01  5.2804618622367112e+00  7.4466563522758400e-01  4.9120694818908056e-01  9.8875773515890608e-01
2.2079999999994399e+02  9.8351265144840507e+00  2.4446395088730741e-02  7.3207710544357845e+00  2.6401570755596465e-01  3.5420737523089102e+01  3.1999971990541901e+01  3.1999980378843535e+01  4.7999999999999998e+00  9.8365327573299055e+00  7.3208744343173553e+00  2.6427684144705910e-01  5.3772299082274593e+00  7.4955954137852265e-01  5.2866385439177694e+00  7.4090313740855762e-01  4.9117620505319248e-01  9.8875272341415166e-01
2.2159999999994301e+02  9.8431783544665308e+00  2.4448720358458319e-02  7.3254312423475980e+00  2.6117881612388494e-01  3.5445939004498548e+01  3.1999971702870496e+01  3.1999980198544502e+01  4.7999999999999998e+00  9.8445874759580185e+00  7.3255366886563023e+00  2.5804812983459680e-01  5.3837406153118978e+00  7.4977556896053699e-01  5.2919412722282235e+00  7.4131330569435694e-01  4.9115496818070936e-01  9.8874886737375989e-01
