NL_iteration       Ham error [%]       Mom error [%]
0                   1.000000e+02        1.000000e+02        
1                   2.501936e+01        2.435348e+01        
2                   8.706386e+00        8.372040e+00        
3                   3.311117e+00        3.169549e+00        
4                   1.299168e+00        1.241587e+00        
5                   5.158584e-01        4.928081e-01        
6                   2.057969e-01        1.966532e-01        
7                   8.225705e-02        7.865433e-02        
